t,S,pnl_pct,hold,flips,bias_len,bias_left,atr_pct,win
1782308700000,-1,4.132231404958686,857,1,1412,857,0.8090164100459216,True
1783289700000,1,-4.172661870503591,579,3,812,579,3.2432884312035504,False
1783537200000,1,-5.99858856739589,304,1,812,304,0.8751219579039453,False
1784142900000,-1,12.915699922660473,2306,13,2675,2306,0.4581528045219747,True
1784273400000,-1,12.305295950155749,2161,11,2675,2161,0.4102921919510076,True
1784759400000,-1,11.686274509803917,1621,9,2675,1621,0.23604062371091372,True
1784906100000,-1,9.266720386784844,1458,7,2675,1458,0.6761602168230257,True
1785160800000,-1,9.919999999999995,1175,5,2675,1175,0.46905445145659747,True
1785734100000,-1,-2.643573381950781,538,3,2675,538,0.42404794883893887,False
1785841200000,-1,-2.4567788898999243,419,1,2675,419,0.31109706470245385,False
1786497300000,1,-3.0035335689045928,105,1,415,105,0.5107162688666105,False
