iter,ret,mdd
2638,306.37,3.62
2639,306.44,5.04
2640,306.47,5.72
2641,306.51,3.18
2642,306.52,4.21
2643,306.56,3.08
2644,306.57,3.35
2645,306.58,4.81
2646,306.58,4.21
2647,306.59,4.52
2648,306.6,3.4
2649,306.62,3.67
2650,306.63,3.75
2651,306.67,3.66
2652,306.7,4.42
2653,306.7,3.84
2654,306.71,6.34
2655,306.71,6.47
2656,306.73,4.03
2657,306.75,4.13
2658,306.76,4.97
2659,306.76,5
2660,306.77,3.98
2661,306.78,3.02
2662,306.8,6.89
2663,306.83,4.58
2664,306.85,5.65
2665,306.86,3.86
2666,306.86,3.58
2667,306.87,5.73
2668,306.88,4.21
2669,306.89,4.39
2670,306.9,4.93
2671,306.93,5.45
2672,306.94,3.97
2673,306.95,4.2
2674,306.96,4.57
2675,306.96,3.86
2676,306.97,3.66
2677,307.03,4.76
2678,307.04,7.32
2679,307.04,3.8
2680,307.07,4.21
2681,307.12,5.24
2682,307.12,3.67
2683,307.12,3.55
2684,307.15,4.6
2685,307.16,4
2686,307.19,5.38
2687,307.19,6
2688,307.23,5.85
2689,307.25,5.04
2690,307.25,5.23
2691,307.26,4.21
2692,307.32,3.87
2693,307.32,4.97
2694,307.33,6.59
2695,307.35,3.74
2696,307.38,4.26
2697,307.39,3.68
2698,307.4,4.6
2699,307.41,3.18
2700,307.41,5.62
2701,307.44,4.12
2702,307.45,5.19
2703,307.47,5.35
2704,307.51,4.21
2705,307.53,3.74
2706,307.54,4.6
2707,307.54,5.25
2708,307.56,3.82
2709,307.58,4.57
2710,307.58,5.1
2711,307.62,3.77
2712,307.63,4.1
2713,307.65,5.19
2714,307.66,4.04
2715,307.68,3.44
2716,307.69,4.27
2717,307.73,3.71
2718,307.76,5.03
2719,307.76,3.67
2720,307.77,2.82
2721,307.78,4.42
2722,307.8,4.09
2723,307.8,3.49
2724,307.8,6.01
2725,307.81,5.5
2726,307.85,4.47
2727,307.9,5.91
2728,307.95,4.68
2729,307.95,5.71
2730,307.96,3.18
2731,308.03,3.56
2732,308.03,3.44
2733,308.04,5.72
2734,308.06,3.4
2735,308.06,6.47
2736,308.06,2.96
2737,308.11,3.62
2738,308.12,3.63
2739,308.12,3.98
2740,308.13,3.24
2741,308.14,4.56
2742,308.16,5.98
2743,308.19,5.27
2744,308.2,6.41
2745,308.21,3.18
2746,308.22,3.79
2747,308.24,4.11
2748,308.28,4.65
2749,308.29,5.09
2750,308.3,2.51
2751,308.3,5.91
2752,308.39,4.46
2753,308.39,5.7
2754,308.42,3.96
2755,308.44,3.78
2756,308.45,3.75
2757,308.45,5.62
2758,308.46,5.88
2759,308.51,4.15
2760,308.51,3.65
2761,308.52,4.21
2762,308.52,4.21
2763,308.53,6.12
2764,308.56,4.96
2765,308.61,4.21
2766,308.63,5.29
2767,308.65,3.5
2768,308.69,4.71
2769,308.73,5.7
2770,308.73,3.61
2771,308.75,6.94
2772,308.75,4.21
2773,308.76,5.5
2774,308.83,5.36
2775,308.83,4.75
2776,308.84,4.37
2777,308.85,5.09
2778,308.88,4.95
2779,308.88,5.7
2780,308.9,3.18
2781,308.96,4.42
2782,308.97,5.24
2783,308.98,3.87
2784,309.01,5.12
2785,309.03,6.03
2786,309.04,4.92
2787,309.06,6.78
2788,309.1,4.37
2789,309.11,4.21
2790,309.11,4.42
2791,309.12,4.31
2792,309.13,4.7
2793,309.14,5.35
2794,309.18,3.96
2795,309.21,4.36
2796,309.21,4.45
2797,309.21,4.3
2798,309.23,5.72
2799,309.24,4.65
2800,309.28,5.14
2801,309.34,3.43
2802,309.34,3.18
2803,309.41,4.21
2804,309.42,3.18
2805,309.47,5.44
2806,309.49,5.57
2807,309.51,3.67
2808,309.51,3.78
2809,309.51,5.37
2810,309.53,3.67
2811,309.53,3.82
2812,309.55,4.6
2813,309.56,4.43
2814,309.56,3.39
2815,309.57,3.67
2816,309.57,5.24
2817,309.59,5.23
2818,309.61,3.18
2819,309.69,4.37
2820,309.7,5.02
2821,309.74,4.23
2822,309.76,4.86
2823,309.76,4.68
2824,309.77,5.17
2825,309.78,3.46
2826,309.79,3.14
2827,309.82,6.31
2828,309.86,4.68
2829,309.86,7.7
2830,309.86,5.77
2831,309.86,4.87
2832,309.88,3.18
2833,309.88,3.69
2834,309.91,4.21
2835,309.94,5.52
2836,309.95,6.82
2837,309.97,4.22
2838,309.98,6.33
2839,309.99,5.45
2840,310.01,2.91
2841,310.04,4
2842,310.11,4.88
2843,310.12,4.01
2844,310.12,3.28
2845,310.12,3.96
2846,310.12,3.65
2847,310.13,4.72
2848,310.15,5.34
2849,310.17,5.53
2850,310.19,3.65
2851,310.23,3.92
2852,310.23,4.16
2853,310.28,3.96
2854,310.29,9.4
2855,310.34,3.91
2856,310.37,4.21
2857,310.37,3.63
2858,310.38,3.87
2859,310.39,4.18
2860,310.4,4.89
2861,310.45,3.52
2862,310.48,6.74
2863,310.55,4.31
2864,310.58,3.56
2865,310.62,3.66
2866,310.62,3.42
2867,310.67,4.43
2868,310.7,3.55
2869,310.72,4.1
2870,310.72,6.11
2871,310.75,4.43
2872,310.78,4.23
2873,310.83,5.46
2874,310.84,5.29
2875,310.85,5.37
2876,310.87,3.65
2877,310.88,4.92
2878,310.89,4.35
2879,310.91,3.65
2880,310.96,4.12
2881,310.97,3.99
2882,310.98,3.18
2883,311,4.34
2884,311.01,3.42
2885,311.01,4.32
2886,311.02,4.89
2887,311.04,2.63
2888,311.05,3.67
2889,311.07,6.47
2890,311.08,4.7
2891,311.09,2.92
2892,311.09,4.41
2893,311.11,4.44
2894,311.15,5.16
2895,311.16,4.14
2896,311.17,3.18
2897,311.17,4.21
2898,311.18,4.61
2899,311.18,6.37
2900,311.24,4.7
2901,311.24,4.7
2902,311.3,5.16
2903,311.35,3.18
2904,311.35,2.27
2905,311.45,3.08
2906,311.48,3.64
2907,311.54,3.96
2908,311.54,6.49
2909,311.58,4.8
2910,311.58,6.76
2911,311.59,4.32
2912,311.6,3.18
2913,311.61,4.52
2914,311.64,4.22
2915,311.65,5.24
2916,311.67,5.05
2917,311.68,5.59
2918,311.69,4.21
2919,311.76,3.78
2920,311.76,5.2
2921,311.78,4.37
2922,311.8,3.87
2923,311.82,5.62
2924,311.84,4.17
2925,311.87,4.71
2926,311.89,4.05
2927,311.92,3.59
2928,311.93,5.47
2929,311.94,3.65
2930,311.94,4.54
2931,311.96,3.11
2932,311.97,3.4
2933,311.98,3.49
2934,311.98,4.16
2935,312,3.8
2936,312,4.89
2937,312,2.77
2938,312.01,3.52
2939,312.05,4.01
2940,312.07,5.5
2941,312.08,4.54
2942,312.12,3.25
2943,312.14,5.7
2944,312.18,3.44
2945,312.19,4.57
2946,312.2,2.58
2947,312.21,4.35
2948,312.23,5.82
2949,312.23,3.99
2950,312.25,3.86
2951,312.27,4.74
2952,312.31,5.45
2953,312.32,2.92
2954,312.32,4.87
2955,312.33,3.44
2956,312.35,4.82
2957,312.38,7.61
2958,312.42,4.5
2959,312.43,4.96
2960,312.46,3.93
2961,312.46,5.3
2962,312.46,7.16
2963,312.47,4.67
2964,312.52,3.67
2965,312.54,3.73
2966,312.54,4.32
2967,312.56,4.43
2968,312.56,4.45
2969,312.56,3.96
2970,312.58,3.7
2971,312.63,5.04
2972,312.69,3.71
2973,312.78,4.75
2974,312.79,4.61
2975,312.8,4.67
2976,312.85,4.03
2977,312.88,4.39
2978,312.89,4.03
2979,312.9,4
2980,312.92,5.13
2981,312.93,4.92
2982,312.94,5.24
2983,312.94,3.48
2984,312.94,4.14
2985,312.95,4.21
2986,312.98,4.7
2987,312.99,4.22
2988,313.01,4.21
2989,313.02,3.92
2990,313.03,2.91
2991,313.04,5
2992,313.05,5.34
2993,313.05,4.61
2994,313.06,7.74
2995,313.07,3.59
2996,313.07,5.24
2997,313.11,3.85
2998,313.14,4.21
2999,313.15,7.59
3000,313.17,7.03
3001,313.18,3.18
3002,313.2,4.76
3003,313.22,5.14
3004,313.26,4.68
3005,313.28,3.32
3006,313.29,6.07
3007,313.29,3.67
3008,313.33,3.65
3009,313.33,3.83
3010,313.36,3.89
3011,313.37,5.2
3012,313.43,4.4
3013,313.44,4.4
3014,313.45,4.43
3015,313.46,4.92
3016,313.46,3.85
3017,313.47,5.24
3018,313.47,3.18
3019,313.49,5.83
3020,313.5,3.18
3021,313.56,4.32
3022,313.6,4.34
3023,313.61,3.18
3024,313.66,4.27
3025,313.67,5.61
3026,313.69,2.92
3027,313.7,3.69
3028,313.7,3.94
3029,313.71,4.58
3030,313.73,7.24
3031,313.73,3.72
3032,313.74,4.68
3033,313.74,4.21
3034,313.75,4.21
3035,313.76,5.26
3036,313.77,5.31
3037,313.82,4.23
3038,313.83,4.7
3039,313.85,3.18
3040,313.87,3.65
3041,313.89,4.93
3042,313.93,4.04
3043,313.94,3.67
3044,313.95,4.32
3045,313.95,3.44
3046,313.97,3.08
3047,313.98,3.18
3048,314.01,4.39
3049,314.02,3.76
3050,314.08,3.64
3051,314.09,4.68
3052,314.1,5.17
3053,314.12,4.11
3054,314.13,3.65
3055,314.15,3.65
3056,314.16,3.76
3057,314.17,3.89
3058,314.2,5.14
3059,314.27,3.18
3060,314.27,3.18
3061,314.28,5.9
3062,314.28,4.18
3063,314.29,5.08
3064,314.3,6.14
3065,314.32,4.11
3066,314.35,3.75
3067,314.35,4.49
3068,314.36,5.62
3069,314.4,4.15
3070,314.4,5.38
3071,314.4,5.99
3072,314.4,4.35
3073,314.4,4.61
3074,314.41,4.94
3075,314.42,4.35
3076,314.43,3.68
3077,314.44,4.21
3078,314.45,4.07
3079,314.46,4.98
3080,314.48,4.21
3081,314.49,3.85
3082,314.49,3.55
3083,314.5,4.92
3084,314.51,4.52
3085,314.51,4.1
3086,314.54,4.26
3087,314.55,3.85
3088,314.57,5.63
3089,314.6,3.67
3090,314.62,4.6
3091,314.62,3.03
3092,314.62,5.35
3093,314.62,3.67
3094,314.62,4.21
3095,314.63,6.48
3096,314.64,3.18
3097,314.64,4.99
3098,314.66,4.99
3099,314.67,4.52
3100,314.67,5.13
3101,314.68,4.11
3102,314.71,3.62
3103,314.72,3.18
3104,314.72,3.08
3105,314.76,6.11
3106,314.81,4.78
3107,314.83,3.18
3108,314.84,6.64
3109,314.86,4.57
3110,314.86,4.67
3111,314.88,4.03
3112,314.91,4.34
3113,314.98,4.4
3114,314.99,3.24
3115,315.08,3.7
3116,315.08,5.27
3117,315.09,3.71
3118,315.1,4.29
3119,315.1,4.01
3120,315.11,4.34
3121,315.13,5.21
3122,315.17,3.4
3123,315.17,4.02
3124,315.18,5.46
3125,315.19,5.22
3126,315.19,4.83
3127,315.19,3.78
3128,315.19,5.42
3129,315.24,3.18
3130,315.28,4.21
3131,315.31,3.67
3132,315.34,6.85
3133,315.36,4.08
3134,315.36,3.87
3135,315.37,3.89
3136,315.37,7.11
3137,315.4,4.68
3138,315.42,4.74
3139,315.42,5.24
3140,315.43,3.58
3141,315.44,4.11
3142,315.45,3.18
3143,315.47,8.66
3144,315.48,4.68
3145,315.48,3.86
3146,315.49,4.75
3147,315.5,5.75
3148,315.52,3.86
3149,315.53,4.21
3150,315.57,3.85
3151,315.57,3.87
3152,315.57,3.65
3153,315.59,5.44
3154,315.61,4.31
3155,315.62,5.7
3156,315.64,3.34
3157,315.65,4.01
3158,315.68,5.13
3159,315.7,3.99
3160,315.72,3.93
3161,315.72,3.67
3162,315.76,4.54
3163,315.78,5.67
3164,315.87,2.87
3165,315.87,5.74
3166,315.89,4.54
3167,315.91,3.74
3168,315.93,5.72
3169,315.94,4.14
3170,315.95,4.21
3171,315.97,3.32
3172,315.98,5.31
3173,315.99,4.92
3174,315.99,5.14
3175,316.01,6.28
3176,316.02,4.42
3177,316.02,4.74
3178,316.03,4.4
3179,316.04,4.26
3180,316.1,3.96
3181,316.11,3.63
3182,316.13,3.08
3183,316.14,4.14
3184,316.14,4.68
3185,316.15,4.38
3186,316.15,5.08
3187,316.16,3.96
3188,316.16,4.78
3189,316.18,4.59
3190,316.19,3.81
3191,316.21,6.27
3192,316.22,4.21
3193,316.22,3.65
3194,316.22,5.12
3195,316.23,3.57
3196,316.23,6.64
3197,316.24,5.61
3198,316.25,3.18
3199,316.28,4.55
3200,316.28,5.24
3201,316.3,5.01
3202,316.33,4.83
3203,316.33,5.11
3204,316.35,3.67
3205,316.37,3.9
3206,316.37,5.08
3207,316.39,3.46
3208,316.4,5.69
3209,316.42,4.83
3210,316.43,3.89
3211,316.43,5.24
3212,316.45,4.79
3213,316.46,8.71
3214,316.46,3.47
3215,316.48,3.94
3216,316.5,4.43
3217,316.5,3.65
3218,316.53,4.38
3219,316.57,4.68
3220,316.6,5.35
3221,316.61,3.75
3222,316.63,4.13
3223,316.65,3.18
3224,316.66,3.7
3225,316.66,3.83
3226,316.67,5.55
3227,316.68,4.31
3228,316.68,4.79
3229,316.69,4.3
3230,316.7,4.21
3231,316.71,6.1
3232,316.71,4.35
3233,316.73,7.8
3234,316.73,4.98
3235,316.74,3.94
3236,316.76,4.18
3237,316.8,4.24
3238,316.81,4.14
3239,316.82,3.27
3240,316.83,3.18
3241,316.83,4.12
3242,316.86,5.25
3243,316.89,4.31
3244,316.89,4.35
3245,316.9,4.12
3246,316.9,2.73
3247,316.94,5.21
3248,316.94,3.39
3249,316.96,4.21
3250,316.99,4.38
3251,317.05,5.11
3252,317.06,4.67
3253,317.06,3.64
3254,317.06,4.68
3255,317.07,3.23
3256,317.08,3.18
3257,317.08,5.4
3258,317.08,4.14
3259,317.09,4.12
3260,317.13,3.18
3261,317.14,5.08
3262,317.17,4.02
3263,317.18,4.14
3264,317.23,3.15
3265,317.23,4.99
3266,317.25,5.62
3267,317.25,3.96
3268,317.25,2.85
3269,317.27,3.71
3270,317.27,5.17
3271,317.27,4.52
3272,317.36,7.24
3273,317.36,3.67
3274,317.37,6.01
3275,317.38,4.12
3276,317.38,5.76
3277,317.38,4
3278,317.39,4.02
3279,317.39,2.8
3280,317.4,5.24
3281,317.41,2.9
3282,317.43,5.67
3283,317.45,6.53
3284,317.45,4.53
3285,317.49,3.9
3286,317.52,3.65
3287,317.53,5.24
3288,317.54,3.96
3289,317.54,3.48
3290,317.54,3.42
3291,317.56,4.09
3292,317.57,5.57
3293,317.59,4.21
3294,317.61,3.97
3295,317.61,3.18
3296,317.61,3.82
3297,317.63,3.4
3298,317.65,4.1
3299,317.65,4.96
3300,317.65,5.3
3301,317.67,5.11
3302,317.67,4.25
3303,317.69,4.39
3304,317.69,3.67
3305,317.7,4.32
3306,317.72,4.76
3307,317.73,4.37
3308,317.73,5.24
3309,317.75,4.01
3310,317.76,5.21
3311,317.77,3.34
3312,317.78,4.43
3313,317.79,4.55
3314,317.8,6.05
3315,317.82,4.12
3316,317.84,2.48
3317,317.86,5.13
3318,317.87,6.11
3319,317.87,3.81
3320,317.88,5.35
3321,317.93,3.89
3322,317.96,4.21
3323,317.97,4.03
3324,318,3.97
3325,318.03,3.89
3326,318.03,4.24
3327,318.08,4.65
3328,318.09,4.52
3329,318.1,4.38
3330,318.12,3.57
3331,318.15,5.11
3332,318.16,3.18
3333,318.2,3.71
3334,318.21,4.21
3335,318.22,5.25
3336,318.23,5.2
3337,318.24,3.31
3338,318.24,3.98
3339,318.24,3.11
3340,318.28,5.07
3341,318.29,3.01
3342,318.29,5.33
3343,318.32,3.18
3344,318.35,4.24
3345,318.36,4.12
3346,318.37,4.58
3347,318.38,3.87
3348,318.38,5
3349,318.42,6.22
3350,318.44,5.46
3351,318.44,5.12
3352,318.44,4.23
3353,318.46,5.81
3354,318.48,5.6
3355,318.48,4.21
3356,318.48,3.18
3357,318.48,5.7
3358,318.48,5.2
3359,318.49,4.35
3360,318.49,4.43
3361,318.54,3.98
3362,318.55,3.55
3363,318.56,3.92
3364,318.58,4.89
3365,318.58,5.7
3366,318.59,3.56
3367,318.59,3.86
3368,318.59,4.51
3369,318.61,5.08
3370,318.62,5
3371,318.62,4.25
3372,318.63,3.12
3373,318.66,3.67
3374,318.67,5.8
3375,318.69,3.69
3376,318.69,3.18
3377,318.69,3.88
3378,318.7,4.53
3379,318.73,3.37
3380,318.76,3.11
3381,318.76,4.31
3382,318.76,4.67
3383,318.76,8.8
3384,318.81,4.46
3385,318.83,2.85
3386,318.91,3.34
3387,318.95,3.6
3388,318.96,4.56
3389,318.98,10.23
3390,318.99,5.47
3391,319,3.18
3392,319.02,3.52
3393,319.07,3.74
3394,319.08,4.68
3395,319.08,4.23
3396,319.09,6.91
3397,319.09,4.82
3398,319.11,3.65
3399,319.14,3.4
3400,319.15,5.62
3401,319.16,3.76
3402,319.17,4.36
3403,319.2,5.46
3404,319.21,3.56
3405,319.27,5.03
3406,319.28,3.16
3407,319.29,4.42
3408,319.36,4.52
3409,319.36,3.66
3410,319.36,3.18
3411,319.37,5.08
3412,319.38,3.64
3413,319.4,3.44
3414,319.42,6.17
3415,319.42,4.34
3416,319.42,3.89
3417,319.42,5.25
3418,319.45,3.97
3419,319.46,3.65
3420,319.46,3.27
3421,319.46,6.16
3422,319.47,3.8
3423,319.48,3.97
3424,319.48,5.49
3425,319.48,3.5
3426,319.49,4.53
3427,319.52,3.65
3428,319.53,3.42
3429,319.55,5.34
3430,319.55,3
3431,319.57,6.7
3432,319.57,3.88
3433,319.58,3.67
3434,319.59,3.74
3435,319.61,4.46
3436,319.62,3.81
3437,319.64,3.4
3438,319.64,5.18
3439,319.67,3.94
3440,319.68,4.38
3441,319.71,4.57
3442,319.72,4.47
3443,319.74,5.05
3444,319.74,3.36
3445,319.75,4.11
3446,319.75,4.5
3447,319.79,3.18
3448,319.8,4.68
3449,319.81,4.63
3450,319.83,4.22
3451,319.84,3.44
3452,319.86,4.61
3453,319.87,4.55
3454,319.94,3.42
3455,319.94,3.79
3456,319.96,3.27
3457,319.99,3.67
3458,320,3.22
3459,320,3.66
3460,320.02,4.21
3461,320.05,3.4
3462,320.05,3.62
3463,320.07,6.5
3464,320.07,4.43
3465,320.07,5.72
3466,320.09,5.11
3467,320.1,4
3468,320.11,4.42
3469,320.12,4.71
3470,320.12,4.21
3471,320.12,4.12
3472,320.13,3.18
3473,320.13,5.12
3474,320.15,3.83
3475,320.19,4.28
3476,320.22,4.93
3477,320.23,4.2
3478,320.25,3.59
3479,320.27,4.24
3480,320.28,5.7
3481,320.28,4.12
3482,320.31,5.74
3483,320.32,4.79
3484,320.34,5.14
3485,320.35,3.33
3486,320.35,4.21
3487,320.36,2.87
3488,320.37,4.92
3489,320.37,3.67
3490,320.38,4.71
3491,320.41,4.22
3492,320.43,4.51
3493,320.43,7.45
3494,320.44,5.85
3495,320.52,3.79
3496,320.53,4.29
3497,320.54,4.39
3498,320.56,3.64
3499,320.56,3.89
3500,320.56,4.14
3501,320.61,3.08
3502,320.63,3.15
3503,320.69,3.18
3504,320.74,4.68
3505,320.75,3.42
3506,320.76,3.65
3507,320.78,2.85
3508,320.79,4.68
3509,320.82,6.43
3510,320.85,5.08
3511,320.88,3.18
3512,320.89,4.14
3513,320.9,3.67
3514,320.92,3.65
3515,320.94,4.18
3516,320.96,3.51
3517,320.96,6.3
3518,320.97,4.33
3519,320.97,3.82
3520,320.98,6.29
3521,320.99,4.52
3522,320.99,2.92
3523,321.02,3.48
3524,321.02,5.45
3525,321.03,2.65
3526,321.08,4.02
3527,321.1,4.8
3528,321.1,4.39
3529,321.12,4.31
3530,321.12,4.31
3531,321.17,3.89
3532,321.18,4.6
3533,321.18,6.05
3534,321.19,3.73
3535,321.22,3.79
3536,321.23,4.68
3537,321.24,3.35
3538,321.25,4.13
3539,321.28,4.03
3540,321.29,4.2
3541,321.34,3.24
3542,321.34,5.7
3543,321.37,4.82
3544,321.38,4.77
3545,321.4,3.77
3546,321.41,3.29
3547,321.42,6.46
3548,321.42,2.73
3549,321.43,3.86
3550,321.44,2.79
3551,321.46,7.97
3552,321.47,4.89
3553,321.5,4.69
3554,321.51,4.28
3555,321.51,4.17
3556,321.52,3.65
3557,321.53,5.87
3558,321.55,4.49
3559,321.56,4.43
3560,321.57,3.3
3561,321.6,3.48
3562,321.61,3.56
3563,321.64,6.06
3564,321.64,3.29
3565,321.66,3.57
3566,321.71,5.6
3567,321.76,4.68
3568,321.79,4.56
3569,321.81,5.05
3570,321.83,4.21
3571,321.85,4.21
3572,321.85,4.8
3573,321.88,4.09
3574,321.89,3.51
3575,321.9,3.75
3576,321.91,4.37
3577,321.92,3.96
3578,321.93,6.46
3579,321.94,5.12
3580,321.96,3.42
3581,321.99,5.6
3582,321.99,4.19
3583,322,4.4
3584,322,3.31
3585,322.01,5.64
3586,322.04,4.03
3587,322.05,4.55
3588,322.06,5.48
3589,322.09,5.09
3590,322.11,4.73
3591,322.13,6.05
3592,322.15,3.85
3593,322.17,3.65
3594,322.17,3.18
3595,322.19,4.19
3596,322.2,4.51
3597,322.2,3.04
3598,322.28,6.29
3599,322.28,4.28
3600,322.29,7.41
3601,322.32,5.76
3602,322.34,4.11
3603,322.35,5.62
3604,322.35,3.65
3605,322.38,4.29
3606,322.4,2.63
3607,322.41,4.67
3608,322.43,5
3609,322.44,6.24
3610,322.45,5.42
3611,322.47,3.98
3612,322.49,4.22
3613,322.52,4.96
3614,322.52,4.21
3615,322.53,3.27
3616,322.54,4.47
3617,322.54,5.16
3618,322.54,4.13
3619,322.59,5.68
3620,322.59,5.39
3621,322.59,4.41
3622,322.63,4.99
3623,322.65,6.2
3624,322.66,6.32
3625,322.66,3.64
3626,322.7,4.57
3627,322.71,4.21
3628,322.72,4.43
3629,322.77,3.65
3630,322.77,3.37
3631,322.78,3.85
3632,322.81,3.28
3633,322.83,5.16
3634,322.84,3.6
3635,322.85,5.56
3636,322.86,6.39
3637,322.87,6.32
3638,322.88,4.45
3639,322.9,3.45
3640,322.93,5.65
3641,322.97,4.89
3642,323.01,4.63
3643,323.01,5.16
3644,323.01,4.67
3645,323.03,5.32
3646,323.06,5
3647,323.1,4.65
3648,323.12,4.32
3649,323.12,6.31
3650,323.12,4.15
3651,323.13,4.99
3652,323.13,3.95
3653,323.16,3.33
3654,323.17,5.21
3655,323.21,3.76
3656,323.22,2.83
3657,323.25,3.27
3658,323.25,3.1
3659,323.27,4.82
3660,323.33,4.62
3661,323.36,5.01
3662,323.39,4.71
3663,323.4,5.92
3664,323.41,4.35
3665,323.42,4.76
3666,323.44,4.21
3667,323.45,5.79
3668,323.49,5.73
3669,323.5,3.91
3670,323.52,4.22
3671,323.53,3.38
3672,323.53,3.32
3673,323.54,4.21
3674,323.57,3.65
3675,323.57,4.16
3676,323.57,4.48
3677,323.58,3.98
3678,323.6,7.46
3679,323.64,4.76
3680,323.64,5.62
3681,323.65,3.18
3682,323.66,3.89
3683,323.68,4.18
3684,323.69,4.6
3685,323.7,4.67
3686,323.7,4.33
3687,323.71,4.31
3688,323.73,4.38
3689,323.73,3.18
3690,323.77,4.31
3691,323.78,5.31
3692,323.81,5.13
3693,323.85,4.08
3694,323.86,4.01
3695,323.87,6.46
3696,323.87,4.21
3697,323.91,5.62
3698,323.96,4.21
3699,323.96,4.21
3700,323.97,4.85
3701,324.05,5.01
3702,324.05,5.48
3703,324.07,4.21
3704,324.15,2.95
3705,324.15,4.4
3706,324.17,5.14
3707,324.17,4.35
3708,324.2,3.43
3709,324.23,4.92
3710,324.24,4.35
3711,324.27,5.25
3712,324.28,4.47
3713,324.29,5.62
3714,324.32,5.57
3715,324.34,4.31
3716,324.36,3.37
3717,324.36,4.82
3718,324.38,4.68
3719,324.39,4.38
3720,324.39,5.16
3721,324.4,5.24
3722,324.46,4.31
3723,324.48,3.5
3724,324.49,5.63
3725,324.5,5.12
3726,324.51,4.26
3727,324.52,5.54
3728,324.54,3.58
3729,324.56,5.55
3730,324.57,4.68
3731,324.58,3.45
3732,324.59,4.68
3733,324.59,4.98
3734,324.59,3.41
3735,324.59,4.43
3736,324.6,4.52
3737,324.63,4.32
3738,324.63,6.41
3739,324.65,4.68
3740,324.66,2.6
3741,324.7,3.73
3742,324.73,3.18
3743,324.74,4.11
3744,324.74,4.78
3745,324.74,5.05
3746,324.76,3.47
3747,324.77,3.51
3748,324.79,3.96
3749,324.79,3.42
3750,324.8,4.67
3751,324.8,3.77
3752,324.82,4.21
3753,324.83,4.21
3754,324.83,3.54
3755,324.85,4.89
3756,324.85,3.64
3757,324.86,3.65
3758,324.91,4.27
3759,324.91,4.62
3760,324.94,4.43
3761,324.98,4.21
3762,325,3.18
3763,325.02,3.24
3764,325.03,5.24
3765,325.04,3.18
3766,325.05,4.95
3767,325.1,3.18
3768,325.1,3.4
3769,325.11,4.86
3770,325.12,3.18
3771,325.13,3.42
3772,325.16,6.13
3773,325.16,3.25
3774,325.18,4.24
3775,325.19,3.69
3776,325.19,4.53
3777,325.2,4.65
3778,325.22,4.01
3779,325.26,3.36
3780,325.26,3.69
3781,325.27,3.32
3782,325.29,4.08
3783,325.33,6.08
3784,325.33,7.59
3785,325.35,4.21
3786,325.37,5.24
3787,325.38,4.75
3788,325.38,6.12
3789,325.4,3.79
3790,325.41,4.43
3791,325.52,5.24
3792,325.54,4.38
3793,325.54,5.39
3794,325.58,4.08
3795,325.59,3.67
3796,325.59,4.21
3797,325.61,3.52
3798,325.62,4.12
3799,325.62,3.18
3800,325.63,3.28
3801,325.64,3.35
3802,325.64,3.28
3803,325.65,5.93
3804,325.65,4.08
3805,325.67,4.56
3806,325.68,5.31
3807,325.68,5.14
3808,325.69,4.77
3809,325.7,5.24
3810,325.72,2.63
3811,325.72,5.11
3812,325.72,6.74
3813,325.77,4.62
3814,325.78,7.02
3815,325.79,4.42
3816,325.81,7.3
3817,325.84,4.14
3818,325.84,4.36
3819,325.87,4.27
3820,325.88,6.23
3821,325.9,3.4
3822,325.91,4.14
3823,325.92,4.59
3824,325.93,5.15
3825,325.93,3.33
3826,325.94,3.24
3827,325.94,4.21
3828,325.95,4.21
3829,325.99,5.47
3830,325.99,4.51
3831,326.02,5.21
3832,326.03,4.79
3833,326.04,3.18
3834,326.07,3.89
3835,326.07,5.11
3836,326.08,6.84
3837,326.08,6.41
3838,326.09,3.4
3839,326.1,3.87
3840,326.11,3.77
3841,326.12,6.34
3842,326.14,3.18
3843,326.14,5.24
3844,326.14,4.21
3845,326.19,3.76
3846,326.22,2.92
3847,326.26,4.81
3848,326.29,3.18
3849,326.29,8.19
3850,326.32,4.21
3851,326.32,4.57
3852,326.35,3.94
3853,326.35,4.21
3854,326.36,3.4
3855,326.38,5
3856,326.39,3.58
3857,326.39,3.18
3858,326.4,4.68
3859,326.4,3.28
3860,326.4,2.52
3861,326.43,4.21
3862,326.44,4.45
3863,326.44,3.65
3864,326.46,4
3865,326.46,6.76
3866,326.47,4.02
3867,326.48,3.29
3868,326.51,4.76
3869,326.52,6.12
3870,326.53,5.62
3871,326.54,4.08
3872,326.55,4.09
3873,326.58,5.45
3874,326.58,4.68
3875,326.59,4.12
3876,326.6,5.5
3877,326.6,4.35
3878,326.64,5.16
3879,326.66,4.56
3880,326.66,4.12
3881,326.67,3.8
3882,326.67,3.18
3883,326.67,5.62
3884,326.68,4.21
3885,326.68,5.64
3886,326.69,3.59
3887,326.7,5.46
3888,326.74,5.01
3889,326.78,6.05
3890,326.79,3.57
3891,326.8,4.14
3892,326.8,3.53
3893,326.81,4.36
3894,326.82,3.65
3895,326.83,3.18
3896,326.84,3.67
3897,326.85,3.51
3898,326.86,5.24
3899,326.87,4.48
3900,326.87,7.12
3901,326.88,6.08
3902,326.9,4.21
3903,326.92,3.4
3904,326.93,4.32
3905,326.95,4.33
3906,326.98,4.08
3907,327.03,4.3
3908,327.05,4.61
3909,327.07,2.78
3910,327.07,3.65
3911,327.07,3.98
3912,327.08,4.21
3913,327.12,5.13
