iter,ret,mdd
1362,279.23,4.53
1363,279.23,5.54
1364,279.25,3.74
1365,279.34,4.21
1366,279.41,3.65
1367,279.41,5.02
1368,279.43,8.7
1369,279.46,3.18
1370,279.46,4.21
1371,279.47,4.49
1372,279.51,4.32
1373,279.64,3.4
1374,279.66,6.65
1375,279.66,5.04
1376,279.7,4.51
1377,279.72,3.56
1378,279.73,4.28
1379,279.73,3.96
1380,279.79,5.47
1381,279.86,3.57
1382,279.87,3.65
1383,279.89,3.62
1384,279.91,3.18
1385,279.95,3.82
1386,279.97,5.02
1387,279.99,3.89
1388,280.02,4.68
1389,280.05,4.85
1390,280.05,4.68
1391,280.08,4.41
1392,280.09,4.69
1393,280.16,4.81
1394,280.17,3.52
1395,280.18,4.76
1396,280.19,3.18
1397,280.21,5
1398,280.26,4.05
1399,280.26,6.49
1400,280.28,5.25
1401,280.29,6.01
1402,280.31,4.83
1403,280.32,3.92
1404,280.36,4.11
1405,280.39,3.83
1406,280.4,6.2
1407,280.41,4.12
1408,280.42,5.03
1409,280.44,3.54
1410,280.45,4.55
1411,280.46,4.65
1412,280.47,5
1413,280.5,5.45
1414,280.51,6.82
1415,280.54,4.19
1416,280.56,5.57
1417,280.58,3.18
1418,280.59,4.36
1419,280.62,3.94
1420,280.63,5.15
1421,280.64,3.67
1422,280.67,4.71
1423,280.69,3.4
1424,280.69,5.57
1425,280.71,4.47
1426,280.74,4.25
1427,280.75,3.89
1428,280.75,6.27
1429,280.78,5.92
1430,280.79,4.6
1431,280.79,2.92
1432,280.85,4.21
1433,280.86,4.81
1434,280.87,4.21
1435,280.89,4.4
1436,280.94,4.45
1437,280.96,5.62
1438,281,4.29
1439,281.02,6.82
1440,281.06,6.06
1441,281.09,4.32
1442,281.09,4.5
1443,281.11,4.74
1444,281.11,4.8
1445,281.15,5.85
1446,281.18,3.65
1447,281.21,3.39
1448,281.27,4.35
1449,281.28,4.68
1450,281.29,4.99
1451,281.32,3.18
1452,281.33,3.88
1453,281.34,6.25
1454,281.34,3.08
1455,281.35,3.54
1456,281.38,3.76
1457,281.38,3.49
1458,281.39,3.96
1459,281.43,4.16
1460,281.46,5.45
1461,281.47,4.89
1462,281.48,4.2
1463,281.5,3.34
1464,281.52,4.99
1465,281.54,3.32
1466,281.54,3.71
1467,281.58,3.85
1468,281.61,5.98
1469,281.62,4.89
1470,281.63,4.78
1471,281.67,4.14
1472,281.69,4.86
1473,281.73,3.66
1474,281.75,4.21
1475,281.75,5.82
1476,281.75,5.98
1477,281.77,3.74
1478,281.81,4.37
1479,281.83,4.8
1480,281.84,4.7
1481,281.84,4.11
1482,281.87,4.13
1483,281.91,6.53
1484,281.93,4.88
1485,281.94,4.36
1486,281.98,3.67
1487,282.01,4.73
1488,282.04,3.29
1489,282.05,5.81
1490,282.06,4.79
1491,282.07,4.68
1492,282.08,5.4
1493,282.1,3.65
1494,282.11,5.66
1495,282.12,5.24
1496,282.12,3.87
1497,282.19,4.85
1498,282.19,4.53
1499,282.2,4.21
1500,282.22,5.45
1501,282.24,4.16
1502,282.28,3.81
1503,282.28,3.96
1504,282.3,4.13
1505,282.3,4.85
1506,282.37,4.57
1507,282.41,5.06
1508,282.42,3.31
1509,282.43,5.23
1510,282.44,4.1
1511,282.45,5.21
1512,282.45,6.87
1513,282.46,3.6
1514,282.56,4.7
1515,282.57,4.05
1516,282.57,6.05
1517,282.57,5.88
1518,282.58,3.39
1519,282.59,3.93
1520,282.63,4.52
1521,282.65,3.6
1522,282.68,3.18
1523,282.7,4.07
1524,282.71,4.78
1525,282.75,6.09
1526,282.75,5.03
1527,282.75,3.65
1528,282.84,3.16
1529,282.84,4.4
1530,282.9,4.43
1531,282.91,6.35
1532,282.94,5.49
1533,282.95,4.53
1534,282.95,3.18
1535,283.01,3.74
1536,283.01,4.35
1537,283.04,5.24
1538,283.08,4.08
1539,283.11,5.35
1540,283.11,4
1541,283.13,5.8
1542,283.2,4
1543,283.22,4.59
1544,283.23,4.29
1545,283.26,7.14
1546,283.35,4.12
1547,283.38,5.61
1548,283.39,3.65
1549,283.43,3.75
1550,283.45,6.16
1551,283.45,5.63
1552,283.46,6.65
1553,283.56,6.43
1554,283.56,5.57
1555,283.58,4.59
1556,283.58,3.96
1557,283.59,4.25
1558,283.62,3.65
1559,283.62,4.67
1560,283.62,4.38
1561,283.62,6.86
1562,283.64,4.21
1563,283.68,4.37
1564,283.7,4.31
1565,283.76,4.21
1566,283.77,3.96
1567,283.78,3.64
1568,283.79,4.41
1569,283.8,4.43
1570,283.89,4.73
1571,283.9,4.92
1572,283.9,3.54
1573,283.94,3.87
1574,283.96,5.63
1575,283.98,6.94
1576,284.07,3.29
1577,284.07,3.71
1578,284.08,6.25
1579,284.1,3.08
1580,284.11,7.75
1581,284.11,4.48
1582,284.13,3.38
1583,284.14,5
1584,284.2,7.91
1585,284.25,4.43
1586,284.26,6.38
1587,284.27,6.24
1588,284.29,4.68
1589,284.3,3.4
1590,284.32,7.39
1591,284.33,4.27
1592,284.33,3.96
1593,284.34,6.15
1594,284.35,4.32
1595,284.37,4.68
1596,284.37,4.07
1597,284.4,3.96
1598,284.47,4.93
1599,284.51,3.09
1600,284.51,3.67
1601,284.52,5.4
1602,284.57,4.67
1603,284.58,4.74
1604,284.6,3.51
1605,284.6,4.21
1606,284.65,6.44
1607,284.67,3.99
1608,284.7,4.11
1609,284.74,5.98
1610,284.74,4.84
1611,284.82,3.61
1612,284.83,5.3
1613,284.83,3.9
1614,284.87,7.18
1615,284.92,5.61
1616,284.92,4.43
1617,284.93,3.65
1618,284.93,3.39
1619,284.94,4.35
1620,284.94,4.21
1621,285.01,3.67
1622,285.04,3.65
1623,285.04,4.7
1624,285.05,4.35
1625,285.11,4.21
1626,285.12,4.21
1627,285.18,2.87
1628,285.19,3.4
1629,285.21,5.98
1630,285.21,3.34
1631,285.23,5.24
1632,285.24,4.7
1633,285.26,4.21
1634,285.3,7.09
1635,285.33,3.67
1636,285.34,6.26
1637,285.35,4.89
1638,285.36,4.73
1639,285.36,5.23
1640,285.38,4.46
1641,285.39,5.28
1642,285.42,3.55
1643,285.49,3.87
1644,285.5,3.1
1645,285.52,4.81
1646,285.56,4.26
1647,285.58,5.51
1648,285.59,5.14
1649,285.6,4.14
1650,285.61,4.21
1651,285.68,5.22
1652,285.72,3.66
1653,285.73,4.12
1654,285.77,4
1655,285.82,4.74
1656,285.82,4.6
1657,285.83,3.84
1658,285.88,3.87
1659,285.88,6.71
1660,285.9,3.53
1661,285.94,7.68
1662,285.98,4.82
1663,286,3.08
1664,286.01,8.14
1665,286.01,4.91
1666,286.05,4.42
1667,286.06,3.4
1668,286.08,5.17
1669,286.1,4.39
1670,286.12,4.78
1671,286.13,3.32
1672,286.15,7.2
1673,286.15,4.77
1674,286.3,4.68
1675,286.31,2.82
1676,286.31,5.7
1677,286.33,4.03
1678,286.33,4.56
1679,286.36,4.18
1680,286.39,7.11
1681,286.41,3.96
1682,286.47,5.72
1683,286.49,4.48
1684,286.5,3.96
1685,286.54,3.33
1686,286.61,6.24
1687,286.61,5.59
1688,286.62,4.1
1689,286.65,3.65
1690,286.66,2.83
1691,286.67,4.62
1692,286.7,4.45
1693,286.71,4.42
1694,286.74,4.5
1695,286.75,3.82
1696,286.76,5.05
1697,286.78,4.42
1698,286.81,3.89
1699,286.82,6.65
1700,286.83,4.08
1701,286.84,5.8
1702,286.85,5.14
1703,286.86,3.75
1704,286.88,3.64
1705,286.89,4.45
1706,286.95,5.45
1707,286.96,5.13
1708,286.98,7.1
1709,286.99,6.39
1710,287.02,6.76
1711,287.04,5.88
1712,287.06,8.17
1713,287.07,4.26
1714,287.09,7.36
1715,287.13,7.16
1716,287.14,3.34
1717,287.18,5.15
1718,287.19,6.09
1719,287.19,3.94
1720,287.29,3.19
1721,287.29,4.92
1722,287.31,3.4
1723,287.32,6.53
1724,287.35,3.68
1725,287.39,4.99
1726,287.41,4.68
1727,287.47,5.72
1728,287.52,6.82
1729,287.54,4.94
1730,287.56,3.88
1731,287.58,3.09
1732,287.58,6.02
1733,287.62,5.14
1734,287.67,4.21
1735,287.74,4.9
1736,287.78,4.21
1737,287.82,3.54
1738,287.82,4.37
1739,287.82,3.72
1740,287.83,2.92
1741,287.83,4.7
1742,287.86,4.31
1743,287.87,3.77
1744,287.88,4.99
1745,287.88,4.43
1746,287.9,5.24
1747,287.91,4.75
1748,287.95,3.97
1749,287.98,4.6
1750,287.98,4.21
1751,288,5.51
1752,288.04,5.64
1753,288.05,3.36
1754,288.05,3.89
1755,288.09,4.38
1756,288.1,4.86
1757,288.13,5.02
1758,288.14,4.94
1759,288.14,5.81
1760,288.16,5.61
1761,288.27,5.17
1762,288.3,3.49
1763,288.31,3.42
1764,288.32,4.94
1765,288.34,3.66
1766,288.4,3.96
1767,288.42,5.18
1768,288.43,4.81
1769,288.47,6.25
1770,288.47,4.98
1771,288.49,7.11
1772,288.51,4.2
1773,288.52,4.03
1774,288.53,4.45
1775,288.55,4.67
1776,288.57,2.92
1777,288.58,4.35
1778,288.6,3.89
1779,288.65,4.6
1780,288.66,4.74
1781,288.72,5.12
1782,288.72,4.83
1783,288.75,2.63
1784,288.77,3.96
1785,288.78,4.07
1786,288.78,3.64
1787,288.8,6.77
1788,288.81,3.51
1789,288.82,4.71
1790,288.84,4.21
1791,288.86,3.06
1792,288.92,3.48
1793,288.94,4.44
1794,288.95,5.81
1795,288.98,4.67
1796,289.04,4.43
1797,289.12,3.11
1798,289.15,4.56
1799,289.16,3.79
1800,289.17,4.57
1801,289.19,4.21
1802,289.23,3.87
1803,289.23,4.52
1804,289.23,5.48
1805,289.26,3.69
1806,289.26,3.96
1807,289.27,3.86
1808,289.29,4.78
1809,289.3,4.29
1810,289.32,4.41
1811,289.34,4.68
1812,289.39,3.78
1813,289.43,4.47
1814,289.44,5.42
1815,289.49,5.16
1816,289.49,4.3
1817,289.52,4.25
1818,289.56,4.6
1819,289.56,9.11
1820,289.6,4.58
1821,289.64,4.87
1822,289.68,3.65
1823,289.7,4.18
1824,289.74,5.52
1825,289.75,3.94
1826,289.82,4.21
1827,289.83,4.54
1828,289.85,3.67
1829,289.86,3.49
1830,289.86,3.18
1831,289.9,3.4
1832,289.92,3.38
1833,289.93,6.16
1834,289.99,3.65
1835,289.99,4.81
1836,290,4.99
1837,290.01,4.21
1838,290.04,4.68
1839,290.1,5.06
1840,290.11,4.54
1841,290.11,5.05
1842,290.13,6.88
1843,290.13,4.52
1844,290.16,3.67
1845,290.16,5.24
1846,290.17,5.16
1847,290.19,4.62
1848,290.19,5.05
1849,290.22,3.53
1850,290.22,4.44
1851,290.38,5.99
1852,290.42,4.21
1853,290.5,9.48
1854,290.53,3.95
1855,290.54,4.21
1856,290.63,3.67
1857,290.65,4.89
1858,290.65,7.25
1859,290.69,5.3
1860,290.87,4.61
1861,290.89,4.7
1862,290.91,4.79
1863,290.95,4.8
1864,290.98,4.88
1865,290.99,4.35
1866,290.99,5.21
1867,290.99,4.21
1868,291.01,4.13
1869,291.06,4.67
1870,291.07,4.61
1871,291.09,6.25
1872,291.1,3.12
1873,291.1,3.18
1874,291.11,4.7
1875,291.13,4.32
1876,291.17,7.71
1877,291.18,4.14
1878,291.19,3.96
1879,291.22,5.64
1880,291.23,5.28
1881,291.23,4.43
1882,291.23,5.46
1883,291.25,3.92
1884,291.26,4.17
1885,291.26,6.67
1886,291.27,5.24
1887,291.3,6.3
1888,291.31,5.95
1889,291.36,3.73
1890,291.38,4.87
1891,291.41,3.09
1892,291.44,3.96
1893,291.45,4.38
1894,291.47,4.91
1895,291.47,4.68
1896,291.48,5.13
1897,291.5,4.26
1898,291.51,3.67
1899,291.51,6.04
1900,291.53,4.62
1901,291.56,4.79
1902,291.59,3.5
1903,291.59,3.67
1904,291.6,8.02
1905,291.6,5.16
1906,291.6,3.65
1907,291.64,4.06
1908,291.64,5.05
1909,291.71,3.61
1910,291.72,5.47
1911,291.73,4.21
1912,291.74,4.66
1913,291.75,4.48
1914,291.79,4.99
1915,291.79,4.13
1916,291.8,4.35
1917,291.8,3.19
1918,291.83,6.69
1919,291.85,5
1920,291.86,3.61
1921,291.89,5.24
1922,291.9,3.87
1923,291.91,3.65
1924,291.93,3.65
1925,291.99,8.65
1926,292,4.21
1927,292.01,3.72
1928,292.02,5.4
1929,292.02,3.61
1930,292.11,3.96
1931,292.13,4.21
1932,292.16,3.76
1933,292.17,6.18
1934,292.18,4.57
1935,292.19,4.88
1936,292.22,6.61
1937,292.23,4.68
1938,292.24,7.69
1939,292.26,5.09
1940,292.27,5.47
1941,292.29,4.08
1942,292.32,3.58
1943,292.37,3.83
1944,292.46,3.65
1945,292.47,3.52
1946,292.52,4.21
1947,292.53,3.65
1948,292.6,4.45
1949,292.64,4.21
1950,292.65,4.85
1951,292.65,3.96
1952,292.71,4.21
1953,292.71,4.72
1954,292.72,4.03
1955,292.76,3.91
1956,292.78,3.77
1957,292.8,4.6
1958,292.82,4.38
1959,292.82,3.4
1960,292.85,5.72
1961,292.85,4.05
1962,292.85,4.08
1963,292.87,4.21
1964,292.89,3.8
1965,292.91,4.56
1966,292.92,3.6
1967,292.92,6.27
1968,292.94,3.65
1969,292.97,4.62
1970,292.98,5.45
1971,293.01,3.67
1972,293.02,5.7
1973,293.03,5.42
1974,293.04,4.74
1975,293.05,4.13
1976,293.05,4.11
1977,293.06,6.22
1978,293.06,3.54
1979,293.09,3.18
1980,293.1,6.59
1981,293.12,3.65
1982,293.13,3.96
1983,293.13,3.64
1984,293.17,4.12
1985,293.19,4.88
1986,293.2,5.27
1987,293.21,3.96
1988,293.22,4.36
1989,293.27,7.36
1990,293.29,3.67
1991,293.32,4.42
1992,293.36,3.18
1993,293.38,5.61
1994,293.4,5.12
1995,293.41,5.24
1996,293.44,3.89
1997,293.44,3.64
1998,293.45,4.73
1999,293.46,4.68
2000,293.48,3.65
2001,293.51,4.91
2002,293.51,4.74
2003,293.52,3.67
2004,293.52,6.04
2005,293.53,5.23
2006,293.55,4.11
2007,293.57,3.83
2008,293.58,4.42
2009,293.6,4.99
2010,293.62,4.32
2011,293.63,3.19
2012,293.7,3.65
2013,293.71,4.18
2014,293.72,4.55
2015,293.72,6.03
2016,293.73,4.51
2017,293.73,4.29
2018,293.76,5.45
2019,293.77,3.78
2020,293.8,5.06
2021,293.8,4.65
2022,293.82,4.77
2023,293.82,4.43
2024,293.83,5.57
2025,293.83,3.89
2026,293.83,6.01
2027,293.84,4.94
2028,293.87,4.21
2029,293.89,3.4
2030,293.89,5.28
2031,293.93,4.96
2032,294,5.9
2033,294.03,4.54
2034,294.03,4.99
2035,294.04,7.98
2036,294.08,3.67
2037,294.1,3.52
2038,294.11,6.25
2039,294.12,4.37
2040,294.13,4.83
2041,294.15,4.82
2042,294.2,4.29
2043,294.21,4.92
2044,294.3,3.4
2045,294.32,4.43
2046,294.35,5.63
2047,294.36,3.65
2048,294.38,4.46
2049,294.38,4.61
2050,294.39,5.41
2051,294.42,4.21
2052,294.42,9.29
2053,294.46,3.67
2054,294.54,2.92
2055,294.55,6.45
2056,294.56,5.16
2057,294.6,3.18
2058,294.62,3.33
2059,294.62,5.24
2060,294.71,4.96
2061,294.76,4.21
2062,294.78,4.61
2063,294.8,4.7
2064,294.83,6.41
2065,294.84,3.67
2066,294.84,3.37
2067,294.85,4.46
2068,294.85,4.64
2069,294.87,5.96
2070,294.87,4.67
2071,294.89,4.13
2072,294.91,3.87
2073,294.94,4.12
2074,294.96,3.07
2075,294.98,5.32
2076,295.01,4.89
2077,295.04,5.08
2078,295.04,5.31
2079,295.06,4.99
2080,295.06,3.96
2081,295.07,3.68
2082,295.07,6.29
2083,295.08,4.89
2084,295.08,5.19
2085,295.08,4.27
2086,295.09,4.21
2087,295.16,3.65
2088,295.16,6.39
2089,295.16,3.47
2090,295.17,4.89
2091,295.17,6.35
2092,295.19,3.61
2093,295.24,4.38
2094,295.26,4.43
2095,295.27,4.99
2096,295.27,5.24
2097,295.28,3.57
2098,295.28,3.55
2099,295.28,4.01
2100,295.3,3.08
2101,295.31,4.12
2102,295.33,4.35
2103,295.34,4
2104,295.38,4.14
2105,295.41,3.53
2106,295.45,4.48
2107,295.47,4.25
2108,295.49,5.89
2109,295.51,3.71
2110,295.55,3.18
2111,295.58,5.32
2112,295.58,4.13
2113,295.6,3.65
2114,295.61,7.15
2115,295.61,3.96
2116,295.63,6.88
2117,295.65,6.54
2118,295.68,2.77
2119,295.7,4.02
2120,295.72,4.24
2121,295.72,4.47
2122,295.74,4.38
2123,295.79,4.21
2124,295.79,5.19
2125,295.82,4.94
2126,295.82,4.12
2127,295.84,4.17
2128,295.85,4.7
2129,295.9,5.98
2130,295.9,7.08
2131,295.93,4.37
2132,295.95,4.11
2133,295.99,5.61
2134,295.99,3.96
2135,296.02,5.16
2136,296.02,5.72
2137,296.04,5.97
2138,296.06,3.18
2139,296.08,7.35
2140,296.15,3.59
2141,296.15,4.65
2142,296.15,4.58
2143,296.18,5.21
2144,296.24,3.69
2145,296.25,5.57
2146,296.25,7
2147,296.28,8.73
2148,296.28,3.59
2149,296.28,5.34
2150,296.3,3.66
2151,296.32,3.92
2152,296.33,4.27
2153,296.34,3.61
2154,296.42,5.48
2155,296.48,5.43
2156,296.5,4.41
2157,296.53,4.06
2158,296.53,4.86
2159,296.55,4.63
2160,296.56,5.23
2161,296.56,4.35
2162,296.57,4.06
2163,296.61,4.11
2164,296.62,4.17
2165,296.65,3.81
2166,296.68,3.47
2167,296.68,4.91
2168,296.71,3.96
2169,296.72,5.42
2170,296.73,3.82
2171,296.73,5.4
2172,296.74,5.84
2173,296.75,3.86
2174,296.75,5.77
2175,296.79,2.84
2176,296.79,4.93
2177,296.8,4.38
2178,296.81,3.39
2179,296.82,5.39
2180,296.82,3.89
2181,296.84,5.55
2182,296.85,3.07
2183,296.87,3.18
2184,296.9,4.65
2185,296.91,4.43
2186,296.93,4.21
2187,296.94,4.34
2188,296.97,3.62
2189,296.98,3.35
2190,296.98,4.45
2191,296.98,4.35
2192,296.99,6.8
2193,297,8.19
2194,297.05,6.65
2195,297.07,4.09
2196,297.08,3.18
2197,297.09,3.67
2198,297.16,5.6
2199,297.17,4.52
2200,297.2,4.43
2201,297.25,3.74
2202,297.26,4.35
2203,297.26,3.62
2204,297.29,3.97
2205,297.29,4.29
2206,297.31,4.05
2207,297.33,3.51
2208,297.33,3.39
2209,297.34,5.33
2210,297.35,4.38
2211,297.43,4.5
2212,297.43,6.85
2213,297.44,5.93
2214,297.45,5.42
2215,297.45,4.4
2216,297.45,3.88
2217,297.47,5.35
2218,297.47,4.38
2219,297.51,6.46
2220,297.55,3.76
2221,297.63,6.48
2222,297.72,3.64
2223,297.74,4.49
2224,297.74,5.27
2225,297.75,5.81
2226,297.78,5.82
2227,297.85,4.72
2228,297.85,6.16
2229,297.85,4.63
2230,297.86,4.4
2231,297.86,4.7
2232,297.87,4.21
2233,297.88,3.18
2234,297.98,4.89
2235,297.99,4.67
2236,298.01,3.67
2237,298.01,4.21
2238,298.02,3.97
2239,298.03,3.65
2240,298.07,6.12
2241,298.08,3.18
2242,298.1,3.31
2243,298.11,5.75
2244,298.12,3.52
2245,298.18,5.24
2246,298.19,4.24
2247,298.22,4.12
2248,298.25,3.93
2249,298.26,5.14
2250,298.27,3.18
2251,298.28,4.13
2252,298.29,3.96
2253,298.32,4.03
2254,298.32,5.07
2255,298.33,4.33
2256,298.35,3.89
2257,298.36,6.92
2258,298.36,4.42
2259,298.37,4.18
2260,298.39,4.89
2261,298.4,3.65
2262,298.42,4.75
2263,298.42,3.84
2264,298.42,4.57
2265,298.42,3.79
2266,298.44,5.7
2267,298.44,4.4
2268,298.45,6.45
2269,298.47,3.65
2270,298.52,3.65
2271,298.53,5.62
2272,298.54,5.72
2273,298.58,5.15
2274,298.61,5.65
2275,298.64,4.65
2276,298.64,4.62
2277,298.65,4.2
2278,298.66,3.88
2279,298.66,4.82
2280,298.67,5.31
2281,298.8,3.18
2282,298.83,4.12
2283,298.84,4.99
2284,298.92,5.19
2285,298.93,3.65
2286,298.95,4.12
2287,298.97,3.69
2288,298.99,4
2289,299.02,3.18
2290,299.06,5.56
2291,299.07,5.14
2292,299.1,4.56
2293,299.13,4.28
2294,299.14,4.84
2295,299.14,3.18
2296,299.15,4.32
2297,299.2,4.43
2298,299.22,4.72
2299,299.23,3.77
2300,299.24,3.24
2301,299.29,3.89
2302,299.33,3.22
2303,299.37,4.2
2304,299.4,3.65
2305,299.42,5.75
2306,299.42,7.58
2307,299.44,5.14
2308,299.47,3.86
2309,299.48,6.94
2310,299.49,4
2311,299.49,6.25
2312,299.53,3.86
2313,299.57,6.58
2314,299.57,3.32
2315,299.61,4.11
2316,299.62,3.18
2317,299.62,4.29
2318,299.71,4.79
2319,299.72,5.93
2320,299.72,4.59
2321,299.76,4.21
2322,299.76,3.36
2323,299.77,5.13
2324,299.78,4.68
2325,299.79,3.65
2326,299.88,2.83
2327,299.89,4.5
2328,299.9,4.14
2329,299.97,5.61
2330,299.99,3.21
2331,300.01,3.38
2332,300.02,8.5
2333,300.08,4.94
2334,300.12,4.24
2335,300.16,3.54
2336,300.17,3.18
2337,300.18,4.21
2338,300.21,4.74
2339,300.23,3.61
2340,300.23,4.43
2341,300.27,3.65
2342,300.28,3.66
2343,300.29,3.67
2344,300.29,3.54
2345,300.37,5.78
2346,300.38,4.69
2347,300.38,5.24
2348,300.41,6.04
2349,300.41,4.64
2350,300.41,3.87
2351,300.43,4.61
2352,300.47,3.68
2353,300.48,3.65
2354,300.52,5.16
2355,300.58,4.14
2356,300.59,3.42
2357,300.6,4.44
2358,300.65,4.09
2359,300.66,4.18
2360,300.72,4.18
2361,300.77,3.87
2362,300.78,4.21
2363,300.85,4.98
2364,300.86,3.88
2365,300.91,5.14
2366,300.96,2.94
2367,300.98,4.92
2368,301.01,4.03
2369,301.02,6.07
2370,301.03,6.07
2371,301.08,3.79
2372,301.12,4.58
2373,301.12,4.14
2374,301.13,5.13
2375,301.14,3.57
2376,301.14,4.59
2377,301.19,4.69
2378,301.2,5.32
2379,301.22,4.43
2380,301.28,4.43
2381,301.29,4.94
2382,301.32,3.99
2383,301.36,4.39
2384,301.38,4.62
2385,301.38,3.86
2386,301.39,4.92
2387,301.4,3.71
2388,301.41,4.48
2389,301.42,5.2
2390,301.46,4.27
2391,301.54,3.32
2392,301.55,4.21
2393,301.57,4.21
2394,301.57,3.42
2395,301.63,3.78
2396,301.73,4.11
2397,301.73,8.01
2398,301.75,2.99
2399,301.75,4.14
2400,301.8,3.18
2401,301.85,5.13
2402,301.89,6.05
2403,301.9,3.42
2404,301.94,5.66
2405,301.98,4.21
2406,301.98,6.31
2407,301.99,4.59
2408,301.99,5.06
2409,302,4.68
2410,302,7.13
2411,302.05,5.53
2412,302.06,3.34
2413,302.06,6.8
2414,302.1,3.02
2415,302.13,4.72
2416,302.14,5.14
2417,302.16,6.84
2418,302.17,5.16
2419,302.18,4.03
2420,302.18,3.64
2421,302.18,4.68
2422,302.2,3.65
2423,302.2,6.33
2424,302.23,5.14
2425,302.24,3.33
2426,302.25,6.11
2427,302.26,4.66
2428,302.28,6.62
2429,302.29,4.4
2430,302.3,6.67
2431,302.3,7.7
2432,302.32,3.18
2433,302.33,5.24
2434,302.38,4.43
2435,302.39,5.38
2436,302.4,4.11
2437,302.4,3.5
2438,302.41,3.52
2439,302.41,4.93
2440,302.42,5.72
2441,302.42,3.79
2442,302.43,5.52
2443,302.43,4.14
2444,302.45,4.68
2445,302.48,6.55
2446,302.49,3.18
2447,302.51,4.71
2448,302.55,3.71
2449,302.55,4.89
2450,302.59,4.21
2451,302.63,6.46
2452,302.64,4.42
2453,302.7,6.98
2454,302.73,4.45
2455,302.74,4.15
2456,302.74,4.36
2457,302.79,6.25
2458,302.79,5.55
2459,302.82,4.08
2460,302.86,4.21
2461,302.87,4.21
2462,302.91,4.88
2463,302.91,3.82
2464,303.04,4.43
2465,303.06,7.87
2466,303.09,5.24
2467,303.11,4.68
2468,303.13,4.12
2469,303.13,3.55
2470,303.17,3.52
2471,303.18,5.24
2472,303.19,4.99
2473,303.2,9.29
2474,303.22,5.69
2475,303.32,6.24
2476,303.34,4.32
2477,303.35,4.21
2478,303.37,5.88
2479,303.41,3.65
2480,303.43,4.68
2481,303.46,3.87
2482,303.48,4.21
2483,303.49,5.61
2484,303.51,4.23
2485,303.54,3.59
2486,303.56,4.19
2487,303.59,5.03
2488,303.62,3.78
2489,303.62,4.93
2490,303.65,3.91
2491,303.67,4.18
2492,303.68,5.11
2493,303.69,5.44
2494,303.7,4.1
2495,303.71,5.25
2496,303.73,5.37
2497,303.74,5.02
2498,303.8,4.08
2499,303.81,4.28
2500,303.81,7.07
2501,303.83,3.3
2502,303.83,2.6
2503,303.83,3.11
2504,303.85,3.96
2505,303.85,6.42
2506,303.88,5.09
2507,303.88,5.32
2508,303.89,4.25
2509,303.97,4.88
2510,303.99,4.4
2511,304,5.17
2512,304,5.14
2513,304.01,5.21
2514,304.01,4.51
2515,304.02,3.91
2516,304.03,3.65
2517,304.04,3.73
2518,304.05,7.73
2519,304.09,3.58
2520,304.12,5.56
2521,304.14,5.42
2522,304.16,3.65
2523,304.17,3.67
2524,304.17,4.32
2525,304.18,3.67
2526,304.19,6.28
2527,304.19,3.03
2528,304.19,2.99
2529,304.21,3.65
2530,304.25,4.01
2531,304.25,2.63
2532,304.31,6.63
2533,304.4,3.87
2534,304.4,4.56
2535,304.4,3.2
2536,304.42,3.78
2537,304.43,5.29
2538,304.46,4.21
2539,304.46,5.15
2540,304.46,6.01
2541,304.47,3.58
2542,304.51,5.59
2543,304.54,5.62
2544,304.54,3.63
2545,304.54,6.19
2546,304.55,6.68
2547,304.56,2.72
2548,304.61,3.82
2549,304.62,4.14
2550,304.65,3.58
2551,304.65,5.25
2552,304.68,4.21
2553,304.69,3.48
2554,304.71,4.21
2555,304.71,4.92
2556,304.73,6.47
2557,304.74,3.18
2558,304.75,7.29
2559,304.76,5.6
2560,304.78,4.68
2561,304.79,3.65
2562,304.79,6.16
2563,304.81,3.75
2564,304.84,5.11
2565,304.84,4.47
2566,304.87,4.96
2567,304.87,6.52
2568,304.88,4.05
2569,304.91,3.86
2570,304.92,4.57
2571,304.93,7.1
2572,304.94,4.7
2573,304.95,4.68
2574,305,4.21
2575,305.02,5.04
2576,305.03,4.33
2577,305.06,3.93
2578,305.11,6.97
2579,305.11,6.16
2580,305.15,4.94
2581,305.15,4.19
2582,305.16,5.25
2583,305.18,3.08
2584,305.2,4.48
2585,305.21,5.12
2586,305.28,5.56
2587,305.29,3.87
2588,305.34,3.18
2589,305.43,4.69
2590,305.44,4.48
2591,305.54,5.98
2592,305.55,6.22
2593,305.57,7.18
2594,305.59,4.37
2595,305.61,6.18
2596,305.61,6.03
2597,305.64,6.77
2598,305.66,4.01
2599,305.67,4.28
2600,305.67,6.75
2601,305.67,4.17
2602,305.68,4.7
2603,305.7,3.65
2604,305.74,2.82
2605,305.74,5.79
2606,305.75,4.27
2607,305.76,3.89
2608,305.78,5.99
2609,305.78,4.52
2610,305.82,3.68
2611,305.82,6.86
2612,305.84,3.56
2613,305.88,5.25
2614,305.89,4.21
2615,305.9,6.08
2616,305.93,5.13
2617,305.97,4.72
2618,306,5.04
2619,306.01,5.48
2620,306.03,4.17
2621,306.04,4.21
2622,306.05,4.51
2623,306.05,3.57
2624,306.06,5.31
2625,306.13,3.65
2626,306.16,5.72
2627,306.16,4.58
2628,306.17,4.27
2629,306.17,4.21
2630,306.18,4.57
2631,306.26,4.49
2632,306.27,5.81
2633,306.29,3.68
2634,306.29,7.89
2635,306.29,5.36
2636,306.32,4.14
2637,306.35,4.68
