zoneId,startTime,endTime,startIndex,endIndex,duration,upper,lower,widthPct,merges,triggerChange,triggerSignal,outcome,insideRuns,insideBars,firstEntryIdx,firstEntryTime,entryLag,decisionIdx,decisionTime,decisionClose,pos,age,trendAt,volRatio,wickPoked,exitIdx,exitTime,exitClose,extShort,extLong,revertedShort,revertedLong,nextZoneSide,truncated
0,2020-12-04 16:00,2021-01-25 14:00,1034,6018,4985,0.5959,0.5918,0.716,0,14.677,22.51,DOWN,1,3,1099,2020-12-05 08:15,65,1101,2020-12-05 08:45,0.5949,0.756,67,-1,0.97,true,1102,2020-12-05 09:00,0.589,0.69,3.01,true,true,BELOW,false
1,2021-01-25 14:15,2021-03-03 10:45,6019,9557,3539,0.2789,0.2769,0.715,0,7.362,20.52,UP,1,1,6021,2021-01-25 14:45,2,6021,2021-01-25 14:45,0.2781,0.6,2,1,1.67,true,6022,2021-01-25 15:00,0.2792,1.12,2.49,true,true,ABOVE,false
2,2021-03-03 11:00,2021-03-12 12:45,9558,10429,872,0.4502,0.4482,0.435,0,8.344,29.26,UP,1,1,9568,2021-03-03 13:30,10,9568,2021-03-03 13:30,0.45,0.9,10,1,1.46,true,9569,2021-03-03 13:45,0.4508,1.54,1.74,true,true,BELOW,false
3,2021-03-12 13:00,2021-03-31 02:45,10430,12213,1784,0.4478,0.4452,0.595,0,14.978,22.28,DOWN,1,3,10441,2021-03-12 15:45,11,10443,2021-03-12 16:15,0.4462,0.385,13,-1,0.35,true,10444,2021-03-12 16:30,0.4448,1.08,2.65,true,true,ABOVE,false
4,2021-03-31 03:00,2021-07-11 15:45,12214,22057,9844,0.5645,0.562,0.457,0,33.565,49.37,DOWN,1,3,12229,2021-03-31 06:45,15,12231,2021-03-31 07:15,0.5627,0.28,17,-1,0.51,true,12232,2021-03-31 07:30,0.5602,5.21,5.21,false,false,ABOVE,false
5,2021-07-11 16:00,2021-07-14 03:00,22058,22294,237,0.6299,0.6281,0.282,0,10.186,21.55,UP,1,1,22077,2021-07-11 20:45,19,22077,2021-07-11 20:45,0.6294,0.722,19,1,0.72,true,22078,2021-07-11 21:00,0.6317,0,0,true,true,BELOW,false
6,2021-07-14 03:15,2021-07-18 14:15,22295,22723,429,0.6109,0.6085,0.406,0,12.279,26.22,UP,1,1,22398,2021-07-15 05:00,103,22398,2021-07-15 05:00,0.6103,0.75,103,1,1.2,true,22399,2021-07-15 05:15,0.6123,0.28,1.38,true,true,BELOW,false
7,2021-07-18 14:30,2021-08-02 06:15,22724,24131,1408,0.5872,0.5849,0.399,0,9.091,24.53,DOWN,1,3,22738,2021-07-18 18:00,14,22740,2021-07-18 18:30,0.5851,0.087,16,-1,0.54,true,22741,2021-07-18 18:45,0.5846,0.27,1.3,true,true,ABOVE,false
8,2021-08-02 06:30,2021-08-16 19:45,24132,25529,1398,0.7374,0.7331,0.558,0,8.835,25.57,UP,1,1,24186,2021-08-02 20:00,54,24186,2021-08-02 20:00,0.737,0.907,54,1,2.19,true,24187,2021-08-02 20:15,0.7389,0.25,1.34,true,true,ABOVE,false
9,2021-08-16 20:00,2021-09-06 09:15,25530,27503,1974,1.2309,1.2156,1.306,0,9.293,22.32,DOWN,1,1,25536,2021-08-16 21:30,6,25536,2021-08-16 21:30,1.2159,0.02,6,-1,1.26,true,25537,2021-08-16 21:45,1.2022,2.92,7.98,true,true,ABOVE,false
