zoneId,startTime,endTime,startIndex,endIndex,duration,upper,lower,widthPct,merges,triggerChange,triggerSignal,outcome,insideRuns,insideBars,firstEntryIdx,firstEntryTime,entryLag,decisionIdx,decisionTime,decisionClose,pos,age,trendAt,volRatio,wickPoked,exitIdx,exitTime,exitClose,extShort,extLong,revertedShort,revertedLong,nextZoneSide,truncated
0,2021-02-01 00:00,2021-03-17 12:45,6634,10909,4276,22.652,22.593,0.268,0,6.827,21.21,UP,1,1,6720,2021-02-01 21:30,86,6720,2021-02-01 21:30,22.61,0.288,86,-1,1.38,true,6721,2021-02-01 21:45,22.679,0.15,0.15,true,true,ABOVE,false
1,2021-03-17 13:00,2021-05-12 21:45,10910,16321,5412,27.802,27.653,0.507,0,20.715,34.52,DOWN,1,1,11420,2021-03-22 20:30,510,11420,2021-03-22 20:30,27.749,0.644,510,-1,5.87,true,11421,2021-03-22 20:45,27.605,1.28,2.16,true,true,ABOVE,false
2,2021-05-12 22:00,2021-07-19 05:30,16322,22784,6463,46.369,46.001,0.829,0,11.046,22.99,DOWN,1,1,16482,2021-05-14 14:00,160,16482,2021-05-14 14:00,46.035,0.092,160,1,1.28,true,16483,2021-05-14 14:15,45.929,0.48,0.48,true,true,BELOW,false
3,2021-07-19 05:45,2021-08-26 02:45,22785,26421,3637,15.369,15.323,0.296,0,11.351,23.17,DOWN,1,1,23015,2021-07-21 15:15,230,23015,2021-07-21 15:15,15.348,0.543,230,1,1.48,true,23016,2021-07-21 15:30,15.239,0.99,3.09,true,true,ABOVE,false
4,2021-08-26 03:00,2021-11-17 22:30,26422,34468,8047,26.565,26.401,0.634,0,10.341,20.58,DOWN,1,3,26705,2021-08-29 01:45,283,26707,2021-08-29 02:15,26.497,0.585,285,1,0.86,true,26708,2021-08-29 02:30,26.378,4.35,4.35,false,false,ABOVE,false
5,2021-11-17 22:45,2021-11-20 14:45,34469,34725,257,28.969,28.784,0.639,0,8.058,26.84,UP,1,2,34469,2021-11-17 22:45,0,34470,2021-11-17 23:00,28.878,0.508,1,-1,0.71,true,34471,2021-11-17 23:15,29.084,0,0.86,true,true,BELOW,false
6,2021-11-20 15:00,2021-11-23 09:15,34726,34991,266,28.505,28.315,0.682,0,8.534,28.51,DOWN,1,3,34760,2021-11-20 23:30,34,34762,2021-11-21 00:00,28.391,0.4,36,-1,1.47,true,34763,2021-11-21 00:15,28.224,0.85,1.8,true,true,BELOW,false
7,2021-11-23 09:30,2022-01-27 07:00,34992,41222,6231,26.737,26.608,0.479,0,9.985,25.07,UP,1,1,34997,2021-11-23 10:45,5,34997,2021-11-23 10:45,26.709,0.783,5,-1,1.69,true,34998,2021-11-23 11:00,26.772,0.94,0.94,true,true,BELOW,false
8,2022-01-27 07:15,2022-02-10 13:15,41223,42591,1369,14.833,14.708,0.839,0,3.498,20.91,UP,1,2,41227,2022-01-27 08:15,4,41228,2022-01-27 08:30,14.825,0.936,5,-1,1.31,true,41229,2022-01-27 08:45,14.983,0,0,true,true,ABOVE,false
9,2022-02-10 13:30,2022-03-17 03:45,42592,45913,3322,18.64,18.491,0.839,0,7.859,22.64,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
