symbol,lag,pos,trend,wickPoked,outcome,time
BNBUSDT,1,0.4390243902439126,1,true,UP,2022-08-02 23:15
BNBUSDT,12,0.6301369863013752,-1,true,UP,2022-08-28 00:45
BNBUSDT,1,0.8787878787878592,1,true,UP,2022-12-19 13:15
BNBUSDT,4,0.0303030303030029,1,true,UP,2022-12-19 14:00
BNBUSDT,12,0.5909090909090997,-1,true,DOWN,2023-01-02 04:00
BNBUSDT,12,0.1375000000000151,1,true,UP,2023-07-03 13:00
BNBUSDT,12,0.16666666666669297,1,true,UP,2023-07-08 22:15
BNBUSDT,4,0.8936170212766318,-1,true,UP,2023-10-10 00:15
BNBUSDT,12,0.7446808510638799,-1,true,UP,2023-10-10 02:15
BNBUSDT,12,0.7692307692307776,1,true,UP,2023-12-08 14:15
BNBUSDT,12,0.5285714285714437,1,true,UP,2023-12-20 23:00
BNBUSDT,12,0.006578947368415148,1,true,UP,2024-04-23 13:15
BNBUSDT,4,0.991803278688532,1,true,DOWN,2024-09-06 13:30
BNBUSDT,12,0.4310344827585903,1,true,UP,2024-10-12 10:45
BNBUSDT,1,0.2804123711340221,-1,true,DOWN,2024-11-18 18:45
BNBUSDT,12,0.24948453608248056,-1,true,DOWN,2024-11-18 21:30
BNBUSDT,4,0.7422680412371131,1,true,DOWN,2025-02-13 14:00
BNBUSDT,12,0.4863387978141893,1,true,DOWN,2025-02-19 16:30
BNBUSDT,4,0.22051282051280258,-1,true,DOWN,2025-02-24 20:30
BNBUSDT,1,0.6031746031746004,1,true,DOWN,2025-04-01 22:45
BNBUSDT,1,0.10416666666669257,1,true,DOWN,2025-04-12 01:15
BNBUSDT,4,0.2500000000000148,1,true,DOWN,2025-04-12 02:00
BNBUSDT,12,0.7115987460815122,-1,true,UP,2025-11-14 07:30
BNBUSDT,12,0.5459940652818741,1,true,UP,2025-12-03 17:00
BNBUSDT,4,0.46184738955822213,-1,true,UP,2026-02-07 17:00
BNBUSDT,12,0.6000000000000216,1,true,UP,2026-07-07 00:00
DOGEUSDT,12,0.37499999999998646,1,true,DOWN,2020-12-10 11:00
DOGEUSDT,1,0.2500000000000271,-1,true,DOWN,2020-12-15 18:45
DOGEUSDT,12,0.12345679012347133,1,true,DOWN,2021-01-14 22:15
DOGEUSDT,12,0.9907407407407314,-1,true,UP,2021-02-19 23:30
DOGEUSDT,4,0.5324675324675461,1,true,UP,2021-12-25 22:45
DOGEUSDT,4,0.21666666666665588,-1,true,DOWN,2022-01-17 21:00
DOGEUSDT,12,0.3833333333333534,-1,true,UP,2022-01-17 23:00
DOGEUSDT,4,0.5909090909091826,-1,true,DOWN,2022-02-06 13:45
DOGEUSDT,12,0.6785714285714073,-1,true,DOWN,2022-03-10 16:30
DOGEUSDT,12,0.5166666666666836,-1,true,DOWN,2022-05-08 20:00
DOGEUSDT,4,0.16935483870967824,-1,true,DOWN,2022-05-12 22:00
DOGEUSDT,12,0.07272727272728213,1,true,DOWN,2022-05-13 12:45
DOGEUSDT,4,0.16666666666665125,-1,true,UP,2022-08-22 14:15
DOGEUSDT,12,0.545454545454557,1,true,DOWN,2022-10-12 02:00
DOGEUSDT,12,1,-1,true,DOWN,2022-10-15 00:45
DOGEUSDT,12,0.3333333333333162,-1,true,UP,2022-12-08 05:30
DOGEUSDT,12,0.3194444444444369,-1,true,UP,2023-01-30 20:15
DOGEUSDT,12,0.6666666666666666,1,true,UP,2023-03-01 22:45
DOGEUSDT,12,1,-1,true,UP,2023-05-04 21:00
DOGEUSDT,4,0.2500000000000347,-1,true,UP,2023-05-05 13:30
DOGEUSDT,12,0.10000000000002776,-1,true,UP,2023-05-05 15:30
DOGEUSDT,1,0.7027027027027073,-1,true,DOWN,2023-08-01 22:15
DOGEUSDT,4,0.6351351351351475,-1,true,UP,2023-08-01 23:00
DOGEUSDT,1,0.7777777777777863,-1,true,DOWN,2023-09-11 03:30
DOGEUSDT,1,0.9249999999999965,-1,true,UP,2023-12-29 22:30
DOGEUSDT,12,0.1538461538461046,1,true,UP,2024-02-02 16:30
DOGEUSDT,4,0.3097826086956589,-1,true,UP,2024-05-24 06:45
DOGEUSDT,1,0.3229166666666754,1,true,DOWN,2024-06-12 18:15
DOGEUSDT,1,0.9107142857142765,-1,true,UP,2025-01-22 22:45
DOGEUSDT,12,0.7464285714285778,-1,true,DOWN,2025-01-23 01:30
DOGEUSDT,4,0.40740740740739406,1,true,UP,2025-07-03 13:30
DOGEUSDT,4,0.14705882352943336,-1,true,UP,2025-11-14 05:30
DOGEUSDT,1,0.9555555555555117,1,true,UP,2026-01-13 13:45
DOGEUSDT,4,0.4545454545454507,-1,true,UP,2026-02-02 00:00
DOGEUSDT,12,0.1969696969696855,-1,true,DOWN,2026-02-02 02:00
DOGEUSDT,4,0.25000000000001443,-1,true,UP,2026-03-08 23:00
DOGEUSDT,12,0.7499999999999856,-1,true,UP,2026-03-09 01:00
ADAUSDT,12,0.14516129032256506,-1,true,UP,2022-01-07 16:30
ADAUSDT,12,0.17647058823527684,-1,true,DOWN,2022-07-25 22:00
ADAUSDT,1,0.6470588235293926,-1,true,DOWN,2022-07-26 12:00
ADAUSDT,4,0.8571428571428684,1,true,UP,2022-10-22 06:15
ADAUSDT,4,0.4705882352941042,1,true,DOWN,2023-02-20 23:00
ADAUSDT,1,0.12499999999998698,1,true,DOWN,2023-03-14 05:15
ADAUSDT,1,0.714285714285737,-1,true,UP,2023-05-20 07:45
ADAUSDT,1,0.16666666666667052,1,true,UP,2023-07-20 00:15
ADAUSDT,1,0.49999999999995376,1,true,DOWN,2023-07-29 04:45
ADAUSDT,4,0,1,true,DOWN,2023-07-29 05:30
ADAUSDT,12,0.8571428571428684,1,true,DOWN,2023-08-04 23:30
ADAUSDT,1,0.8000000000000222,-1,true,UP,2023-08-26 14:15
ADAUSDT,1,0.1999999999999778,1,true,DOWN,2023-09-07 02:00
ADAUSDT,12,0.5714285714285431,-1,true,UP,2023-09-25 02:15
ADAUSDT,1,0.14285714285714568,1,true,DOWN,2024-06-12 18:15
ADAUSDT,4,0.4642857142857185,1,true,DOWN,2024-06-12 19:00
ADAUSDT,4,0.3333333333333025,-1,true,DOWN,2024-09-14 19:00
ADAUSDT,12,0,-1,true,DOWN,2024-09-14 21:00
ADAUSDT,1,0.13793103448274277,1,true,DOWN,2025-04-25 18:45
ADAUSDT,12,0.10344827586205708,-1,true,DOWN,2025-11-14 07:30
LINKUSDT,1,0.5081081081081084,-1,true,UP,2021-11-17 23:00
LINKUSDT,4,0.4959999999999951,-1,true,UP,2022-01-27 08:15
LINKUSDT,1,1,1,true,UP,2023-01-04 14:00
LINKUSDT,4,0.6944444444444451,1,true,UP,2023-05-05 13:30
LINKUSDT,1,0.04999999999997336,1,true,DOWN,2023-06-06 12:15
LINKUSDT,12,0.72727272727272,-1,true,UP,2023-09-17 23:30
LINKUSDT,4,0,1,true,UP,2024-02-02 14:30
LINKUSDT,12,0.03846153846151744,1,true,DOWN,2024-05-14 09:00
LINKUSDT,4,0.06060606060606278,1,true,DOWN,2024-06-12 19:00
LINKUSDT,4,0.8769230769230896,1,true,DOWN,2024-11-09 14:15
LINKUSDT,12,0.0769230769230622,1,true,DOWN,2024-11-09 16:15
LINKUSDT,4,0.40624999999999656,-1,true,DOWN,2025-07-14 22:45
LINKUSDT,1,0.9859154929577295,-1,true,UP,2025-10-22 11:15
LINKUSDT,4,0.3802816901408514,-1,true,UP,2025-10-22 12:00
LINKUSDT,4,0.8533333333333422,-1,true,DOWN,2025-11-14 05:30
LINKUSDT,4,0.5400000000000128,-1,true,UP,2026-02-07 17:00
LINKUSDT,1,0.9268292682926809,-1,true,UP,2026-03-03 22:45
LINKUSDT,1,0.2749999999999867,1,true,DOWN,2026-05-26 17:30
LINKUSDT,4,0.02499999999998668,1,true,DOWN,2026-05-26 18:15
LINKUSDT,4,0.9499999999999844,-1,true,UP,2026-07-01 02:00
SUIUSDT,12,0.29999999999999444,-1,true,UP,2023-09-20 22:15
SUIUSDT,12,0.4999999999999306,-1,true,UP,2023-10-15 23:30
SUIUSDT,4,0.8547008547008522,1,true,DOWN,2025-10-13 10:00
SUIUSDT,4,0.9523809523809574,-1,true,UP,2026-02-07 17:00
SUIUSDT,12,0.3181818181817861,1,true,UP,2026-07-19 20:00
1000PEPEUSDT,12,0.45454545454547696,1,true,DOWN,2023-09-04 11:00
1000PEPEUSDT,4,0.5837209302325541,1,true,UP,2024-03-03 08:15
1000PEPEUSDT,12,0.28995433789956343,1,true,UP,2024-11-05 22:45
1000PEPEUSDT,4,0.05443548387095886,-1,true,DOWN,2025-08-29 13:30
1000PEPEUSDT,4,0.22368421052630078,-1,true,DOWN,2025-11-14 05:30
1000PEPEUSDT,12,0.1203703703703778,-1,true,UP,2025-12-30 06:15
1000PEPEUSDT,4,0.8018018018018067,-1,true,UP,2026-03-08 23:00
1000PEPEUSDT,4,0.04477611940298024,-1,true,DOWN,2026-05-24 21:00
1000PEPEUSDT,1,0.5769230769230919,-1,true,UP,2026-08-06 04:15
