zoneId,startTime,endTime,startIndex,endIndex,duration,upper,lower,widthPct,merges,triggerChange,triggerSignal,outcome,insideRuns,insideBars,firstEntryIdx,firstEntryTime,entryLag,decisionIdx,decisionTime,decisionClose,pos,age,trendAt,volRatio,wickPoked,exitIdx,exitTime,exitClose,extShort,extLong,revertedShort,revertedLong,nextZoneSide,truncated
0,2023-05-28 05:30,2023-05-30 04:45,2164,2353,190,0.001515,0.001511,0.242,0,15.604,30.23,DOWN,1,1,2234,2023-05-28 23:00,70,2234,2023-05-28 23:00,0.001513,0.686,70,-1,2.26,true,2235,2023-05-28 23:15,0.001497,1.28,5.32,false,false,BELOW,false
1,2023-05-30 05:00,2023-05-30 19:00,2354,2410,57,0.001427,0.001422,0.352,0,22.539,29.4,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
2,2023-05-30 19:15,2023-07-24 09:30,2411,7652,5242,0.001358,0.001353,0.334,0,11.605,24.78,BYPASS,0,0,,,,,,,,,,,,,,,,,,,ABOVE,false
3,2023-07-24 09:45,2023-07-30 19:30,7653,8268,616,0.001466,0.001458,0.628,0,23.166,39.05,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
4,2023-07-30 19:45,2023-08-17 21:15,8269,10003,1735,0.001316,0.001312,0.328,0,38.32,71.13,DOWN,1,1,8483,2023-08-02 01:15,214,8483,2023-08-02 01:15,0.001316,0.762,214,1,1.12,true,8484,2023-08-02 01:30,0.001305,1.88,3.97,false,false,BELOW,false
5,2023-08-17 21:30,2023-08-20 05:30,10004,10228,225,0.001177,0.001163,1.518,0,10.519,22.16,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
6,2023-08-20 05:45,2023-08-25 22:00,10229,10774,546,0.001126,0.001122,0.296,0,6.996,20.89,UP,1,1,10245,2023-08-20 09:45,16,10245,2023-08-20 09:45,0.001123,0.303,16,1,0.76,true,10246,2023-08-20 10:00,0.001126,0,1.44,true,true,BELOW,false
7,2023-08-25 22:15,2023-08-27 06:30,10775,10904,130,0.000887,0.000883,0.394,0,18.626,39.1,UP,1,1,10805,2023-08-26 05:45,30,10805,2023-08-26 05:45,0.000885,0.529,30,1,0.53,true,10806,2023-08-26 06:00,0.000888,0,0.67,true,true,OVERLAP,false
8,2023-08-27 06:45,2023-09-04 07:45,10905,11677,773,0.000887,0.000883,0.458,1,9.375,26.7,UP,1,1,10965,2023-08-27 21:45,60,10965,2023-08-27 21:45,0.000886,0.902,60,1,3.46,true,10966,2023-08-27 22:00,0.000888,0,2.07,true,true,BELOW,false
9,2023-09-04 08:00,2023-09-08 16:15,11678,12095,418,0.000808,0.000806,0.268,0,14.637,24.85,DOWN,1,1,11687,2023-09-04 10:15,9,11687,2023-09-04 10:15,0.000807,0.636,9,1,1.31,true,11688,2023-09-04 10:30,0.000804,0.47,3.04,true,true,BELOW,false
