symbol,state,tEntry
SUIUSDT,2,2024-06-14T16:00
SUIUSDT,2,2024-06-23T09:00
SUIUSDT,2,2024-07-22T00:15
SUIUSDT,0,2024-07-29T16:30
SUIUSDT,0,2024-09-15T00:00
SUIUSDT,2,2024-09-17T05:45
SUIUSDT,2,2024-09-22T12:45
SUIUSDT,2,2024-09-29T00:00
SUIUSDT,2,2024-11-01T13:45
SUIUSDT,2,2024-11-13T11:15
SUIUSDT,1,2024-12-27T15:45
SUIUSDT,2,2025-01-16T18:00
SUIUSDT,0,2025-01-24T21:30
SUIUSDT,0,2025-04-02T10:15
SUIUSDT,1,2025-05-07T01:00
SUIUSDT,2,2025-05-08T02:15
SUIUSDT,2,2025-05-18T19:45
SUIUSDT,0,2025-06-09T10:15
SUIUSDT,0,2025-08-24T18:30
SUIUSDT,2,2025-08-29T07:00
SUIUSDT,1,2025-09-05T04:45
SUIUSDT,0,2025-09-30T20:45
SUIUSDT,0,2025-10-10T16:00
SUIUSDT,0,2025-11-12T16:30
SUIUSDT,2,2025-11-20T16:30
SUIUSDT,0,2025-12-09T16:15
SUIUSDT,0,2026-02-03T18:45
SUIUSDT,0,2026-03-02T15:15
SUIUSDT,0,2026-03-04T09:30
SUIUSDT,0,2026-04-27T07:00
SUIUSDT,2,2026-05-08T14:30
SUIUSDT,2,2026-06-14T21:45
1000PEPEUSDT,2,2023-06-16T17:45
1000PEPEUSDT,2,2023-07-06T14:15
1000PEPEUSDT,2,2023-07-10T00:15
1000PEPEUSDT,0,2023-12-07T16:45
1000PEPEUSDT,1,2024-02-14T09:45
1000PEPEUSDT,2,2024-03-01T08:45
1000PEPEUSDT,0,2024-03-08T02:15
1000PEPEUSDT,2,2024-03-11T08:00
1000PEPEUSDT,0,2024-03-13T04:30
1000PEPEUSDT,0,2024-04-19T02:00
1000PEPEUSDT,1,2024-10-14T04:00
1000PEPEUSDT,0,2025-02-18T05:30
1000PEPEUSDT,2,2025-03-01T11:00
1000PEPEUSDT,1,2025-03-19T00:00
1000PEPEUSDT,0,2025-06-16T23:30
1000PEPEUSDT,0,2025-07-31T14:00
1000PEPEUSDT,0,2025-08-29T07:45
1000PEPEUSDT,0,2025-10-03T16:30
1000PEPEUSDT,1,2025-10-21T15:30
1000PEPEUSDT,2,2025-10-26T09:15
1000PEPEUSDT,0,2025-11-13T17:45
1000PEPEUSDT,0,2025-11-20T17:30
1000PEPEUSDT,0,2025-11-26T18:15
1000PEPEUSDT,2,2025-12-01T00:15
1000PEPEUSDT,0,2025-12-07T14:45
1000PEPEUSDT,2,2025-12-09T16:00
1000PEPEUSDT,2,2025-12-12T15:45
1000PEPEUSDT,0,2025-12-15T15:30
1000PEPEUSDT,0,2026-02-03T18:45
1000PEPEUSDT,0,2026-05-13T13:45
1000PEPEUSDT,1,2026-05-15T05:45
1000PEPEUSDT,0,2026-06-14T21:45
1000PEPEUSDT,1,2026-07-14T13:00
AVAXUSDT,0,2020-12-01T07:45
AVAXUSDT,0,2020-12-16T15:45
AVAXUSDT,2,2020-12-23T22:15
AVAXUSDT,1,2021-01-03T10:45
AVAXUSDT,2,2021-01-05T01:00
AVAXUSDT,2,2021-01-12T02:00
AVAXUSDT,2,2021-02-12T08:15
AVAXUSDT,0,2021-04-05T06:45
AVAXUSDT,1,2021-05-19T04:30
AVAXUSDT,2,2021-06-21T05:00
AVAXUSDT,1,2021-07-23T23:30
AVAXUSDT,1,2021-07-26T00:30
AVAXUSDT,2,2021-07-27T13:30
AVAXUSDT,1,2021-07-30T21:30
AVAXUSDT,1,2021-08-09T11:00
AVAXUSDT,2,2021-08-23T00:15
AVAXUSDT,2,2022-01-20T21:45
AVAXUSDT,1,2022-03-18T16:30
AVAXUSDT,1,2022-04-17T23:30
AVAXUSDT,1,2022-04-26T13:45
AVAXUSDT,2,2022-05-10T21:45
AVAXUSDT,2,2022-05-20T16:30
AVAXUSDT,0,2022-07-05T20:15
AVAXUSDT,2,2022-07-16T15:00
AVAXUSDT,2,2022-07-21T16:45
AVAXUSDT,0,2022-07-25T01:15
AVAXUSDT,0,2022-08-03T23:45
AVAXUSDT,2,2022-08-10T12:30
AVAXUSDT,0,2022-10-10T08:45
AVAXUSDT,1,2022-10-25T14:15
AVAXUSDT,2,2022-11-11T14:15
AVAXUSDT,1,2022-12-19T18:45
AVAXUSDT,2,2023-02-21T18:15
AVAXUSDT,2,2023-03-22T19:45
AVAXUSDT,2,2023-04-12T14:00
AVAXUSDT,0,2023-06-09T20:00
AVAXUSDT,2,2023-06-14T20:45
AVAXUSDT,2,2023-06-23T16:00
AVAXUSDT,0,2023-06-25T03:15
AVAXUSDT,1,2023-07-20T15:45
AVAXUSDT,1,2023-09-28T07:30
AVAXUSDT,0,2023-10-28T05:45
AVAXUSDT,2,2023-11-01T18:45
AVAXUSDT,1,2024-01-14T23:45
AVAXUSDT,2,2024-02-14T09:15
AVAXUSDT,1,2024-04-19T02:00
AVAXUSDT,0,2024-04-28T23:15
AVAXUSDT,2,2024-06-14T15:30
AVAXUSDT,1,2024-06-27T09:30
AVAXUSDT,2,2024-07-16T16:15
AVAXUSDT,2,2024-08-20T00:15
AVAXUSDT,0,2025-04-04T11:30
AVAXUSDT,0,2025-04-21T01:30
AVAXUSDT,2,2025-07-19T19:30
AVAXUSDT,1,2025-07-31T13:30
AVAXUSDT,0,2025-09-01T00:15
AVAXUSDT,2,2025-09-17T22:45
AVAXUSDT,1,2025-10-07T08:15
AVAXUSDT,1,2025-10-09T02:30
AVAXUSDT,2,2025-10-21T23:30
AVAXUSDT,1,2025-11-03T00:00
AVAXUSDT,2,2025-11-13T17:30
AVAXUSDT,2,2025-12-12T15:45
AVAXUSDT,1,2026-03-02T15:30
AVAXUSDT,0,2026-03-04T09:00
AVAXUSDT,1,2026-04-09T15:45
TONUSDT,0,2024-04-24T14:30
TONUSDT,2,2024-05-16T05:30
TONUSDT,2,2024-05-23T13:45
TONUSDT,2,2024-12-28T14:00
TONUSDT,0,2025-03-05T05:15
TONUSDT,1,2025-04-06T18:30
TONUSDT,0,2025-04-08T17:00
TONUSDT,1,2025-04-15T23:00
TONUSDT,0,2025-06-14T13:30
TONUSDT,1,2025-07-14T04:45
TONUSDT,0,2025-07-22T13:30
TONUSDT,0,2025-08-18T02:45
TONUSDT,2,2025-10-09T08:15
TONUSDT,2,2025-11-12T16:30
TONUSDT,1,2025-11-13T18:30
TONUSDT,0,2025-12-01T00:30
TONUSDT,0,2025-12-09T16:00
TONUSDT,1,2025-12-12T16:00
TONUSDT,0,2026-01-18T23:45
TONUSDT,1,2026-01-25T16:30
TONUSDT,0,2026-02-07T12:45
TONUSDT,2,2026-04-24T01:45
TONUSDT,0,2026-05-20T16:00
TONUSDT,0,2026-06-13T15:45
TRXUSDT,2,2020-12-15T02:30
TRXUSDT,0,2020-12-16T14:00
TRXUSDT,0,2020-12-19T09:45
TRXUSDT,2,2020-12-20T08:30
TRXUSDT,0,2021-01-31T11:30
TRXUSDT,0,2021-02-05T08:45
TRXUSDT,1,2021-05-19T02:00
TRXUSDT,1,2021-06-05T11:30
TRXUSDT,2,2021-06-21T04:15
TRXUSDT,2,2021-07-04T07:15
TRXUSDT,2,2021-07-23T23:30
TRXUSDT,2,2021-07-30T21:00
TRXUSDT,0,2021-08-31T11:30
TRXUSDT,0,2021-10-15T12:45
TRXUSDT,2,2022-02-27T20:15
TRXUSDT,2,2022-03-07T20:00
TRXUSDT,1,2022-04-10T23:00
TRXUSDT,0,2022-04-26T14:30
TRXUSDT,2,2022-05-01T05:30
TRXUSDT,0,2022-05-03T00:15
TRXUSDT,0,2022-05-21T14:30
TRXUSDT,0,2022-05-24T10:30
TRXUSDT,2,2022-05-30T02:45
TRXUSDT,0,2022-05-31T23:30
TRXUSDT,0,2022-06-19T10:15
TRXUSDT,0,2022-07-18T05:15
TRXUSDT,0,2022-07-25T01:00
TRXUSDT,2,2022-08-01T20:45
TRXUSDT,1,2022-08-03T23:15
TRXUSDT,2,2022-08-17T12:45
TRXUSDT,2,2022-09-27T17:30
TRXUSDT,1,2022-10-02T08:15
TRXUSDT,1,2022-11-06T09:30
TRXUSDT,0,2022-11-13T07:15
TRXUSDT,2,2022-11-22T09:00
TRXUSDT,1,2022-12-07T07:45
TRXUSDT,2,2023-02-04T12:45
TRXUSDT,1,2023-03-26T02:45
TRXUSDT,0,2023-06-09T18:45
TRXUSDT,2,2023-07-15T01:00
TRXUSDT,0,2023-07-22T02:45
TRXUSDT,1,2023-08-02T05:45
TRXUSDT,1,2023-08-04T19:15
TRXUSDT,1,2023-11-10T02:30
TRXUSDT,1,2023-12-17T23:45
TRXUSDT,1,2024-01-07T23:30
TRXUSDT,2,2024-01-23T09:00
TRXUSDT,1,2024-01-28T12:15
TRXUSDT,2,2024-03-08T16:00
TRXUSDT,2,2024-03-18T13:00
TRXUSDT,2,2024-03-25T16:00
TRXUSDT,1,2024-04-17T14:30
TRXUSDT,0,2024-05-01T08:15
TRXUSDT,2,2024-05-06T12:00
TRXUSDT,2,2024-05-16T04:15
TRXUSDT,2,2024-08-16T08:00
TRXUSDT,0,2024-10-01T15:00
TRXUSDT,1,2024-10-12T06:15
TRXUSDT,1,2024-10-24T01:00
TRXUSDT,2,2024-11-14T06:15
TRXUSDT,0,2024-11-25T14:15
TRXUSDT,1,2024-12-01T08:45
TRXUSDT,0,2024-12-21T13:15
TRXUSDT,0,2025-01-19T22:30
TRXUSDT,0,2025-02-04T05:15
TRXUSDT,0,2025-02-28T01:45
TRXUSDT,2,2025-04-09T18:15
TRXUSDT,2,2025-04-13T15:30
TRXUSDT,2,2025-04-18T02:45
TRXUSDT,1,2025-06-04T09:15
TRXUSDT,2,2025-06-05T23:45
TRXUSDT,0,2025-06-16T13:00
TRXUSDT,2,2025-06-29T04:00
TRXUSDT,2,2025-08-10T02:00
TRXUSDT,1,2025-08-18T03:00
TRXUSDT,1,2025-09-05T16:00
TRXUSDT,1,2025-09-09T06:45
TRXUSDT,2,2025-09-23T13:00
TRXUSDT,2,2025-09-30T13:45
TRXUSDT,1,2025-12-10T05:15
TRXUSDT,2,2025-12-12T08:15
TRXUSDT,2,2026-01-11T18:45
TRXUSDT,1,2026-01-25T20:30
TRXUSDT,2,2026-01-29T15:30
TRXUSDT,2,2026-02-12T22:00
TRXUSDT,1,2026-03-13T18:15
TRXUSDT,2,2026-03-17T08:00
TRXUSDT,1,2026-03-27T05:15
TRXUSDT,2,2026-04-11T18:00
TRXUSDT,1,2026-04-17T18:45
TRXUSDT,1,2026-05-16T16:45
TRXUSDT,0,2026-06-25T13:45
TRXUSDT,2,2026-07-05T12:15
TRXUSDT,2,2026-07-11T12:45
TRXUSDT,1,2026-07-12T11:45
TRXUSDT,2,2026-07-25T16:45
TRXUSDT,1,2026-08-02T10:00
NEARUSDT,2,2020-11-30T01:00
NEARUSDT,2,2020-12-27T02:00
NEARUSDT,2,2020-12-30T01:00
NEARUSDT,2,2021-01-08T13:00
NEARUSDT,1,2021-01-27T03:30
NEARUSDT,0,2021-03-10T07:15
NEARUSDT,0,2021-04-08T16:30
NEARUSDT,2,2021-05-18T14:30
NEARUSDT,1,2021-06-18T19:30
NEARUSDT,1,2021-06-21T04:30
NEARUSDT,2,2021-06-23T19:15
NEARUSDT,0,2021-08-09T10:00
NEARUSDT,2,2021-09-07T07:30
NEARUSDT,0,2021-09-13T02:45
NEARUSDT,0,2021-10-19T12:30
NEARUSDT,0,2021-11-11T10:30
NEARUSDT,0,2022-01-20T22:15
NEARUSDT,1,2022-02-21T11:45
NEARUSDT,0,2022-03-26T04:30
NEARUSDT,2,2022-04-03T05:45
NEARUSDT,0,2022-04-04T20:15
NEARUSDT,2,2022-04-26T14:30
NEARUSDT,2,2022-05-09T19:15
NEARUSDT,2,2022-07-16T16:00
NEARUSDT,1,2022-07-25T01:30
NEARUSDT,0,2022-08-15T07:15
NEARUSDT,2,2022-08-22T08:00
NEARUSDT,0,2022-09-12T09:15
NEARUSDT,0,2022-09-27T17:00
NEARUSDT,0,2022-12-26T01:45
NEARUSDT,2,2023-01-11T19:30
NEARUSDT,0,2023-02-12T22:15
NEARUSDT,1,2023-02-27T15:15
NEARUSDT,2,2023-03-22T19:30
NEARUSDT,1,2023-03-31T14:15
NEARUSDT,0,2023-04-12T08:00
NEARUSDT,2,2023-04-15T08:15
NEARUSDT,2,2023-06-07T09:45
NEARUSDT,2,2023-06-26T06:15
NEARUSDT,1,2023-11-17T02:45
NEARUSDT,2,2023-12-10T20:45
NEARUSDT,2,2024-03-11T03:15
NEARUSDT,2,2024-04-01T05:45
NEARUSDT,1,2024-04-04T08:45
NEARUSDT,1,2024-04-05T15:00
NEARUSDT,0,2024-05-15T12:45
NEARUSDT,0,2024-06-23T00:45
NEARUSDT,0,2024-07-29T15:15
NEARUSDT,0,2024-08-29T19:00
NEARUSDT,1,2024-09-03T14:15
NEARUSDT,2,2024-09-21T13:45
NEARUSDT,0,2025-01-26T22:00
NEARUSDT,2,2025-02-04T06:15
NEARUSDT,2,2025-02-11T19:15
NEARUSDT,0,2025-04-02T05:15
NEARUSDT,0,2025-04-02T23:00
NEARUSDT,2,2025-04-24T15:00
NEARUSDT,0,2025-05-18T19:45
NEARUSDT,1,2025-06-09T10:30
NEARUSDT,0,2025-07-31T13:45
NEARUSDT,0,2025-11-03T03:30
NEARUSDT,0,2025-11-16T16:15
NEARUSDT,2,2025-11-20T16:15
NEARUSDT,2,2025-12-09T15:30
NEARUSDT,0,2025-12-12T16:00
NEARUSDT,2,2025-12-25T23:30
NEARUSDT,0,2026-01-20T08:30
NEARUSDT,0,2026-03-15T01:45
NEARUSDT,0,2026-05-20T06:15
NEARUSDT,0,2026-05-23T16:00
NEARUSDT,1,2026-06-21T21:15
NEARUSDT,0,2026-06-30T13:00
APTUSDT,1,2022-11-16T16:30
APTUSDT,2,2022-12-19T18:45
APTUSDT,0,2023-01-08T23:15
APTUSDT,2,2023-01-12T19:00
APTUSDT,2,2023-01-15T12:00
APTUSDT,0,2023-03-10T07:15
APTUSDT,0,2023-04-13T08:30
APTUSDT,2,2023-05-17T19:00
APTUSDT,1,2023-06-20T18:15
APTUSDT,2,2024-02-12T16:15
APTUSDT,2,2024-02-28T09:30
APTUSDT,0,2024-04-19T02:00
APTUSDT,0,2024-05-17T08:00
APTUSDT,1,2024-07-29T16:00
APTUSDT,0,2024-09-18T10:00
APTUSDT,0,2024-10-07T01:15
APTUSDT,0,2024-10-25T04:45
APTUSDT,2,2024-11-21T14:15
APTUSDT,0,2024-12-21T13:30
APTUSDT,2,2025-01-19T22:30
APTUSDT,0,2025-02-04T05:45
APTUSDT,2,2025-02-28T15:15
APTUSDT,0,2025-03-02T16:45
APTUSDT,0,2025-03-24T00:45
APTUSDT,2,2025-04-28T07:15
APTUSDT,0,2025-06-26T20:00
APTUSDT,0,2025-07-31T13:45
APTUSDT,1,2025-08-07T11:15
APTUSDT,1,2025-08-29T07:30
APTUSDT,0,2025-09-30T20:30
APTUSDT,2,2025-12-22T07:45
APTUSDT,0,2026-04-24T12:00
APTUSDT,0,2026-04-30T02:00
APTUSDT,0,2026-05-13T13:30
APTUSDT,2,2026-05-31T14:15
APTUSDT,0,2026-06-09T01:00
APTUSDT,1,2026-06-14T22:00
APTUSDT,0,2026-06-24T13:30
APTUSDT,2,2026-06-25T13:45
APTUSDT,0,2026-07-22T17:00
ARBUSDT,2,2023-05-01T03:00
ARBUSDT,2,2023-05-03T12:30
ARBUSDT,0,2023-06-14T20:45
ARBUSDT,0,2023-06-20T18:00
ARBUSDT,2,2023-07-10T19:45
ARBUSDT,2,2023-07-15T07:45
ARBUSDT,0,2023-07-30T19:45
ARBUSDT,0,2023-11-01T19:15
ARBUSDT,2,2024-01-07T23:30
ARBUSDT,1,2024-02-12T15:45
ARBUSDT,1,2024-02-14T09:00
ARBUSDT,2,2024-02-26T16:45
ARBUSDT,1,2024-03-06T07:30
ARBUSDT,0,2024-04-19T01:30
ARBUSDT,1,2024-05-05T15:45
ARBUSDT,2,2024-05-10T15:30
ARBUSDT,2,2024-05-17T07:30
ARBUSDT,1,2024-07-23T09:30
ARBUSDT,0,2024-07-29T16:15
ARBUSDT,2,2024-08-21T18:45
ARBUSDT,2,2024-09-03T14:45
ARBUSDT,0,2024-09-18T23:45
ARBUSDT,2,2024-11-18T16:30
ARBUSDT,0,2024-11-27T05:30
ARBUSDT,2,2024-11-29T15:00
ARBUSDT,0,2025-01-19T08:15
ARBUSDT,0,2025-01-19T22:30
ARBUSDT,0,2025-01-26T23:15
ARBUSDT,0,2025-02-04T07:30
ARBUSDT,1,2025-02-18T05:45
ARBUSDT,2,2025-03-18T23:30
ARBUSDT,1,2025-04-04T11:30
ARBUSDT,2,2025-04-11T03:15
ARBUSDT,1,2025-06-09T10:15
ARBUSDT,0,2025-06-17T00:00
ARBUSDT,0,2025-07-31T13:30
ARBUSDT,2,2025-10-10T16:00
ARBUSDT,0,2025-10-21T15:00
ARBUSDT,0,2025-10-30T04:15
ARBUSDT,1,2025-11-20T17:15
ARBUSDT,0,2025-11-26T18:15
ARBUSDT,0,2025-12-01T00:00
ARBUSDT,0,2025-12-12T15:45
ARBUSDT,2,2025-12-15T16:15
ARBUSDT,2,2026-01-22T07:15
ARBUSDT,0,2026-02-08T16:45
ARBUSDT,0,2026-03-22T00:00
ARBUSDT,2,2026-04-07T20:15
ARBUSDT,2,2026-04-23T16:15
ARBUSDT,2,2026-05-13T13:30
ARBUSDT,1,2026-06-14T22:15
ARBUSDT,0,2026-06-17T02:15
OPUSDT,0,2022-06-07T02:15
OPUSDT,2,2022-07-21T19:15
OPUSDT,2,2022-08-10T23:00
OPUSDT,2,2022-08-31T02:30
OPUSDT,2,2022-11-07T20:00
OPUSDT,0,2022-12-07T07:15
OPUSDT,1,2022-12-24T06:15
OPUSDT,2,2023-01-06T16:30
OPUSDT,2,2023-01-12T00:30
OPUSDT,2,2023-02-12T21:45
OPUSDT,2,2023-05-08T01:30
OPUSDT,2,2023-05-17T01:45
OPUSDT,2,2023-06-14T20:45
OPUSDT,2,2023-07-06T14:15
OPUSDT,1,2023-07-13T09:15
OPUSDT,2,2023-08-02T00:00
OPUSDT,1,2023-09-28T07:15
OPUSDT,2,2023-10-23T22:45
OPUSDT,2,2023-12-05T18:30
OPUSDT,2,2023-12-07T15:15
OPUSDT,2,2024-01-09T22:30
OPUSDT,2,2024-02-07T17:00
OPUSDT,2,2024-02-11T03:45
OPUSDT,2,2024-02-20T13:45
OPUSDT,0,2024-02-29T01:30
OPUSDT,2,2024-03-05T04:30
OPUSDT,1,2024-03-24T10:30
OPUSDT,0,2024-04-19T02:00
OPUSDT,1,2024-05-10T15:00
OPUSDT,0,2024-06-13T03:15
OPUSDT,0,2024-07-08T09:00
OPUSDT,1,2024-07-29T15:45
OPUSDT,1,2024-08-02T15:15
OPUSDT,2,2024-08-21T18:00
OPUSDT,0,2024-09-24T21:00
OPUSDT,0,2024-10-01T14:30
OPUSDT,0,2024-10-06T14:30
OPUSDT,2,2024-10-14T03:45
OPUSDT,0,2024-11-09T06:00
OPUSDT,2,2024-11-21T13:00
OPUSDT,2,2024-11-25T10:30
OPUSDT,2,2025-01-19T09:15
OPUSDT,0,2025-01-19T22:45
OPUSDT,2,2025-02-12T22:15
OPUSDT,2,2025-03-10T18:45
OPUSDT,1,2025-04-04T11:30
OPUSDT,1,2025-04-05T13:30
OPUSDT,2,2025-05-18T19:45
OPUSDT,0,2025-05-28T12:30
OPUSDT,2,2025-06-17T00:00
OPUSDT,0,2025-08-29T08:15
OPUSDT,2,2025-10-01T08:30
OPUSDT,0,2025-10-10T16:00
OPUSDT,0,2025-10-14T04:45
OPUSDT,2,2025-12-09T15:45
OPUSDT,2,2025-12-12T16:00
OPUSDT,0,2025-12-15T15:45
OPUSDT,0,2026-01-29T02:45
OPUSDT,2,2026-02-08T16:45
OPUSDT,1,2026-04-12T02:15
OPUSDT,1,2026-05-04T03:00
OPUSDT,0,2026-05-05T02:15
OPUSDT,0,2026-05-13T13:00
OPUSDT,2,2026-06-05T06:15
OPUSDT,2,2026-06-20T14:00
DOTUSDT,1,2020-12-15T09:00
DOTUSDT,0,2021-02-19T08:45
DOTUSDT,2,2021-03-09T01:30
DOTUSDT,2,2021-03-22T21:45
DOTUSDT,2,2021-03-24T19:15
DOTUSDT,0,2021-03-29T07:30
DOTUSDT,0,2021-04-22T00:00
DOTUSDT,0,2021-04-29T23:00
DOTUSDT,1,2021-06-05T11:30
DOTUSDT,2,2021-06-21T03:45
DOTUSDT,1,2021-07-12T11:15
DOTUSDT,2,2021-07-23T23:15
DOTUSDT,0,2021-07-26T00:45
DOTUSDT,0,2021-07-27T13:30
DOTUSDT,0,2021-08-06T13:00
DOTUSDT,0,2021-08-13T04:30
DOTUSDT,2,2021-08-19T14:45
DOTUSDT,1,2021-09-05T14:00
DOTUSDT,0,2021-11-14T16:30
DOTUSDT,1,2021-11-24T03:00
DOTUSDT,0,2022-01-20T21:30
DOTUSDT,2,2022-02-21T11:45
DOTUSDT,0,2022-04-10T23:45
DOTUSDT,0,2022-04-26T14:00
DOTUSDT,1,2022-06-03T10:45
DOTUSDT,0,2022-07-16T16:00
DOTUSDT,1,2022-07-25T01:30
DOTUSDT,2,2022-07-31T16:45
DOTUSDT,2,2022-08-15T07:15
DOTUSDT,0,2022-09-06T01:00
DOTUSDT,2,2023-01-11T20:00
DOTUSDT,2,2023-02-12T22:00
DOTUSDT,0,2023-02-17T04:45
DOTUSDT,2,2023-03-09T19:45
DOTUSDT,0,2023-03-22T19:45
DOTUSDT,1,2023-04-03T08:45
DOTUSDT,2,2023-06-25T04:00
DOTUSDT,2,2023-07-06T14:00
DOTUSDT,1,2023-07-08T20:00
DOTUSDT,1,2023-07-13T10:00
DOTUSDT,1,2023-07-21T01:15
DOTUSDT,0,2023-07-30T19:45
DOTUSDT,0,2023-11-01T18:45
DOTUSDT,0,2024-01-10T21:15
DOTUSDT,2,2024-02-10T21:00
DOTUSDT,2,2024-02-12T16:00
DOTUSDT,0,2024-02-26T16:15
DOTUSDT,2,2024-04-19T02:00
DOTUSDT,2,2024-05-05T16:15
DOTUSDT,2,2024-05-10T15:30
DOTUSDT,0,2024-05-27T15:45
DOTUSDT,0,2024-06-07T18:00
DOTUSDT,1,2024-06-27T10:15
DOTUSDT,1,2024-07-29T16:45
DOTUSDT,0,2024-08-02T15:00
DOTUSDT,1,2024-10-14T04:15
DOTUSDT,0,2024-11-18T02:00
DOTUSDT,0,2024-12-02T21:00
DOTUSDT,1,2024-12-27T16:00
DOTUSDT,2,2025-01-26T23:45
DOTUSDT,2,2025-03-07T09:15
DOTUSDT,2,2025-03-17T01:45
DOTUSDT,2,2025-03-18T21:00
DOTUSDT,2,2025-03-21T02:30
DOTUSDT,2,2025-08-24T18:30
DOTUSDT,0,2025-10-01T08:30
DOTUSDT,1,2025-10-09T02:45
DOTUSDT,2,2025-10-21T15:15
DOTUSDT,0,2025-11-19T05:30
DOTUSDT,0,2025-11-20T17:00
DOTUSDT,0,2025-12-18T19:45
DOTUSDT,2,2025-12-21T13:30
DOTUSDT,0,2026-03-11T13:00
DOTUSDT,2,2026-04-27T06:30
DOTUSDT,2,2026-06-14T22:15
FILUSDT,1,2020-12-15T20:00
FILUSDT,0,2021-02-14T13:15
FILUSDT,0,2021-03-16T15:15
FILUSDT,0,2021-03-30T14:00
FILUSDT,0,2021-04-30T02:15
FILUSDT,0,2021-05-21T15:00
FILUSDT,2,2021-07-19T12:45
FILUSDT,2,2021-07-23T23:30
FILUSDT,1,2021-07-26T00:30
FILUSDT,1,2021-07-30T21:30
FILUSDT,2,2021-08-09T10:30
FILUSDT,0,2021-09-24T09:00
FILUSDT,0,2021-10-15T08:15
FILUSDT,1,2021-11-06T11:15
FILUSDT,2,2021-11-27T02:30
FILUSDT,2,2021-12-26T19:15
FILUSDT,0,2022-01-20T21:30
FILUSDT,0,2022-02-21T11:30
FILUSDT,0,2022-02-27T07:30
FILUSDT,1,2022-03-07T19:45
FILUSDT,1,2022-04-26T14:15
FILUSDT,0,2022-04-30T23:00
FILUSDT,2,2022-05-14T11:15
FILUSDT,2,2022-05-16T06:30
FILUSDT,2,2022-07-16T16:15
FILUSDT,2,2022-08-22T08:15
FILUSDT,2,2022-09-06T17:15
FILUSDT,1,2022-09-23T20:45
FILUSDT,2,2022-09-25T19:00
FILUSDT,2,2022-10-10T08:30
FILUSDT,2,2022-10-15T12:15
FILUSDT,1,2022-10-25T15:30
FILUSDT,2,2023-01-04T02:45
FILUSDT,0,2023-01-12T00:45
FILUSDT,0,2023-02-22T14:45
FILUSDT,1,2023-03-09T20:15
FILUSDT,0,2023-03-22T19:30
FILUSDT,1,2023-03-31T14:45
FILUSDT,2,2023-04-07T14:30
FILUSDT,2,2023-04-10T17:15
FILUSDT,2,2023-05-17T18:00
FILUSDT,1,2023-06-20T18:15
FILUSDT,0,2023-07-30T20:00
FILUSDT,0,2023-11-01T19:15
FILUSDT,2,2024-02-12T16:45
FILUSDT,0,2024-02-17T07:15
FILUSDT,2,2024-04-19T02:00
FILUSDT,2,2024-04-28T23:30
FILUSDT,0,2024-05-05T16:00
FILUSDT,1,2024-05-10T15:00
FILUSDT,1,2024-06-04T15:45
FILUSDT,1,2025-01-19T22:45
FILUSDT,2,2025-01-26T23:30
FILUSDT,1,2025-02-04T05:45
FILUSDT,1,2025-07-15T18:15
FILUSDT,2,2025-07-31T13:30
FILUSDT,2,2025-10-03T16:30
FILUSDT,0,2025-10-21T15:00
FILUSDT,0,2025-12-15T15:15
FILUSDT,0,2026-02-03T18:45
FILUSDT,1,2026-04-07T22:00
FILUSDT,1,2026-05-04T02:00
FILUSDT,1,2026-06-14T22:00
FILUSDT,0,2026-06-25T13:45
LTCUSDT,2,2021-01-01T02:15
LTCUSDT,0,2021-01-18T12:45
LTCUSDT,1,2021-02-05T09:00
LTCUSDT,2,2021-02-08T13:00
LTCUSDT,1,2021-03-03T01:45
LTCUSDT,2,2021-03-24T20:15
LTCUSDT,1,2021-03-29T03:15
LTCUSDT,2,2021-04-13T07:45
LTCUSDT,0,2021-05-21T14:30
LTCUSDT,2,2021-06-17T17:00
LTCUSDT,0,2021-06-21T04:00
LTCUSDT,1,2021-07-06T10:45
LTCUSDT,1,2021-07-15T10:45
LTCUSDT,0,2021-07-23T22:30
LTCUSDT,2,2021-07-30T20:00
LTCUSDT,1,2021-08-09T10:15
LTCUSDT,2,2021-09-24T09:30
LTCUSDT,2,2021-10-06T13:15
LTCUSDT,2,2021-12-28T00:30
LTCUSDT,0,2022-01-14T14:00
LTCUSDT,0,2022-01-20T21:45
LTCUSDT,1,2022-02-21T12:00
LTCUSDT,0,2022-03-07T19:30
LTCUSDT,0,2022-04-10T23:45
LTCUSDT,1,2022-04-15T03:30
LTCUSDT,2,2022-04-26T14:30
LTCUSDT,2,2022-06-18T07:30
LTCUSDT,1,2022-08-03T23:15
LTCUSDT,0,2022-09-27T01:30
LTCUSDT,0,2023-02-12T22:00
LTCUSDT,1,2023-05-03T13:15
LTCUSDT,2,2023-06-10T03:30
LTCUSDT,2,2023-06-20T18:15
LTCUSDT,2,2023-07-13T06:15
LTCUSDT,2,2023-08-02T08:00
LTCUSDT,1,2023-08-24T14:45
LTCUSDT,0,2023-08-29T14:30
LTCUSDT,2,2023-10-22T17:30
LTCUSDT,1,2023-11-01T21:00
LTCUSDT,2,2023-12-17T23:15
LTCUSDT,0,2024-02-11T03:30
LTCUSDT,1,2024-03-11T08:15
LTCUSDT,0,2024-03-26T19:15
LTCUSDT,2,2024-03-29T10:30
LTCUSDT,2,2024-04-12T13:30
LTCUSDT,0,2024-05-06T07:15
LTCUSDT,2,2024-05-13T02:30
