symbol,S,tEntry,tExit,entry,exitPx,exitType,hold,pnlPct,pnlR,cycleAge,slowAge,cfLag,pullLag
LINKUSDT,1,2022-06-07 18:00,2022-06-07 18:15,7.903,8.06106,TP,2,1.86,0.93,1,267,0,0
TRXUSDT,-1,2022-06-08 07:15,2022-06-10 13:30,0.08095,0.079331,TP,218,1.86,0.93,2,109,0,1
FILUSDT,-1,2022-06-08 13:00,2022-06-08 18:30,7.311,7.16478,TP,23,1.86,0.93,2,140,0,1
AVAXUSDT,-1,2022-06-09 03:30,2022-06-09 07:45,24.06,24.5412,SL,18,-2.14,-1.07,2,188,0,1
ETHUSDT,-1,2022-06-10 01:15,2022-06-10 12:30,1779.72,1744.1256,TP,46,1.86,0.93,3,284,0,2
DOTUSDT,-1,2022-06-10 12:45,2022-06-10 13:30,8.86,8.6828,TP,4,1.86,0.93,1,331,0,0
IMXUSDT,-1,2022-06-10 13:45,2022-06-10 14:15,0.9058,0.923916,SL,3,-2.14,-1.07,1,203,0,0
OPUSDT,-1,2022-06-11 11:00,2022-06-11 11:15,0.8183,0.801934,TP,2,1.86,0.93,1,558,0,0
BTCUSDT,-1,2022-06-12 22:30,2022-06-13 00:00,27072.7,26531.246,TP,7,1.86,0.93,1,231,0,0
TRXUSDT,1,2022-06-21 02:30,2022-06-21 05:00,0.06183,0.063067,TP,11,1.86,0.93,1,475,0,0
LTCUSDT,1,2022-06-23 01:45,2022-06-23 02:30,53.8,54.876,TP,4,1.86,0.93,1,331,0,0
IMXUSDT,1,2022-06-23 12:30,2022-06-23 13:45,0.8187,0.802326,SL,6,-2.14,-1.07,3,338,0,2
LINKUSDT,1,2022-06-23 12:45,2022-06-23 14:15,6.937,6.79826,SL,7,-2.14,-1.07,3,336,0,2
XRPUSDT,1,2022-06-23 20:00,2022-06-24 00:45,0.3339,0.340578,TP,20,1.86,0.93,1,321,0,0
FILUSDT,1,2022-06-23 22:30,2022-06-24 02:30,5.813,5.92926,TP,17,1.86,0.93,1,337,0,0
TRXUSDT,1,2022-06-24 02:15,2022-06-24 09:30,0.06406,0.065341,TP,30,1.86,0.93,4,762,0,3
ADAUSDT,1,2022-06-26 01:30,2022-06-26 06:30,0.4992,0.509184,TP,21,1.86,0.93,3,162,0,2
BNBUSDT,1,2022-06-26 06:15,2022-06-26 11:45,238.94,243.7188,TP,23,1.86,0.93,3,607,0,2
DOTUSDT,1,2022-06-27 11:15,2022-06-27 13:30,8.112,7.94976,SL,10,-2.14,-1.07,2,680,0,1
BNBUSDT,1,2022-06-28 11:00,2022-06-28 16:00,238.77,233.9946,SL,21,-2.14,-1.07,2,818,0,1
ETHUSDT,-1,2022-06-28 17:15,2022-06-28 18:15,1178.76,1155.1848,TP,5,1.86,0.93,1,46,0,0
DOTUSDT,-1,2022-06-28 17:45,2022-06-28 18:00,7.605,7.4529,TP,2,1.86,0.93,1,62,0,0
LINKUSDT,-1,2022-06-28 21:00,2022-06-28 22:30,6.505,6.3749,TP,7,1.86,0.93,3,121,0,2
DOGEUSDT,-1,2022-06-30 07:30,2022-06-30 08:45,0.06492,0.063622,TP,6,1.86,0.93,1,145,0,0
LTCUSDT,-1,2022-07-01 07:00,2022-07-01 10:45,51.16,50.1368,TP,16,1.86,0.93,1,336,0,0
SOLUSDT,-1,2022-07-01 07:15,2022-07-01 10:30,33,32.34,TP,14,1.86,0.93,3,343,0,2
LINKUSDT,-1,2022-07-01 13:15,2022-07-01 20:00,6.038,6.15876,SL,28,-2.14,-1.07,3,378,0,2
DOGEUSDT,-1,2022-07-03 10:15,2022-07-03 19:45,0.06571,0.067024,SL,39,-2.14,-1.07,2,444,0,1
ADAUSDT,-1,2022-07-03 14:15,2022-07-03 19:45,0.4465,0.45543,SL,23,-2.14,-1.07,3,529,0,2
NEARUSDT,1,2022-07-05 22:15,2022-07-06 00:15,3.421,3.35258,SL,9,-2.14,-1.07,4,121,0,3
ADAUSDT,1,2022-07-06 10:15,2022-07-07 02:00,0.4586,0.467772,TP,64,1.86,0.93,2,141,0,1
OPUSDT,1,2022-07-06 19:00,2022-07-07 00:00,0.5458,0.556716,TP,21,1.86,0.93,3,186,0,2
DOGEUSDT,1,2022-07-06 19:30,2022-07-07 11:15,0.06814,0.069503,TP,64,1.86,0.93,3,214,0,2
TRXUSDT,1,2022-07-07 15:00,2022-07-08 01:15,0.06822,0.069584,TP,42,1.86,0.93,1,357,0,0
LTCUSDT,1,2022-07-09 18:15,2022-07-09 23:15,53.34,54.4068,TP,21,1.86,0.93,1,189,0,0
XRPUSDT,-1,2022-07-13 14:30,2022-07-13 18:30,0.3116,0.317832,SL,17,-2.14,-1.07,2,285,0,1
FILUSDT,-1,2022-07-13 14:30,2022-07-13 23:15,5.167,5.27034,SL,36,-2.14,-1.07,2,288,0,1
LTCUSDT,-1,2022-07-13 14:30,2022-07-13 17:00,47.87,48.8274,SL,11,-2.14,-1.07,3,264,0,2
BTCUSDT,-1,2022-07-13 16:30,2022-07-13 17:00,19463.1,19852.362,SL,3,-2.14,-1.07,3,290,0,2
LTCUSDT,-1,2022-07-14 13:30,2022-07-14 15:00,48.14,49.1028,SL,7,-2.14,-1.07,2,356,0,1
ETHUSDT,1,2022-07-14 16:15,2022-07-14 17:15,1134.08,1156.7616,TP,5,1.86,0.93,1,53,0,0
XRPUSDT,1,2022-07-16 11:00,2022-07-16 16:00,0.341,0.34782,TP,21,1.86,0.93,1,154,0,0
ETHUSDT,1,2022-07-16 14:30,2022-07-16 15:00,1233.12,1257.7824,TP,3,1.86,0.93,1,238,0,0
AVAXUSDT,1,2022-07-16 15:00,2022-07-16 16:00,19.92,20.3184,TP,5,1.86,0.93,1,248,0,0
SOLUSDT,1,2022-07-16 15:30,2022-07-16 16:00,37.88,38.6376,TP,3,1.86,0.93,1,183,0,0
TRXUSDT,1,2022-07-16 15:30,2022-07-16 16:30,0.06733,0.068677,TP,5,1.86,0.93,1,173,0,0
DOTUSDT,1,2022-07-16 16:00,2022-07-16 16:30,6.959,7.09818,TP,3,1.86,0.93,1,172,0,0
TRXUSDT,1,2022-07-18 05:15,2022-07-18 08:00,0.06937,0.070757,TP,12,1.86,0.93,1,324,0,0
BTCUSDT,1,2022-07-18 05:30,2022-07-18 06:30,21762.3,22197.546,TP,5,1.86,0.93,1,336,0,0
LINKUSDT,1,2022-07-18 05:30,2022-07-18 08:00,6.7,6.834,TP,11,1.86,0.93,1,315,0,0
DOTUSDT,1,2022-07-18 05:30,2022-07-18 06:30,7.353,7.50006,TP,5,1.86,0.93,1,322,0,0
AVAXUSDT,1,2022-07-19 01:00,2022-07-19 03:15,23.41,23.8782,TP,10,1.86,0.93,2,480,0,1
AVAXUSDT,1,2022-07-21 16:45,2022-07-21 17:30,25.42,24.9116,SL,4,-2.14,-1.07,1,735,0,0
DOTUSDT,1,2022-07-22 07:00,2022-07-22 09:00,7.633,7.78566,TP,9,1.86,0.93,1,712,0,0
SOLUSDT,-1,2022-07-22 16:15,2022-07-22 19:30,41.62,40.7876,TP,14,1.86,0.93,1,142,0,0
LINKUSDT,-1,2022-07-22 19:30,2022-07-23 04:30,6.822,6.95844,SL,37,-2.14,-1.07,1,131,0,0
TRXUSDT,-1,2022-07-25 01:00,2022-07-25 13:30,0.06569,0.064376,TP,51,1.86,0.93,1,371,0,0
DOGEUSDT,-1,2022-07-25 01:15,2022-07-25 02:30,0.06565,0.064337,TP,6,1.86,0.93,1,203,0,0
AVAXUSDT,-1,2022-07-25 01:15,2022-07-25 02:30,22.78,22.3244,TP,6,1.86,0.93,1,124,0,0
XRPUSDT,-1,2022-07-25 01:30,2022-07-25 04:00,0.3511,0.344078,TP,11,1.86,0.93,1,141,0,0
NEARUSDT,-1,2022-07-25 01:30,2022-07-25 03:30,4.132,4.04936,TP,9,1.86,0.93,1,119,0,0
DOTUSDT,-1,2022-07-25 01:30,2022-07-25 14:15,7.118,6.97564,TP,52,1.86,0.93,1,197,0,0
SOLUSDT,-1,2022-07-25 02:00,2022-07-25 03:00,39,38.22,TP,5,1.86,0.93,1,373,0,0
BNBUSDT,-1,2022-07-25 02:00,2022-07-25 19:00,256.11,250.9878,TP,69,1.86,0.93,1,132,0,0
BTCUSDT,-1,2022-07-25 02:15,2022-07-25 19:30,22039.7,21598.906,TP,70,1.86,0.93,1,152,0,0
SOLUSDT,1,2022-07-30 13:45,2022-07-30 14:45,44.79,43.8942,SL,5,-2.14,-1.07,1,261,0,0
TRXUSDT,1,2022-07-30 14:30,2022-07-30 23:15,0.07041,0.069002,SL,36,-2.14,-1.07,3,331,0,2
DOTUSDT,1,2022-07-31 16:45,2022-07-31 17:45,8.914,9.09228,TP,5,1.86,0.93,1,371,0,0
SOLUSDT,-1,2022-08-03 00:30,2022-08-03 01:15,37.76,38.5152,SL,4,-2.14,-1.07,1,114,0,0
LTCUSDT,-1,2022-08-03 03:30,2022-08-03 06:30,57.42,58.5684,SL,13,-2.14,-1.07,4,138,0,3
AVAXUSDT,-1,2022-08-04 00:30,2022-08-04 01:00,23.4,23.868,SL,3,-2.14,-1.07,4,207,0,3
DOTUSDT,-1,2022-08-04 01:00,2022-08-04 06:30,8.178,8.01444,TP,23,1.86,0.93,3,204,0,2
XRPUSDT,-1,2022-08-04 11:45,2022-08-05 03:45,0.3691,0.3755,TIMEOUT,65,-1.874,-0.937,4,213,0,3
BNBUSDT,1,2022-08-07 12:45,2022-08-07 14:30,317.83,324.1866,TP,8,1.86,0.93,1,378,0,0
ADAUSDT,1,2022-08-07 14:15,2022-08-07 20:30,0.5184,0.528768,TP,26,1.86,0.93,2,144,0,1
DOTUSDT,1,2022-08-07 16:45,2022-08-07 23:00,8.758,8.58284,SL,26,-2.14,-1.07,1,241,0,0
LTCUSDT,1,2022-08-07 16:45,2022-08-08 08:30,61.48,62.7096,TP,64,1.86,0.93,4,247,0,3
LINKUSDT,1,2022-08-07 17:00,2022-08-07 19:15,7.968,8.12736,TP,10,1.86,0.93,1,240,0,0
DOGEUSDT,1,2022-08-07 18:45,2022-08-08 06:45,0.06937,0.070757,TP,49,1.86,0.93,4,226,0,3
TRXUSDT,1,2022-08-08 06:45,2022-08-09 10:15,0.07022,0.06929,TIMEOUT,111,-1.464,-0.732,1,267,0,0
LINKUSDT,1,2022-08-10 13:15,2022-08-10 14:00,9.019,9.19938,TP,4,1.86,0.93,1,513,0,0
NEARUSDT,1,2022-08-10 13:15,2022-08-10 14:00,5.657,5.77014,TP,4,1.86,0.93,1,659,0,0
BNBUSDT,1,2022-08-10 13:30,2022-08-10 19:45,333.29,326.6242,SL,26,-2.14,-1.07,1,669,0,0
SOLUSDT,1,2022-08-12 20:00,2022-08-13 00:15,44.89,45.7878,TP,18,1.86,0.93,1,207,0,0
FILUSDT,1,2022-08-12 20:15,2022-08-13 08:15,8.722,8.54756,SL,49,-2.14,-1.07,4,157,0,3
BTCUSDT,1,2022-08-12 23:15,2022-08-14 07:15,24391.3,24879.126,TP,129,1.86,0.93,1,228,0,0
LTCUSDT,1,2022-08-12 23:15,2022-08-13 06:15,62.91,64.1682,TP,29,1.86,0.93,1,225,0,0
DOTUSDT,1,2022-08-13 00:30,2022-08-13 06:15,9.447,9.63594,TP,24,1.86,0.93,4,233,0,3
TRXUSDT,1,2022-08-13 01:15,2022-08-13 08:30,0.07081,0.06961,TIMEOUT,30,-1.835,-0.917,1,220,0,0
NEARUSDT,-1,2022-08-15 07:15,2022-08-15 19:30,5.495,5.3851,TP,50,1.86,0.93,1,53,0,0
DOGEUSDT,1,2022-08-16 06:15,2022-08-16 08:00,0.08066,0.082273,TP,8,1.86,0.93,1,518,0,0
SOLUSDT,-1,2022-08-17 10:15,2022-08-17 12:15,42.79,41.9342,TP,9,1.86,0.93,1,243,0,0
BTCUSDT,-1,2022-08-17 10:30,2022-08-17 19:00,23750.5,23275.49,TP,35,1.86,0.93,1,126,0,0
ADAUSDT,-1,2022-08-17 10:30,2022-08-17 12:15,0.5524,0.541352,TP,8,1.86,0.93,1,179,0,0
IMXUSDT,-1,2022-08-17 10:45,2022-08-17 12:00,1.0162,0.995876,TP,6,1.86,0.93,1,259,0,0
DOTUSDT,-1,2022-08-17 11:00,2022-08-17 12:15,8.778,8.60244,TP,6,1.86,0.93,1,263,0,0
BNBUSDT,-1,2022-08-17 12:15,2022-08-17 21:15,309.78,303.5844,TP,37,1.86,0.93,1,266,0,0
ETHUSDT,-1,2022-08-17 12:30,2022-08-17 13:30,1878.59,1841.0182,TP,5,1.86,0.93,3,204,0,2
TRXUSDT,-1,2022-08-17 12:45,2022-08-18 03:30,0.06897,0.067591,TP,60,1.86,0.93,1,198,0,0
OPUSDT,-1,2022-08-20 15:45,2022-08-20 17:00,1.1507,1.127686,TP,6,1.86,0.93,1,1082,0,0
XRPUSDT,-1,2022-08-22 04:45,2022-08-22 08:00,0.34,0.3332,TP,14,1.86,0.93,4,295,0,3
BTCUSDT,-1,2022-08-22 09:00,2022-08-23 14:00,21202,21626.04,SL,117,-2.14,-1.07,3,600,0,2
TRXUSDT,-1,2022-08-22 12:30,2022-08-23 00:15,0.06504,0.066341,SL,48,-2.14,-1.07,4,677,0,3
LTCUSDT,1,2022-08-23 16:15,2022-08-23 18:15,56.36,57.4872,TP,9,1.86,0.93,2,78,0,1
SOLUSDT,-1,2022-08-24 04:45,2022-08-24 13:00,34.8,35.496,SL,34,-2.14,-1.07,4,893,0,3
TRXUSDT,-1,2022-08-28 22:30,2022-08-29 01:15,0.06209,0.060848,TP,12,1.86,0.93,1,1293,0,0
DOGEUSDT,-1,2022-08-30 14:45,2022-08-30 16:30,0.06167,0.060437,TP,8,1.86,0.93,1,369,0,0
ADAUSDT,1,2022-08-31 01:45,2022-08-31 15:00,0.4594,0.450212,SL,54,-2.14,-1.07,1,82,0,0
LINKUSDT,1,2022-08-31 01:45,2022-08-31 06:00,6.733,6.86766,TP,18,1.86,0.93,1,108,0,0
LINKUSDT,1,2022-09-01 21:45,2022-09-01 22:45,6.781,6.91662,TP,5,1.86,0.93,1,284,0,0
ETHUSDT,1,2022-09-02 05:15,2022-09-02 12:30,1586.98,1618.7196,TP,30,1.86,0.93,4,335,0,3
LINKUSDT,1,2022-09-04 11:30,2022-09-04 12:30,7.018,7.15836,TP,5,1.86,0.93,1,531,0,0
DOTUSDT,1,2022-09-05 00:45,2022-09-05 04:00,7.46,7.6092,TP,14,1.86,0.93,1,237,0,0
IMXUSDT,-1,2022-09-05 12:15,2022-09-05 22:45,0.8245,0.84099,SL,43,-2.14,-1.07,4,174,0,3
TRXUSDT,-1,2022-09-05 12:15,2022-09-06 01:00,0.06281,0.06351,TIMEOUT,52,-1.254,-0.627,4,375,0,3
BTCUSDT,-1,2022-09-06 17:15,2022-09-06 20:00,19061.1,18679.878,TP,12,1.86,0.93,1,671,0,0
FILUSDT,-1,2022-09-06 17:15,2022-09-06 18:30,5.735,5.6203,TP,6,1.86,0.93,1,122,0,0
NEARUSDT,1,2022-09-12 09:15,2022-09-12 14:30,5.182,5.07836,SL,22,-2.14,-1.07,1,430,0,0
FILUSDT,1,2022-09-12 23:30,2022-09-13 00:15,6.567,6.43566,SL,4,-2.14,-1.07,2,366,0,1
XRPUSDT,-1,2022-09-15 13:00,2022-09-15 14:45,0.3332,0.326536,TP,8,1.86,0.93,1,182,0,0
FILUSDT,-1,2022-09-18 12:45,2022-09-18 16:00,5.788,5.67224,TP,14,1.86,0.93,2,465,0,1
NEARUSDT,-1,2022-09-18 14:30,2022-09-18 17:45,4.228,4.14344,TP,14,1.86,0.93,1,473,0,0
SOLUSDT,-1,2022-09-18 15:45,2022-09-18 18:15,32.88,32.2224,TP,11,1.86,0.93,1,478,0,0
OPUSDT,-1,2022-09-18 15:45,2022-09-18 16:30,1.0828,1.061144,TP,4,1.86,0.93,1,549,0,0
AVAXUSDT,-1,2022-09-18 16:00,2022-09-18 21:00,17.8,17.444,TP,21,1.86,0.93,1,478,0,0
BNBUSDT,-1,2022-09-18 16:45,2022-09-18 21:00,274.48,268.9904,TP,18,1.86,0.93,1,484,0,0
IMXUSDT,-1,2022-09-18 21:45,2022-09-18 22:15,0.771,0.75558,TP,3,1.86,0.93,1,498,0,0
AVAXUSDT,-1,2022-09-20 18:45,2022-09-21 17:30,16.76,17.0952,SL,92,-2.14,-1.07,3,681,0,2
ADAUSDT,-1,2022-09-20 22:45,2022-09-21 00:30,0.4416,0.450432,SL,8,-2.14,-1.07,4,201,0,3
ETHUSDT,-1,2022-09-21 00:45,2022-09-21 17:30,1333.65,1360.323,SL,68,-2.14,-1.07,4,719,0,3
NEARUSDT,-1,2022-09-23 11:00,2022-09-23 13:45,3.754,3.67892,TP,12,1.86,0.93,1,939,0,0
BNBUSDT,1,2022-09-24 01:00,2022-09-24 05:00,276.89,282.4278,TP,17,1.86,0.93,1,100,0,0
AVAXUSDT,1,2022-09-24 03:30,2022-09-25 13:00,17.87,17.67,TIMEOUT,135,-1.259,-0.63,3,115,1,1
XRPUSDT,1,2022-09-24 06:45,2022-09-24 07:00,0.5029,0.492842,SL,2,-2.14,-1.07,3,420,0,2
BTCUSDT,-1,2022-09-25 15:15,2022-09-26 10:00,18993.1,19065.5,TIMEOUT,76,-0.521,-0.261,2,329,0,1
LINKUSDT,1,2022-09-27 00:30,2022-09-27 02:45,7.965,8.1243,TP,10,1.86,0.93,1,346,0,0
BNBUSDT,1,2022-09-27 01:30,2022-09-27 06:15,280.76,286.3752,TP,20,1.86,0.93,1,390,0,0
LTCUSDT,1,2022-09-27 01:30,2022-09-27 16:00,54.99,53.8902,SL,59,-2.14,-1.07,1,298,0,0
ADAUSDT,-1,2022-09-27 17:00,2022-09-28 01:30,0.4414,0.432572,TP,35,1.86,0.93,1,152,0,0
NEARUSDT,-1,2022-09-27 17:00,2022-09-28 01:30,3.581,3.50938,TP,35,1.86,0.93,1,1347,0,0
DOGEUSDT,-1,2022-09-27 17:15,2022-09-28 02:15,0.06024,0.059035,TP,37,1.86,0.93,1,141,0,0
TRXUSDT,-1,2022-09-27 17:30,2022-09-28 20:30,0.05908,0.05975,TIMEOUT,109,-1.274,-0.637,1,147,0,0
LTCUSDT,-1,2022-10-01 16:30,2022-10-02 23:00,53.02,51.9596,TP,123,1.86,0.93,1,369,0,0
AVAXUSDT,-1,2022-10-01 16:45,2022-10-02 10:15,17.05,16.709,TP,71,1.86,0.93,1,366,0,0
NEARUSDT,-1,2022-10-02 11:30,2022-10-02 23:00,3.532,3.46136,TP,47,1.86,0.93,1,1805,0,0
OPUSDT,-1,2022-10-05 10:00,2022-10-06 00:45,0.8518,0.868836,SL,60,-2.14,-1.07,1,704,0,0
FILUSDT,-1,2022-10-05 11:00,2022-10-06 00:15,5.521,5.593,TIMEOUT,54,-1.444,-0.722,1,725,0,0
AVAXUSDT,1,2022-10-06 00:45,2022-10-06 18:30,17.48,17.1304,SL,72,-2.14,-1.07,1,149,0,0
XRPUSDT,1,2022-10-09 15:15,2022-10-09 18:45,0.5294,0.539988,TP,15,1.86,0.93,1,486,0,0
TRXUSDT,1,2022-10-09 16:00,2022-10-10 04:00,0.06241,0.063658,TP,49,1.86,0.93,3,939,1,1
IMXUSDT,-1,2022-10-10 07:45,2022-10-10 08:15,0.7244,0.709912,TP,3,1.86,0.93,1,322,0,0
LINKUSDT,-1,2022-10-11 00:15,2022-10-11 23:15,7.232,7.08736,TP,93,1.86,0.93,1,236,0,0
DOGEUSDT,-1,2022-10-13 01:30,2022-10-13 02:30,0.05939,0.058202,TP,5,1.86,0.93,1,518,0,0
ETHUSDT,-1,2022-10-13 05:30,2022-10-13 10:15,1288.64,1262.8672,TP,20,1.86,0.93,3,525,0,2
ADAUSDT,-1,2022-10-14 16:00,2022-10-14 21:45,0.3687,0.361326,TP,24,1.86,0.93,1,599,0,0
NEARUSDT,-1,2022-10-14 16:45,2022-10-14 21:45,3.016,2.95568,TP,21,1.86,0.93,1,666,0,0
DOTUSDT,-1,2022-10-14 17:15,2022-10-16 04:45,6.08,6.132,TIMEOUT,143,-0.995,-0.498,1,356,0,0
LINKUSDT,-1,2022-10-14 18:45,2022-10-16 01:30,6.876,7.01352,SL,124,-2.14,-1.07,1,598,0,0
FILUSDT,1,2022-10-15 12:15,2022-10-16 18:30,5.212,5.10776,SL,122,-2.14,-1.07,1,119,0,0
FILUSDT,1,2022-10-17 14:15,2022-10-18 14:30,5.209,5.10482,SL,98,-2.14,-1.07,3,319,0,2
DOGEUSDT,1,2022-10-20 17:30,2022-10-21 00:15,0.05992,0.058722,SL,28,-2.14,-1.07,2,146,0,1
NEARUSDT,-1,2022-10-20 23:15,2022-10-21 00:15,2.859,2.80182,TP,5,1.86,0.93,2,187,0,1
APTUSDT,1,2022-10-21 05:00,2022-10-21 08:00,7.535,7.3843,SL,13,-2.14,-1.07,2,204,0,1
APTUSDT,1,2022-10-22 01:15,2022-10-22 02:45,7.545,7.3941,SL,7,-2.14,-1.07,2,285,0,1
DOGEUSDT,1,2022-10-22 01:45,2022-10-23 12:45,0.0594,0.05911,TIMEOUT,141,-0.628,-0.314,2,275,0,1
TRXUSDT,-1,2022-10-23 12:15,2022-10-25 15:00,0.06134,0.06185,TIMEOUT,204,-0.971,-0.486,4,200,0,3
LINKUSDT,1,2022-10-23 19:45,2022-10-24 14:15,6.989,6.84922,SL,75,-2.14,-1.07,1,53,0,0
IMXUSDT,-1,2022-10-24 15:45,2022-10-24 23:45,0.5484,0.537432,TP,33,1.86,0.93,1,540,0,0
DOGEUSDT,1,2022-10-25 05:00,2022-10-25 15:30,0.05996,0.061159,TP,43,1.86,0.93,2,576,0,1
BTCUSDT,1,2022-10-25 14:15,2022-10-25 17:00,19495.5,19885.41,TP,12,1.86,0.93,1,177,0,0
BNBUSDT,1,2022-10-25 14:15,2022-10-25 16:30,277.52,283.0704,TP,10,1.86,0.93,1,174,0,0
AVAXUSDT,1,2022-10-25 14:15,2022-10-25 16:00,16.115,16.4373,TP,8,1.86,0.93,1,297,0,0
SOLUSDT,1,2022-10-25 14:30,2022-10-25 15:30,28.91,29.4882,TP,5,1.86,0.93,1,162,0,0
LTCUSDT,1,2022-10-25 14:45,2022-10-25 17:00,53.3,54.366,TP,10,1.86,0.93,1,729,0,0
LINKUSDT,1,2022-10-25 15:30,2022-10-25 17:00,6.994,7.13388,TP,7,1.86,0.93,1,228,0,0
FILUSDT,1,2022-10-25 15:30,2022-10-25 17:00,5.055,5.1561,TP,7,1.86,0.93,1,177,0,0
BNBUSDT,1,2022-10-28 13:30,2022-10-28 17:15,294.1,299.982,TP,16,1.86,0.93,1,459,0,0
IMXUSDT,1,2022-10-28 16:00,2022-10-28 16:15,0.6435,0.63063,SL,2,-2.14,-1.07,1,273,0,0
FILUSDT,1,2022-10-28 16:30,2022-10-29 08:15,5.386,5.49372,TP,64,1.86,0.93,1,469,0,0
SOLUSDT,1,2022-10-28 16:45,2022-10-28 20:15,31.82,32.4564,TP,15,1.86,0.93,1,459,0,0
LINKUSDT,1,2022-10-28 17:15,2022-10-29 16:15,7.145,7.2879,TP,93,1.86,0.93,1,523,0,0
DOTUSDT,1,2022-10-28 18:45,2022-10-29 03:45,6.495,6.6249,TP,37,1.86,0.93,4,312,0,3
BTCUSDT,1,2022-10-31 13:00,2022-10-31 13:45,20740.9,20326.082,SL,4,-2.14,-1.07,3,748,0,2
LTCUSDT,1,2022-11-01 11:00,2022-11-02 08:30,55.44,56.5488,TP,87,1.86,0.93,2,251,0,1
APTUSDT,-1,2022-11-02 07:15,2022-11-02 09:30,7.689,7.53522,TP,10,1.86,0.93,1,707,0,0
DOTUSDT,1,2022-11-07 15:15,2022-11-07 17:00,7.044,7.18488,TP,8,1.86,0.93,1,315,0,0
BNBUSDT,-1,2022-11-09 04:30,2022-11-09 08:15,315.33,309.0234,TP,16,1.86,0.93,3,201,0,2
TRXUSDT,-1,2022-11-09 20:00,2022-11-09 21:00,0.05609,0.054968,TP,5,1.86,0.93,1,258,0,0
AVAXUSDT,-1,2022-11-11 14:15,2022-11-11 14:45,13.819,14.09538,SL,3,-2.14,-1.07,1,442,0,0
DOTUSDT,-1,2022-11-11 14:45,2022-11-11 16:00,5.679,5.56542,TP,6,1.86,0.93,3,324,0,2
TRXUSDT,-1,2022-11-11 16:00,2022-11-11 17:30,0.05527,0.054165,TP,7,1.86,0.93,1,434,0,0
SOLUSDT,-1,2022-11-11 18:00,2022-11-11 19:00,16.465,16.1357,TP,5,1.86,0.93,2,461,0,1
DOTUSDT,-1,2022-11-14 01:30,2022-11-14 06:30,5.517,5.62734,SL,21,-2.14,-1.07,1,559,0,0
ETHUSDT,-1,2022-11-16 09:15,2022-11-16 14:00,1226.53,1201.9994,TP,20,1.86,0.93,1,897,0,0
OPUSDT,-1,2022-11-16 13:30,2022-11-16 14:00,0.9043,0.886214,TP,3,1.86,0.93,3,301,0,2
APTUSDT,1,2022-11-16 16:30,2022-11-16 20:15,4.6916,4.785432,TP,16,1.86,0.93,1,118,0,0
LTCUSDT,1,2022-11-17 09:15,2022-11-17 15:15,58.53,59.7006,TP,25,1.86,0.93,4,110,0,3
DOTUSDT,-1,2022-11-18 19:00,2022-11-19 05:15,5.638,5.52524,TP,42,1.86,0.93,1,207,0,0
BNBUSDT,-1,2022-11-19 13:45,2022-11-20 07:30,270.71,273.41,TIMEOUT,72,-1.137,-0.569,2,1198,0,1
FILUSDT,1,2022-11-19 18:00,2022-11-20 01:00,4.358,4.44516,TP,29,1.86,0.93,3,339,0,2
BTCUSDT,1,2022-11-19 23:30,2022-11-20 11:45,16700.5,16517.5,TIMEOUT,50,-1.236,-0.618,4,368,0,3
ETHUSDT,-1,2022-11-20 10:30,2022-11-20 11:30,1192.45,1168.601,TP,5,1.86,0.93,1,1286,0,0
ADAUSDT,-1,2022-11-20 11:00,2022-11-20 12:00,0.3233,0.316834,TP,5,1.86,0.93,1,353,0,0
DOTUSDT,-1,2022-11-20 11:15,2022-11-20 18:00,5.506,5.39588,TP,28,1.86,0.93,1,368,0,0
DOGEUSDT,-1,2022-11-20 11:30,2022-11-20 18:00,0.08168,0.080046,TP,27,1.86,0.93,1,160,0,0
OPUSDT,-1,2022-11-20 12:30,2022-11-20 20:15,0.8923,0.874454,TP,32,1.86,0.93,1,681,0,0
DOGEUSDT,1,2022-11-27 05:15,2022-11-27 06:15,0.09455,0.096441,TP,5,1.86,0.93,1,390,0,0
XRPUSDT,1,2022-11-27 14:45,2022-11-27 23:15,0.4034,0.395332,SL,35,-2.14,-1.07,3,449,0,2
NEARUSDT,-1,2022-11-28 01:00,2022-11-28 01:15,1.599,1.56702,TP,2,1.86,0.93,1,97,0,0
DOGEUSDT,1,2022-11-29 02:30,2022-11-29 04:45,0.102,0.10404,TP,10,1.86,0.93,1,571,0,0
SOLUSDT,-1,2022-11-30 18:30,2022-11-30 19:00,13.487,13.75674,SL,3,-2.14,-1.07,2,258,0,1
DOGEUSDT,1,2022-12-01 00:30,2022-12-01 05:30,0.10545,0.103341,SL,21,-2.14,-1.07,3,755,0,2
BNBUSDT,-1,2022-12-01 13:30,2022-12-02 01:45,295.26,289.3548,TP,50,1.86,0.93,1,333,0,0
FILUSDT,1,2022-12-02 08:30,2022-12-02 10:15,4.457,4.54614,TP,8,1.86,0.93,1,258,0,0
APTUSDT,1,2022-12-02 17:00,2022-12-02 18:30,4.7782,4.873764,TP,7,1.86,0.93,1,257,0,0
LTCUSDT,1,2022-12-03 00:30,2022-12-03 18:00,77.3,76.3,TIMEOUT,71,-1.434,-0.717,3,342,0,2
XRPUSDT,-1,2022-12-04 00:15,2022-12-05 13:15,0.3892,0.3925,TIMEOUT,149,-0.988,-0.494,2,173,0,1
FILUSDT,1,2022-12-04 17:30,2022-12-05 19:30,4.542,4.48,TIMEOUT,105,-1.505,-0.753,1,486,0,0
