symbol,S,tEntry,tExit,entry,exitPx,exitType,hold,pnlPct,pnlR,cycleAge,slowAge,cfLag,pullLag
LINKUSDT,1,2025-05-12 05:15,2025-05-12 07:00,17.046,17.38692,TP,8,1.86,0.93,4,389,0,3
IMXUSDT,1,2025-05-12 07:45,2025-05-12 08:30,0.7495,0.73451,SL,4,-2.14,-1.07,3,394,0,2
SOLUSDT,1,2025-05-12 07:45,2025-05-12 13:45,176.01,179.5302,TP,25,1.86,0.93,3,402,0,2
ADAUSDT,1,2025-05-12 07:45,2025-05-12 12:15,0.8246,0.841092,TP,19,1.86,0.93,2,397,0,1
BNBUSDT,1,2025-05-12 08:30,2025-05-12 11:00,671.22,684.6444,TP,11,1.86,0.93,1,628,0,0
XRPUSDT,1,2025-05-12 10:00,2025-05-12 11:15,2.4206,2.469012,TP,6,1.86,0.93,4,391,0,3
APTUSDT,1,2025-05-12 13:30,2025-05-12 14:15,6.0133,5.893034,SL,4,-2.14,-1.07,2,413,0,1
ETHUSDT,1,2025-05-13 13:00,2025-05-13 16:00,2524.19,2574.6738,TP,13,1.86,0.93,1,518,0,0
SOLUSDT,1,2025-05-13 15:45,2025-05-13 19:15,175.96,179.4792,TP,15,1.86,0.93,2,530,1,0
AVAXUSDT,1,2025-05-13 16:30,2025-05-13 19:15,25.22,25.7244,TP,12,1.86,0.93,1,520,0,0
LINKUSDT,1,2025-05-13 16:45,2025-05-13 18:45,17.031,17.37162,TP,9,1.86,0.93,1,531,0,0
FILUSDT,1,2025-05-13 17:30,2025-05-13 21:30,3.176,3.23952,TP,17,1.86,0.93,1,528,0,0
BNBUSDT,1,2025-05-13 17:45,2025-05-14 15:00,662.02,654.7,TIMEOUT,86,-1.246,-0.623,1,761,0,0
NEARUSDT,1,2025-05-13 18:30,2025-05-13 19:15,3.178,3.24156,TP,4,1.86,0.93,1,526,0,0
LTCUSDT,-1,2025-05-17 13:00,2025-05-17 19:30,98.22,96.2556,TP,27,1.86,0.93,1,213,0,0
TONUSDT,-1,2025-05-18 21:00,2025-05-19 03:30,3.1055,3.04339,TP,27,1.86,0.93,2,546,0,1
XRPUSDT,-1,2025-05-19 03:30,2025-05-19 06:30,2.353,2.30594,TP,13,1.86,0.93,1,343,0,0
LTCUSDT,-1,2025-05-20 07:45,2025-05-21 05:30,93.86,95.7372,SL,88,-2.14,-1.07,1,480,0,0
ADAUSDT,-1,2025-05-20 13:15,2025-05-20 20:45,0.7276,0.742152,SL,31,-2.14,-1.07,2,490,0,1
IMXUSDT,-1,2025-05-20 13:45,2025-05-20 20:00,0.6348,0.647496,SL,26,-2.14,-1.07,3,506,0,2
OPUSDT,-1,2025-05-20 14:00,2025-05-20 17:45,0.6984,0.712368,SL,16,-2.14,-1.07,2,506,0,1
TONUSDT,-1,2025-05-26 15:15,2025-05-27 15:45,2.9621,2.9969,TIMEOUT,99,-1.315,-0.657,4,259,0,3
SUIUSDT,-1,2025-05-26 16:45,2025-05-27 01:15,3.4978,3.427844,TP,35,1.86,0.93,1,305,0,0
ADAUSDT,-1,2025-05-27 05:45,2025-05-27 08:15,0.7551,0.770202,SL,11,-2.14,-1.07,2,314,0,1
ADAUSDT,-1,2025-05-28 04:30,2025-05-28 15:00,0.7563,0.741174,TP,43,1.86,0.93,2,405,0,1
DOGEUSDT,-1,2025-05-28 08:45,2025-05-28 15:00,0.223,0.21854,TP,26,1.86,0.93,4,412,0,3
DOTUSDT,-1,2025-05-28 21:15,2025-05-28 23:15,4.479,4.56858,SL,9,-2.14,-1.07,3,474,1,1
TRXUSDT,1,2025-05-29 09:45,2025-05-30 01:00,0.27576,0.27233,TIMEOUT,62,-1.384,-0.692,4,218,0,3
BTCUSDT,-1,2025-05-29 15:15,2025-05-29 23:45,107451.6,105302.568,TP,35,1.86,0.93,1,77,0,0
BNBUSDT,-1,2025-06-01 08:00,2025-06-01 21:30,652.14,657.34,TIMEOUT,55,-0.937,-0.469,1,208,0,0
ADAUSDT,-1,2025-06-01 08:00,2025-06-01 09:45,0.6687,0.655326,TP,8,1.86,0.93,1,803,0,0
OPUSDT,-1,2025-06-02 05:00,2025-06-02 07:15,0.6398,0.652596,SL,10,-2.14,-1.07,4,307,0,3
1000PEPEUSDT,-1,2025-06-02 12:00,2025-06-02 14:30,0.0115102,0.01174,SL,11,-2.14,-1.07,2,331,0,1
AVAXUSDT,-1,2025-06-02 12:30,2025-06-02 21:45,20.472,20.88144,SL,38,-2.14,-1.07,3,343,0,2
SOLUSDT,-1,2025-06-02 15:15,2025-06-02 22:00,153.01,156.0702,SL,28,-2.14,-1.07,2,464,0,1
SUIUSDT,-1,2025-06-04 00:45,2025-06-04 11:15,3.2595,3.19431,TP,43,1.86,0.93,3,467,0,2
BNBUSDT,1,2025-06-04 03:30,2025-06-04 22:30,669.33,663.19,TIMEOUT,77,-1.057,-0.529,1,110,0,0
ADAUSDT,1,2025-06-08 16:00,2025-06-09 05:00,0.6711,0.657678,SL,53,-2.14,-1.07,1,186,0,0
SOLUSDT,1,2025-06-08 17:00,2025-06-09 04:30,152.64,151.16,TIMEOUT,47,-1.11,-0.555,1,110,0,0
AVAXUSDT,1,2025-06-08 17:15,2025-06-08 19:00,20.902,21.32004,TP,8,1.86,0.93,1,139,0,0
IMXUSDT,1,2025-06-09 13:15,2025-06-09 21:15,0.5221,0.532542,TP,33,1.86,0.93,4,173,1,2
AVAXUSDT,1,2025-06-09 13:30,2025-06-09 16:15,20.774,21.18948,TP,12,1.86,0.93,4,220,0,3
TRXUSDT,1,2025-06-09 18:45,2025-06-10 12:15,0.28588,0.291598,TP,71,1.86,0.93,1,729,0,0
TONUSDT,-1,2025-06-14 13:30,2025-06-15 06:00,2.9205,2.97891,SL,67,-2.14,-1.07,1,197,0,0
LTCUSDT,-1,2025-06-14 18:00,2025-06-15 14:45,85.1,86.41,TIMEOUT,84,-1.679,-0.84,3,183,0,2
1000PEPEUSDT,-1,2025-06-14 19:30,2025-06-15 03:30,0.0108704,0.011088,SL,33,-2.14,-1.07,2,185,0,1
DOGEUSDT,-1,2025-06-15 08:15,2025-06-15 20:30,0.1748,0.171304,TP,50,1.86,0.93,1,256,0,0
TRXUSDT,1,2025-06-16 13:00,2025-06-16 23:45,0.27963,0.274037,SL,44,-2.14,-1.07,1,1,0,0
SOLUSDT,-1,2025-06-20 15:15,2025-06-20 17:15,143.4,140.532,TP,9,1.86,0.93,1,286,0,0
1000PEPEUSDT,-1,2025-06-20 15:30,2025-06-20 16:15,0.0100283,0.009828,TP,4,1.86,0.93,1,745,0,0
ETHUSDT,-1,2025-06-20 15:45,2025-06-20 17:15,2492.46,2442.6108,TP,7,1.86,0.93,1,285,0,0
DOGEUSDT,-1,2025-06-20 15:45,2025-06-20 16:15,0.16592,0.162602,TP,3,1.86,0.93,1,766,0,0
LTCUSDT,-1,2025-06-20 15:45,2025-06-20 17:15,83.75,82.075,TP,7,1.86,0.93,1,289,0,0
TRXUSDT,-1,2025-06-20 18:15,2025-06-21 08:45,0.27244,0.27443,TIMEOUT,59,-0.87,-0.435,4,217,0,3
ARBUSDT,1,2025-06-27 18:00,2025-06-28 22:45,0.3067,0.312834,TP,116,1.86,0.93,4,368,0,3
TRXUSDT,1,2025-06-27 21:30,2025-06-28 19:15,0.27278,0.2729,TIMEOUT,88,-0.096,-0.048,1,393,0,0
LINKUSDT,1,2025-06-28 15:45,2025-06-29 22:15,13.27,13.5354,TP,123,1.86,0.93,1,450,0,0
ETHUSDT,1,2025-06-28 18:30,2025-06-29 22:30,2433.99,2482.6698,TP,113,1.86,0.93,3,461,0,2
BNBUSDT,1,2025-06-28 19:30,2025-06-30 20:00,646.94,659.8788,TP,195,1.86,0.93,3,468,0,2
BTCUSDT,1,2025-06-29 08:00,2025-06-30 07:30,107403.4,107580.2,TIMEOUT,95,0.025,0.012,1,517,0,0
IMXUSDT,1,2025-06-29 20:45,2025-06-29 21:45,0.4412,0.450024,TP,5,1.86,0.93,1,604,0,0
XRPUSDT,1,2025-06-30 18:15,2025-06-30 19:15,2.2215,2.26593,TP,5,1.86,0.93,1,241,0,0
IMXUSDT,-1,2025-07-07 17:30,2025-07-08 02:00,0.417,0.40866,TP,35,1.86,0.93,4,298,0,3
SUIUSDT,-1,2025-07-07 19:15,2025-07-08 18:45,2.8772,2.9281,TIMEOUT,95,-1.909,-0.955,4,293,0,3
DOTUSDT,1,2025-07-13 08:45,2025-07-13 14:15,3.986,4.06572,TP,23,1.86,0.93,3,428,0,2
LINKUSDT,1,2025-07-13 09:30,2025-07-13 13:45,15.3,15.606,TP,18,1.86,0.93,4,629,0,3
TRXUSDT,1,2025-07-13 13:00,2025-07-14 00:45,0.3029,0.30126,TIMEOUT,48,-0.681,-0.341,1,1895,0,0
SOLUSDT,1,2025-07-13 14:45,2025-07-14 03:15,162.72,165.9744,TP,51,1.86,0.93,4,665,0,3
ETHUSDT,1,2025-07-15 14:30,2025-07-15 17:15,3015.21,3075.5142,TP,12,1.86,0.93,2,851,0,1
OPUSDT,1,2025-07-15 18:30,2025-07-15 23:00,0.6772,0.690744,TP,19,1.86,0.93,4,820,0,3
NEARUSDT,1,2025-07-15 19:30,2025-07-15 21:30,2.583,2.63466,TP,9,1.86,0.93,4,676,0,3
APTUSDT,1,2025-07-15 19:30,2025-07-15 22:45,4.9453,5.044206,TP,14,1.86,0.93,3,581,0,2
IMXUSDT,1,2025-07-15 21:15,2025-07-15 23:00,0.5336,0.544272,TP,8,1.86,0.93,1,582,0,0
LTCUSDT,1,2025-07-19 19:15,2025-07-19 19:30,110.48,112.6896,TP,2,1.86,0.93,1,989,0,0
LINKUSDT,1,2025-07-19 21:00,2025-07-20 03:15,18.25,18.615,TP,26,1.86,0.93,3,1251,0,2
FILUSDT,1,2025-07-19 22:30,2025-07-20 06:15,2.781,2.83662,TP,32,1.86,0.93,3,1063,0,2
1000PEPEUSDT,1,2025-07-20 04:00,2025-07-20 08:30,0.013554,0.013825,TP,19,1.86,0.93,2,1284,0,1
ARBUSDT,1,2025-07-20 08:15,2025-07-20 09:00,0.4751,0.484602,TP,4,1.86,0.93,1,1266,0,0
OPUSDT,1,2025-07-22 20:15,2025-07-23 07:30,0.7905,0.77469,SL,46,-2.14,-1.07,4,1499,2,1
SUIUSDT,1,2025-07-23 06:15,2025-07-23 09:15,3.9816,3.901968,SL,13,-2.14,-1.07,2,256,0,1
TRXUSDT,-1,2025-07-23 15:30,2025-07-23 17:30,0.31318,0.306916,TP,9,1.86,0.93,1,353,0,0
BNBUSDT,-1,2025-07-25 04:30,2025-07-25 12:00,761.52,776.7504,SL,31,-2.14,-1.07,4,1,0,3
ETHUSDT,-1,2025-07-25 04:45,2025-07-25 09:30,3647.05,3719.991,SL,20,-2.14,-1.07,3,139,0,2
LTCUSDT,-1,2025-07-25 19:30,2025-07-26 08:45,111.69,113.9238,SL,54,-2.14,-1.07,3,155,0,2
LTCUSDT,-1,2025-07-28 13:45,2025-07-28 18:00,111.44,109.2112,TP,18,1.86,0.93,1,420,0,0
ETHUSDT,1,2025-07-29 10:15,2025-07-29 14:45,3852.32,3775.2736,SL,19,-2.14,-1.07,4,241,0,3
IMXUSDT,-1,2025-07-29 17:15,2025-07-29 19:15,0.5663,0.554974,TP,9,1.86,0.93,2,80,0,1
ETHUSDT,1,2025-07-31 02:15,2025-07-31 14:00,3842.08,3793.99,TIMEOUT,48,-1.392,-0.696,1,401,0,0
BTCUSDT,-1,2025-07-31 19:45,2025-08-01 00:45,116718.9,114384.522,TP,21,1.86,0.93,1,88,0,0
TONUSDT,1,2025-08-01 21:30,2025-08-01 22:00,3.6013,3.529274,SL,3,-2.14,-1.07,3,263,0,2
BTCUSDT,1,2025-08-06 15:15,2025-08-07 19:45,114895,117192.9,TP,115,1.86,0.93,1,183,0,0
TRXUSDT,1,2025-08-10 02:00,2025-08-10 23:30,0.33865,0.33817,TIMEOUT,87,-0.282,-0.141,1,562,0,0
BNBUSDT,1,2025-08-10 05:30,2025-08-10 08:00,814.26,797.9748,SL,11,-2.14,-1.07,4,505,0,3
LTCUSDT,1,2025-08-10 16:45,2025-08-11 03:00,123.55,126.021,TP,42,1.86,0.93,3,625,0,2
NEARUSDT,1,2025-08-11 06:15,2025-08-11 07:45,2.802,2.74596,SL,7,-2.14,-1.07,2,634,0,1
TRXUSDT,1,2025-08-11 07:45,2025-08-12 00:45,0.34083,0.347647,TP,69,1.86,0.93,2,681,0,1
TONUSDT,1,2025-08-11 19:30,2025-08-12 20:00,3.3978,3.465756,TP,99,1.86,0.93,3,371,0,2
XRPUSDT,-1,2025-08-11 19:45,2025-08-12 15:00,3.1474,3.210348,SL,78,-2.14,-1.07,1,116,0,0
LINKUSDT,1,2025-08-12 13:30,2025-08-12 14:15,22.556,23.00712,TP,4,1.86,0.93,1,490,0,0
LTCUSDT,1,2025-08-12 15:45,2025-08-12 19:00,124.38,126.8676,TP,14,1.86,0.93,1,813,0,0
BNBUSDT,1,2025-08-12 16:00,2025-08-12 20:30,823.37,839.8374,TP,19,1.86,0.93,1,739,0,0
DOGEUSDT,-1,2025-08-15 17:15,2025-08-15 21:00,0.22431,0.228796,SL,16,-2.14,-1.07,2,103,0,1
BTCUSDT,-1,2025-08-18 00:15,2025-08-18 09:15,117099.4,114757.412,TP,37,1.86,0.93,1,325,0,0
XRPUSDT,-1,2025-08-18 00:15,2025-08-18 02:30,3.0767,3.015166,TP,10,1.86,0.93,1,324,0,0
NEARUSDT,-1,2025-08-18 00:30,2025-08-18 02:00,2.682,2.62836,TP,7,1.86,0.93,1,298,0,0
LTCUSDT,-1,2025-08-18 02:00,2025-08-18 03:00,118.16,115.7968,TP,5,1.86,0.93,1,331,0,0
TONUSDT,-1,2025-08-18 02:45,2025-08-19 00:15,3.3714,3.303972,TP,87,1.86,0.93,1,222,0,0
XRPUSDT,-1,2025-08-19 14:15,2025-08-19 19:00,2.9482,2.889236,TP,20,1.86,0.93,1,476,0,0
TRXUSDT,-1,2025-08-20 02:15,2025-08-20 19:30,0.34836,0.35276,TIMEOUT,70,-1.403,-0.702,4,425,0,3
XRPUSDT,-1,2025-08-21 17:30,2025-08-21 23:30,2.9006,2.842588,TP,25,1.86,0.93,3,681,0,2
ARBUSDT,-1,2025-08-21 19:30,2025-08-21 21:45,0.4893,0.499086,SL,10,-2.14,-1.07,2,204,0,1
ADAUSDT,-1,2025-08-22 01:45,2025-08-22 11:30,0.8523,0.835254,TP,40,1.86,0.93,4,342,0,3
FILUSDT,-1,2025-08-22 01:45,2025-08-22 12:00,2.392,2.34416,TP,42,1.86,0.93,3,363,0,2
DOTUSDT,-1,2025-08-22 05:30,2025-08-22 12:00,3.805,3.7289,TP,27,1.86,0.93,2,380,0,1
SOLUSDT,1,2025-08-22 14:30,2025-08-22 15:30,190.71,194.5242,TP,5,1.86,0.93,1,146,0,0
LINKUSDT,1,2025-08-22 14:45,2025-08-22 15:30,26.058,26.57916,TP,4,1.86,0.93,1,522,0,0
XRPUSDT,1,2025-08-24 19:30,2025-08-24 20:00,3.0552,2.994096,SL,3,-2.14,-1.07,3,202,0,2
DOGEUSDT,1,2025-08-24 19:30,2025-08-24 19:45,0.23597,0.231251,SL,2,-2.14,-1.07,4,203,0,3
LINKUSDT,1,2025-08-24 19:30,2025-08-24 20:00,26.148,25.62504,SL,3,-2.14,-1.07,2,733,0,1
OPUSDT,1,2025-08-24 19:30,2025-08-24 20:00,0.7911,0.775278,SL,3,-2.14,-1.07,3,201,0,2
1000PEPEUSDT,-1,2025-08-25 06:00,2025-08-25 07:30,0.0105992,0.010387,TP,7,1.86,0.93,1,72,0,0
FILUSDT,-1,2025-08-25 06:00,2025-08-25 07:45,2.346,2.29908,TP,8,1.86,0.93,1,83,0,0
IMXUSDT,-1,2025-08-25 06:15,2025-08-25 07:30,0.5656,0.554288,TP,6,1.86,0.93,1,71,0,0
APTUSDT,-1,2025-08-25 06:30,2025-08-25 07:45,4.5131,4.422838,TP,6,1.86,0.93,1,69,0,0
ARBUSDT,-1,2025-08-27 09:00,2025-08-27 14:30,0.517,0.52734,SL,23,-2.14,-1.07,2,184,0,1
ETHUSDT,-1,2025-08-28 02:15,2025-08-28 08:00,4519.28,4609.6656,SL,24,-2.14,-1.07,2,254,0,1
TRXUSDT,1,2025-08-28 12:45,2025-08-28 15:00,0.34866,0.34502,TIMEOUT,10,-1.184,-0.592,3,79,1,1
LINKUSDT,-1,2025-08-29 04:45,2025-08-29 06:30,24.084,23.60232,TP,8,1.86,0.93,4,362,3,0
SUIUSDT,-1,2025-08-29 07:00,2025-08-29 09:30,3.3537,3.286626,TP,11,1.86,0.93,1,376,0,0
APTUSDT,-1,2025-08-29 07:30,2025-08-29 14:00,4.3221,4.235658,TP,27,1.86,0.93,1,457,0,0
1000PEPEUSDT,-1,2025-08-29 07:45,2025-08-29 09:00,0.0098412,0.009644,TP,6,1.86,0.93,1,463,0,0
OPUSDT,-1,2025-08-29 08:15,2025-08-29 12:30,0.6959,0.709818,SL,18,-2.14,-1.07,1,384,0,0
NEARUSDT,-1,2025-08-31 15:00,2025-08-31 23:15,2.43,2.3814,TP,34,1.86,0.93,2,179,0,1
1000PEPEUSDT,-1,2025-08-31 15:30,2025-08-31 23:30,0.00985,0.009653,TP,33,1.86,0.93,4,686,0,3
DOTUSDT,-1,2025-08-31 23:00,2025-09-01 02:15,3.768,3.69264,TP,14,1.86,0.93,1,213,0,0
OPUSDT,-1,2025-08-31 23:30,2025-09-01 02:45,0.6913,0.677474,TP,14,1.86,0.93,2,637,1,0
SUIUSDT,-1,2025-08-31 23:45,2025-09-01 02:15,3.2476,3.182648,TP,11,1.86,0.93,1,635,0,0
FILUSDT,-1,2025-08-31 23:45,2025-09-01 04:30,2.268,2.22264,TP,20,1.86,0.93,1,207,0,0
DOGEUSDT,-1,2025-09-01 00:00,2025-09-01 02:45,0.21303,0.208769,TP,12,1.86,0.93,1,218,0,0
AVAXUSDT,-1,2025-09-01 00:15,2025-09-01 07:45,23.261,23.72622,SL,31,-2.14,-1.07,2,236,1,0
NEARUSDT,-1,2025-09-01 18:30,2025-09-01 20:45,2.353,2.30594,TP,10,1.86,0.93,4,289,0,3
1000PEPEUSDT,-1,2025-09-01 19:30,2025-09-01 20:30,0.0095529,0.009362,TP,5,1.86,0.93,2,798,0,1
XRPUSDT,-1,2025-09-01 22:45,2025-09-02 03:15,2.7425,2.79735,SL,19,-2.14,-1.07,3,351,0,2
ETHUSDT,-1,2025-09-02 17:30,2025-09-03 13:15,4305.03,4391.1306,SL,80,-2.14,-1.07,2,84,0,1
FILUSDT,1,2025-09-03 16:00,2025-09-04 04:00,2.33,2.2834,SL,49,-2.14,-1.07,3,214,2,0
LTCUSDT,1,2025-09-05 03:00,2025-09-05 12:30,111.57,113.8014,TP,39,1.86,0.93,2,145,0,1
SUIUSDT,1,2025-09-05 04:45,2025-09-05 12:30,3.3456,3.412512,TP,32,1.86,0.93,1,201,0,0
SOLUSDT,1,2025-09-05 12:30,2025-09-05 14:30,207.46,203.3108,SL,9,-2.14,-1.07,3,244,0,2
LTCUSDT,1,2025-09-07 02:15,2025-09-07 12:45,112.58,114.8316,TP,43,1.86,0.93,1,334,0,0
DOGEUSDT,1,2025-09-07 03:45,2025-09-07 14:00,0.21644,0.220769,TP,42,1.86,0.93,3,317,0,2
ARBUSDT,-1,2025-09-07 19:00,2025-09-07 23:15,0.4888,0.498576,SL,18,-2.14,-1.07,2,290,0,1
TRXUSDT,1,2025-09-09 06:45,2025-09-09 09:45,0.33473,0.341425,TP,13,1.86,0.93,1,84,0,0
SUIUSDT,1,2025-09-10 05:45,2025-09-10 13:00,3.5196,3.589992,TP,30,1.86,0.93,2,685,0,1
BNBUSDT,1,2025-09-10 07:30,2025-09-10 13:00,883.68,901.3536,TP,23,1.86,0.93,3,383,0,2
LTCUSDT,1,2025-09-10 13:00,2025-09-10 16:15,114.34,116.6268,TP,14,1.86,0.93,1,665,0,0
FILUSDT,1,2025-09-12 19:30,2025-09-13 09:15,2.55,2.601,TP,56,1.86,0.93,1,699,0,0
DOTUSDT,1,2025-09-12 20:15,2025-09-13 00:45,4.254,4.33908,TP,19,1.86,0.93,4,646,0,3
AVAXUSDT,1,2025-09-13 01:15,2025-09-13 02:45,28.758,29.33316,TP,7,1.86,0.93,2,466,0,1
TRXUSDT,1,2025-09-15 06:30,2025-09-15 08:45,0.35017,0.34552,TIMEOUT,10,-1.468,-0.734,3,659,0,2
BTCUSDT,1,2025-09-16 17:15,2025-09-17 14:00,116704,116125,TIMEOUT,84,-0.636,-0.318,1,804,0,0
1000PEPEUSDT,-1,2025-09-17 11:00,2025-09-17 19:15,0.0108474,0.011064,SL,34,-2.14,-1.07,3,209,0,2
AVAXUSDT,1,2025-09-17 22:45,2025-09-18 01:00,31.55,32.181,TP,10,1.86,0.93,1,140,0,0
LTCUSDT,-1,2025-09-22 00:45,2025-09-22 05:45,111.55,109.319,TP,21,1.86,0.93,1,204,0,0
NEARUSDT,-1,2025-09-24 04:30,2025-09-24 05:45,2.944,3.00288,SL,6,-2.14,-1.07,3,191,0,2
DOGEUSDT,-1,2025-09-25 02:30,2025-09-25 03:15,0.23903,0.234249,TP,4,1.86,0.93,3,512,0,2
LINKUSDT,-1,2025-09-25 02:30,2025-09-25 04:45,21.419,20.99062,TP,10,1.86,0.93,4,492,0,3
TONUSDT,-1,2025-09-25 02:30,2025-09-25 12:15,2.8003,2.744294,TP,40,1.86,0.93,4,930,0,3
LTCUSDT,-1,2025-09-25 02:30,2025-09-25 11:00,105.33,103.2234,TP,35,1.86,0.93,3,499,0,2
SUIUSDT,-1,2025-09-25 03:15,2025-09-25 08:30,3.2928,3.226944,TP,22,1.86,0.93,1,526,0,0
BNBUSDT,-1,2025-09-25 03:45,2025-09-25 12:15,1000.12,980.1176,TP,35,1.86,0.93,1,243,0,0
1000PEPEUSDT,-1,2025-09-27 10:30,2025-09-28 06:15,0.0092882,0.009102,TP,80,1.86,0.93,2,740,0,1
LINKUSDT,-1,2025-09-28 04:30,2025-09-28 15:45,20.733,20.971,TIMEOUT,46,-1.288,-0.644,4,788,0,3
ARBUSDT,-1,2025-09-28 07:00,2025-09-28 17:45,0.4156,0.423912,SL,44,-2.14,-1.07,1,820,0,0
APTUSDT,1,2025-09-28 20:30,2025-09-29 04:30,4.1789,4.262478,TP,33,1.86,0.93,1,89,0,0
TONUSDT,-1,2025-09-29 12:30,2025-09-29 15:00,2.6726,2.726052,SL,11,-2.14,-1.07,3,1354,0,2
ARBUSDT,-1,2025-09-29 12:30,2025-09-29 14:15,0.4128,0.421056,SL,8,-2.14,-1.07,4,938,0,3
TRXUSDT,-1,2025-09-30 13:45,2025-10-01 08:30,0.33339,0.33597,TIMEOUT,76,-0.914,-0.457,1,161,0,0
APTUSDT,1,2025-09-30 20:30,2025-10-01 00:45,4.3469,4.433838,TP,18,1.86,0.93,1,281,0,0
DOGEUSDT,1,2025-10-01 08:30,2025-10-01 09:30,0.23983,0.244627,TP,5,1.86,0.93,1,224,0,0
OPUSDT,1,2025-10-01 08:30,2025-10-01 18:30,0.6894,0.703188,TP,41,1.86,0.93,1,193,0,0
DOTUSDT,1,2025-10-01 08:30,2025-10-02 00:00,4.051,4.13202,TP,63,1.86,0.93,1,229,0,0
ETHUSDT,1,2025-10-01 08:45,2025-10-02 00:00,4289.99,4375.7898,TP,62,1.86,0.93,1,232,0,0
SOLUSDT,1,2025-10-01 08:45,2025-10-01 16:15,216.49,220.8198,TP,31,1.86,0.93,1,235,0,0
LINKUSDT,1,2025-10-01 09:00,2025-10-01 19:15,22.154,22.59708,TP,42,1.86,0.93,1,236,0,0
XRPUSDT,1,2025-10-01 09:15,2025-10-02 03:30,2.9274,2.985948,TP,74,1.86,0.93,1,237,0,0
IMXUSDT,-1,2025-10-02 15:45,2025-10-02 18:30,0.703,0.71706,SL,12,-2.14,-1.07,4,244,0,3
1000PEPEUSDT,1,2025-10-03 17:00,2025-10-04 01:30,0.0101779,0.009974,SL,35,-2.14,-1.07,3,215,0,2
AVAXUSDT,1,2025-10-03 17:00,2025-10-04 08:30,31.141,30.51818,SL,63,-2.14,-1.07,3,452,0,2
TONUSDT,1,2025-10-03 17:00,2025-10-04 11:00,2.8544,2.797312,SL,73,-2.14,-1.07,2,216,0,1
DOTUSDT,1,2025-10-03 17:00,2025-10-04 09:45,4.305,4.2189,SL,68,-2.14,-1.07,2,455,0,1
FILUSDT,1,2025-10-03 17:00,2025-10-04 08:15,2.397,2.34906,SL,62,-2.14,-1.07,3,222,0,2
LTCUSDT,1,2025-10-04 23:45,2025-10-05 02:30,120.43,122.8386,TP,12,1.86,0.93,1,586,0,0
DOGEUSDT,1,2025-10-05 03:15,2025-10-05 04:45,0.25703,0.262171,TP,7,1.86,0.93,1,587,0,0
NEARUSDT,1,2025-10-05 03:30,2025-10-05 05:15,3.026,3.08652,TP,8,1.86,0.93,1,349,0,0
SOLUSDT,1,2025-10-05 04:15,2025-10-05 07:00,231.54,236.1708,TP,12,1.86,0.93,1,601,0,0
OPUSDT,1,2025-10-05 04:45,2025-10-05 16:45,0.7441,0.729218,SL,49,-2.14,-1.07,1,562,0,0
DOTUSDT,1,2025-10-05 05:00,2025-10-05 08:00,4.289,4.37478,TP,13,1.86,0.93,1,599,0,0
BTCUSDT,1,2025-10-06 11:00,2025-10-06 18:45,123696.2,126170.124,TP,32,1.86,0.93,3,724,0,2
OPUSDT,1,2025-10-06 11:30,2025-10-06 13:30,0.7405,0.75531,TP,9,1.86,0.93,1,685,0,0
ARBUSDT,1,2025-10-06 13:00,2025-10-06 13:30,0.4464,0.455328,TP,3,1.86,0.93,1,111,0,0
FILUSDT,1,2025-10-06 14:00,2025-10-07 06:30,2.417,2.36866,SL,67,-2.14,-1.07,1,114,0,0
LINKUSDT,1,2025-10-06 14:15,2025-10-06 17:00,22.683,23.13666,TP,12,1.86,0.93,1,120,0,0
NEARUSDT,1,2025-10-06 15:15,2025-10-07 03:30,3.073,3.01154,SL,50,-2.14,-1.07,1,492,0,0
TONUSDT,1,2025-10-06 16:00,2025-10-07 14:00,2.8451,2.7977,TIMEOUT,89,-1.806,-0.903,4,500,0,3
IMXUSDT,-1,2025-10-09 02:00,2025-10-09 02:45,0.7,0.686,TP,4,1.86,0.93,1,138,0,0
XRPUSDT,-1,2025-10-09 02:15,2025-10-09 16:45,2.8385,2.78173,TP,59,1.86,0.93,1,139,0,0
OPUSDT,-1,2025-10-09 04:15,2025-10-09 07:15,0.7221,0.707658,TP,13,1.86,0.93,4,141,0,3
IMXUSDT,-1,2025-10-10 16:00,2025-10-10 17:45,0.6514,0.638372,TP,8,1.86,0.93,1,290,0,0
DOGEUSDT,-1,2025-10-10 16:00,2025-10-10 19:15,0.2372,0.232456,TP,14,1.86,0.93,1,275,0,0
SUIUSDT,-1,2025-10-10 16:00,2025-10-10 19:00,3.3088,3.242624,TP,13,1.86,0.93,1,277,0,0
ARBUSDT,-1,2025-10-10 16:00,2025-10-10 19:00,0.4042,0.396116,TP,13,1.86,0.93,1,281,0,0
OPUSDT,-1,2025-10-10 16:00,2025-10-10 18:30,0.69,0.6762,TP,11,1.86,0.93,1,284,0,0
LINKUSDT,-1,2025-10-10 16:15,2025-10-10 18:15,21.437,21.00826,TP,9,1.86,0.93,1,278,0,0
DOTUSDT,-1,2025-10-10 17:15,2025-10-10 19:00,4.031,3.95038,TP,8,1.86,0.93,1,276,0,0
BNBUSDT,-1,2025-10-12 03:15,2025-10-12 05:45,1123.78,1146.2556,SL,11,-2.14,-1.07,2,211,0,1
APTUSDT,-1,2025-10-14 04:45,2025-10-14 06:30,3.7384,3.663632,TP,8,1.86,0.93,1,496,0,0
