symbol,config,state,cycleLen,crossStart,confStart,xuoiEarly,winBase,pnlBase,pnlConf,pnlStrict,pnlEntryConf,holdConf
SOLUSDT,10,10,1,134,NONE,false,true,0,-1.776,-0.59,-1.172,-2.123,12
SOLUSDT,10,10,-1,144,XUOI,false,true,0,-0.357,-0.357,-0.357,-0.357,144
SOLUSDT,10,10,1,80,NGUOC,false,false,0,-2.483,0.489,0.121,,8
SOLUSDT,10,10,-1,183,XUOI,false,true,1,2.611,-0.277,0.004,2.611,65
SOLUSDT,10,10,1,62,NGUOC,false,false,0,-2.599,-0.24,-1.678,,3
SOLUSDT,10,10,-1,40,XUOI,false,true,0,-2.269,-1.707,-1.707,-2.269,35
SOLUSDT,10,10,1,97,XUOI,false,true,0,-3.111,-1.356,-1.645,-3.111,3
SOLUSDT,10,10,-1,441,XUOI,false,true,1,14.03,1.304,1.304,14.03,150
SOLUSDT,10,10,1,71,NGUOC,false,false,0,-1.716,-1.806,-0.68,,10
SOLUSDT,10,10,-1,96,XUOI,false,true,0,-2.387,-2.387,-2.387,-2.387,96
SOLUSDT,10,10,1,294,NGUOC,false,false,1,13.35,-0.577,-0.577,,8
SOLUSDT,10,10,-1,162,NGUOC,false,false,1,3.038,0.925,3.038,,4
SOLUSDT,10,10,1,175,NGUOC,false,false,1,6.407,0.241,-0.582,,18
SOLUSDT,10,10,-1,76,NGUOC,false,false,0,-3.826,-0.687,-2.024,,7
SOLUSDT,10,10,1,148,XUOI,false,true,0,-2.072,-2.045,-2.072,-2.072,146
SOLUSDT,10,10,-1,225,XUOI,false,true,0,-2.117,-2.63,-4.688,-2.117,11
SOLUSDT,10,10,1,73,NONE,false,true,0,-3.335,-1.28,-1.5,-4.315,10
SOLUSDT,10,10,-1,198,XUOI,false,true,1,3.456,3.303,3.303,3.456,186
SOLUSDT,10,10,1,80,XUOI,false,true,0,-1.963,-0.143,-0.883,-1.963,12
SOLUSDT,10,10,-1,139,XUOI,false,true,1,0.859,-1.26,1.593,0.859,18
SOLUSDT,10,10,1,156,XUOI,false,true,1,0.016,0.016,0.016,0.016,156
SOLUSDT,10,10,-1,118,NGUOC,false,false,0,-1.392,1.357,-0.231,,26
SOLUSDT,10,10,1,191,XUOI,false,true,0,-0.35,-0.35,-0.35,-0.35,191
SOLUSDT,10,10,-1,90,NGUOC,false,true,1,0.624,0.624,0.624,0.624,90
SOLUSDT,10,10,1,203,NGUOC,false,false,1,1.236,-0.741,-0.741,,5
SOLUSDT,10,10,-1,250,NGUOC,false,false,1,0.329,-1.089,1.033,,13
SOLUSDT,10,10,1,44,XUOI,false,true,0,-1.509,-1.102,-1.509,-1.509,29
SOLUSDT,10,10,-1,113,XUOI,false,true,0,-0.603,0.438,0.033,-0.603,72
SOLUSDT,10,10,1,454,XUOI,false,true,1,18.309,21.185,18.712,18.309,445
SOLUSDT,10,10,-1,206,XUOI,false,true,0,-2.692,-0.899,-0.899,-2.692,187
SOLUSDT,10,10,1,104,XUOI,false,true,0,-0.73,-1.028,-0.73,-0.73,84
SOLUSDT,10,10,-1,44,XUOI,false,true,0,-2.274,-2.429,-2.429,-2.274,38
SOLUSDT,10,10,1,84,XUOI,false,true,0,-1.886,-1.32,-1.364,-1.886,36
SOLUSDT,10,10,-1,335,XUOI,false,true,1,11.647,11.445,11.445,11.325,333
SOLUSDT,10,10,1,96,NONE,false,false,0,-0.653,-0.321,-0.975,,8
SOLUSDT,10,10,-1,212,XUOI,false,true,0,-0.854,-1.775,-1.775,-0.854,34
SOLUSDT,10,10,1,88,XUOI,false,true,0,-1.516,-1.516,-1.516,-1.516,88
SOLUSDT,10,10,-1,86,XUOI,false,true,0,-5.321,-4.562,-5.473,-5.321,19
SOLUSDT,10,10,1,307,XUOI,false,true,1,3.963,4.373,4.202,3.963,195
SOLUSDT,10,10,-1,181,XUOI,false,true,1,3.236,3.236,3.236,3.236,181
SOLUSDT,10,10,1,39,NGUOC,false,false,0,-2.24,-0.745,-1.577,,7
SOLUSDT,10,10,-1,70,XUOI,false,true,0,-1.869,0.734,-1.869,-1.869,64
SOLUSDT,10,10,1,69,XUOI,false,true,0,-1.964,-1.964,-1.964,-1.964,69
SOLUSDT,10,10,-1,92,NGUOC,false,false,0,-2.958,0.217,-1.219,,30
SOLUSDT,10,10,1,92,XUOI,false,true,0,-1.953,-0.928,-0.928,-1.953,89
SOLUSDT,10,10,-1,101,XUOI,false,true,0,-2.238,-2.155,-2.155,-2.238,100
SOLUSDT,10,10,1,37,XUOI,false,true,0,-3.132,-1.201,-1.201,-3.132,29
SOLUSDT,10,10,-1,243,XUOI,false,true,1,2.463,2.463,2.463,2.463,243
SOLUSDT,10,10,1,57,NGUOC,false,false,0,-2.849,-1.519,-3.913,,17
SOLUSDT,10,10,-1,171,XUOI,false,true,0,-0.717,-0.421,1.095,-0.717,37
SOLUSDT,10,10,1,299,XUOI,false,true,1,0.566,-0.172,-0.172,0.566,154
SOLUSDT,10,10,-1,108,NGUOC,false,true,0,-0.186,-0.067,-0.067,-1.549,27
SOLUSDT,10,10,1,20,XUOI,false,true,0,-1.785,-1.995,-1.995,-1.785,17
SOLUSDT,10,10,-1,45,XUOI,false,true,0,-2.287,-0.785,-1.135,-2.287,32
SOLUSDT,10,10,1,70,XUOI,false,true,0,-2.344,-2.377,-2.377,-2.344,68
SOLUSDT,10,10,-1,443,XUOI,false,true,1,2.907,1.561,1.508,2.907,188
SOLUSDT,10,10,1,93,XUOI,false,true,0,-1.736,-1.736,-1.736,-1.736,93
SOLUSDT,10,10,-1,262,XUOI,false,true,1,0.033,0.506,0.506,0.033,97
SOLUSDT,10,10,1,272,XUOI,false,true,1,4.398,4.398,4.398,4.398,272
SOLUSDT,10,10,-1,41,NGUOC,false,false,0,-3.784,-0.841,-1.341,,4
SOLUSDT,10,10,1,106,XUOI,false,true,0,-0.82,-1.139,-1.139,-0.82,104
SOLUSDT,10,10,-1,190,XUOI,false,true,0,-2.41,-1.136,-1.345,-2.41,124
SOLUSDT,10,10,1,287,XUOI,false,true,1,2.394,-0.385,-0.385,2.394,156
SOLUSDT,10,10,-1,155,NGUOC,false,false,1,4.485,-0.892,4.485,,10
SOLUSDT,10,10,1,66,XUOI,false,true,0,-3.722,-4.281,-4.281,-3.722,57
SOLUSDT,10,10,-1,189,XUOI,false,true,1,3.415,4.743,4.829,3.415,99
SOLUSDT,10,10,1,21,XUOI,false,true,0,-3.271,-2.734,-2.734,-3.271,18
SOLUSDT,10,10,-1,203,XUOI,false,true,1,14.284,17.191,17.191,14.284,99
SOLUSDT,10,10,1,33,XUOI,false,true,0,-5.782,-5.782,-5.782,-5.782,33
SOLUSDT,10,10,-1,439,NGUOC,false,false,0,-1.008,-1.227,-2.069,,11
SOLUSDT,10,10,1,211,XUOI,false,true,1,1.46,1.749,1.46,1.46,125
SOLUSDT,10,10,-1,79,XUOI,false,true,0,-2.063,-0.878,-1.487,-2.063,19
SOLUSDT,10,10,1,286,XUOI,false,true,1,6.392,6.731,6.731,6.392,262
SOLUSDT,10,10,-1,95,XUOI,false,true,0,-0.399,1.873,0.329,-0.819,37
SOLUSDT,10,10,1,91,XUOI,false,true,0,-2.336,-2.336,-2.336,-2.336,91
SOLUSDT,10,10,-1,54,NONE,false,true,0,-2.009,-0.238,-0.844,-2.557,33
SOLUSDT,10,10,1,142,XUOI,false,true,0,-4.237,-2.782,-2.782,-4.237,79
SOLUSDT,10,10,-1,103,XUOI,false,true,0,-3.051,-2.971,-2.971,-3.051,60
SOLUSDT,10,10,1,39,XUOI,false,true,0,-2.904,-1.017,-1.754,-2.904,22
SOLUSDT,10,10,-1,115,XUOI,false,true,0,-1.012,-1.012,-1.012,-1.012,115
SOLUSDT,10,10,1,170,XUOI,false,true,1,7.803,6.213,6.213,7.803,115
SOLUSDT,10,10,-1,85,XUOI,false,true,0,-2.192,-2.192,-2.192,-2.192,85
SOLUSDT,10,10,1,324,NGUOC,false,false,1,1.606,-0.734,2.16,,6
SOLUSDT,10,10,-1,59,NONE,false,true,0,-1.547,-2.637,-2.637,-3.548,58
SOLUSDT,10,10,1,359,XUOI,false,true,1,10.396,2.072,2.072,10.396,46
SOLUSDT,10,10,-1,106,XUOI,false,true,0,-0.264,1.228,1.228,-0.264,81
SOLUSDT,10,10,1,212,XUOI,false,true,1,1.737,2.176,2.176,1.737,187
SOLUSDT,10,10,-1,39,XUOI,false,true,0,-2.804,0.208,-1.673,-2.804,16
SOLUSDT,10,10,1,126,XUOI,false,true,1,17.819,17.819,17.819,17.819,126
SOLUSDT,10,10,-1,48,NGUOC,false,true,0,-8.706,-0.437,-4.015,-12.22,16
SOLUSDT,10,10,1,81,XUOI,false,true,0,-3.986,-3.986,-3.986,-3.986,81
SOLUSDT,10,10,-1,285,NGUOC,false,false,1,3.739,-0.651,-3.083,,6
SOLUSDT,10,10,1,147,XUOI,false,true,0,-0.302,-1.072,-0.302,-0.302,26
SOLUSDT,10,10,-1,162,XUOI,false,true,1,0.371,0.371,0.371,0.371,162
SOLUSDT,10,10,1,49,NGUOC,false,false,0,-2.124,-0.554,-0.554,,8
SOLUSDT,10,10,-1,90,XUOI,false,true,1,0.628,0.628,0.628,0.628,90
SOLUSDT,10,10,1,34,NONE,false,false,0,-3.312,-1.235,-3.125,,4
SOLUSDT,10,10,-1,222,XUOI,false,true,1,2.666,3.981,3.981,2.666,138
SOLUSDT,10,10,1,184,XUOI,false,true,1,4.193,4.193,4.193,4.193,184
SOLUSDT,10,10,-1,32,NGUOC,false,false,0,-2.174,-0.513,-0.513,,5
SOLUSDT,10,10,1,181,XUOI,false,true,0,-2.105,-2.105,-2.105,-2.105,181
SOLUSDT,10,10,-1,233,NGUOC,false,false,1,2.916,-0.584,-0.584,,4
SOLUSDT,10,10,1,57,NGUOC,false,false,0,-3.228,-1.015,-2.371,,12
SOLUSDT,10,10,-1,188,XUOI,false,true,1,0.008,-0.556,0.692,0.008,46
SOLUSDT,10,10,1,31,XUOI,false,true,0,-2.397,-3.178,-3.178,-2.397,29
SOLUSDT,10,10,-1,137,XUOI,false,true,0,-0.288,0.822,0.625,-0.288,98
SOLUSDT,10,10,1,127,XUOI,false,true,0,-1.141,-0.117,-0.287,-1.141,22
SOLUSDT,10,10,-1,75,XUOI,false,true,0,-2.2,-1.984,-2.239,-2.2,37
SOLUSDT,10,10,1,507,XUOI,false,true,1,5.356,6.434,6.188,5.256,461
SOLUSDT,10,10,-1,94,XUOI,false,true,0,-1.758,-1.513,-1.513,-1.758,92
SOLUSDT,10,10,1,107,XUOI,false,true,0,-2.036,-1.721,-1.721,-2.036,8
SOLUSDT,10,10,-1,376,XUOI,false,true,1,7.63,1.734,7.63,7.63,94
SOLUSDT,10,10,1,130,NGUOC,false,false,0,-2.236,-0.701,-1.443,,5
SOLUSDT,10,10,-1,252,XUOI,false,true,1,1.167,0.604,3.213,1.167,44
SOLUSDT,10,10,1,93,XUOI,false,true,0,-0.496,-0.496,-0.496,-0.496,93
SOLUSDT,10,10,-1,265,NGUOC,false,false,1,2.305,1.041,1.222,,21
SOLUSDT,10,10,1,80,XUOI,false,true,0,-0.866,-0.866,-0.866,-0.866,80
SOLUSDT,10,10,-1,78,NGUOC,false,false,0,-1.463,0.121,-0.865,,24
SOLUSDT,10,10,1,27,XUOI,false,true,0,-2.3,-0.925,-1.948,-2.3,3
SOLUSDT,10,10,-1,25,XUOI,false,true,0,-4.648,-4.648,-4.648,-4.648,25
SOLUSDT,10,10,1,99,XUOI,false,true,0,-4.982,-4.982,-4.982,-4.982,99
SOLUSDT,10,10,-1,429,NGUOC,false,false,1,5.176,-0.336,0.001,,24
SOLUSDT,10,10,1,60,XUOI,false,true,0,-2.152,-2.092,-2.949,-2.152,42
SOLUSDT,10,10,-1,81,XUOI,false,true,0,-1.367,0.601,0.595,-1.367,46
SOLUSDT,10,10,1,74,XUOI,false,true,0,-1.043,-1.043,-1.043,-1.043,74
SOLUSDT,10,10,-1,153,NGUOC,false,false,0,-0.368,-0.156,0.733,,17
SOLUSDT,10,10,1,52,XUOI,false,true,0,-1.946,-1.946,-1.946,-1.946,52
SOLUSDT,10,10,-1,378,NGUOC,false,false,1,6.493,-0.715,-0.039,,12
SOLUSDT,10,10,1,321,XUOI,false,true,1,2.377,-1.514,-1.514,2.377,127
SOLUSDT,10,10,-1,22,XUOI,false,true,0,-3.28,-1.314,-2.759,-3.28,16
SOLUSDT,10,10,1,167,XUOI,false,true,0,-1.673,-1.673,-1.673,-1.673,167
SOLUSDT,10,10,-1,52,NGUOC,false,false,0,-1.463,-0.105,-1.033,,3
SOLUSDT,10,10,1,304,XUOI,false,true,1,2.913,3.091,3.091,2.913,301
SOLUSDT,10,10,-1,256,XUOI,false,true,1,0.433,0.433,0.433,0.433,256
SOLUSDT,10,10,1,94,NGUOC,false,false,0,-1.638,-0.62,-0.839,,4
SOLUSDT,10,10,-1,231,XUOI,false,false,0,-0.038,-0.769,-0.522,,5
SOLUSDT,10,10,1,21,XUOI,false,true,0,-2.426,-1.724,-1.724,-2.426,11
SOLUSDT,10,10,-1,34,XUOI,false,true,0,-2.196,-0.369,-1.13,-2.196,10
SOLUSDT,10,10,1,577,XUOI,false,true,1,19.509,4.062,4.062,19.509,134
SOLUSDT,10,10,-1,224,NGUOC,false,false,0,-1.552,-0.674,-1.669,,2
SOLUSDT,10,10,1,148,XUOI,false,true,0,-0.057,-2.268,-2.268,-0.057,13
SOLUSDT,10,10,-1,538,NGUOC,true,false,1,7.419,-0.066,-0.259,,5
SOLUSDT,10,10,1,516,XUOI,false,true,1,9.068,1.617,1.218,9.068,181
SOLUSDT,10,10,-1,54,XUOI,false,true,0,-1.948,-0.007,-1.685,-1.948,25
SOLUSDT,10,10,1,285,XUOI,false,true,1,17.452,17.452,17.452,17.452,285
SOLUSDT,10,10,-1,63,NGUOC,false,false,0,-4.633,-0.84,-1.728,,6
SOLUSDT,10,10,1,50,XUOI,false,true,0,-2.505,-2.903,-2.903,-2.505,44
SOLUSDT,10,10,-1,30,XUOI,false,true,0,-9.009,-2.777,-9.009,-9.009,15
SOLUSDT,10,10,1,99,XUOI,false,true,0,-6.968,-6.968,-6.968,-6.968,99
SOLUSDT,10,10,-1,50,NGUOC,false,false,0,-7.162,-1.55,-5.995,,5
SOLUSDT,10,10,1,115,XUOI,false,true,0,-8.016,-3.873,-3.315,-8.016,40
SOLUSDT,10,10,-1,26,XUOI,false,true,0,-7.476,-5.237,-6.622,-7.476,17
SOLUSDT,10,10,1,178,XUOI,false,true,0,-4.057,-3.823,-3.823,-4.057,72
SOLUSDT,10,10,-1,73,XUOI,false,true,0,-2.551,-2.291,-2.431,-2.551,49
SOLUSDT,10,10,1,393,XUOI,false,true,1,26.154,0.56,0.247,26.154,63
SOLUSDT,10,10,-1,143,NGUOC,false,false,0,-3.547,-0.347,0.142,,2
SOLUSDT,10,10,1,157,XUOI,false,true,0,-1.061,-0.081,-1.815,-1.061,33
SOLUSDT,10,10,-1,114,XUOI,false,true,0,-2.004,-1.724,-1.914,-2.004,24
SOLUSDT,10,10,1,269,XUOI,false,true,1,3.781,-2.163,-3.116,3.781,8
SOLUSDT,10,10,-1,60,NGUOC,false,false,0,-11.332,-1.433,-10.537,,9
SOLUSDT,10,10,1,247,XUOI,false,true,1,12.474,12.474,12.474,12.474,247
SOLUSDT,10,10,-1,162,NGUOC,false,false,0,-0.297,-2.382,-2.382,,5
SOLUSDT,10,10,1,191,XUOI,false,true,1,9.085,9.085,9.085,9.085,191
SOLUSDT,10,10,-1,209,NGUOC,false,false,1,4.181,2.546,4.181,,14
SOLUSDT,10,10,1,180,XUOI,false,true,0,-1.852,-1.727,1.915,-1.852,16
SOLUSDT,10,10,-1,200,XUOI,false,true,1,1.106,2.465,1.106,1.106,198
SOLUSDT,10,10,1,357,XUOI,false,true,1,1.368,1.368,1.368,1.368,357
SOLUSDT,10,10,-1,196,NGUOC,false,true,1,3.007,-0.6,-0.308,1.773,2
SOLUSDT,10,10,1,498,XUOI,false,true,1,11.397,6.639,11.54,11.397,328
SOLUSDT,10,10,-1,39,XUOI,false,true,0,-2.711,-0.939,-0.916,-2.711,17
SOLUSDT,10,10,1,33,XUOI,false,true,0,-3.474,-1.144,-2.194,-3.474,26
SOLUSDT,10,10,-1,145,XUOI,false,true,0,-1.493,-1.493,-1.493,-1.493,145
SOLUSDT,10,10,1,387,NGUOC,false,false,1,15.825,-0.908,-2.14,,2
SOLUSDT,10,10,-1,86,NGUOC,false,false,0,-1.505,-0.835,-1.869,,2
SOLUSDT,10,10,1,19,XUOI,false,true,0,-4.32,-5.65,-5.65,-4.32,16
SOLUSDT,10,10,-1,123,XUOI,false,true,0,-1.188,-1.188,-1.188,-1.188,123
SOLUSDT,10,10,1,27,NGUOC,false,false,0,-5.84,-0.701,-3.469,,5
SOLUSDT,10,10,-1,109,XUOI,false,true,0,-3.866,2.008,0.896,-3.866,65
SOLUSDT,10,10,1,208,XUOI,false,true,1,2.628,3.287,3.23,2.628,99
SOLUSDT,10,10,-1,63,NONE,false,true,0,-4.246,-0.965,-1.515,-5.528,12
SOLUSDT,10,10,1,38,XUOI,false,true,0,-4.377,-5.598,-4.377,-4.377,30
SOLUSDT,10,10,-1,174,NONE,false,true,1,1.154,-0.252,-1.716,0.439,11
SOLUSDT,10,10,1,716,NGUOC,false,true,1,54.97,2.041,0.334,51.412,71
SOLUSDT,10,10,-1,284,XUOI,false,true,1,4.266,-1.342,-2.996,4.266,11
SOLUSDT,10,10,1,105,NGUOC,false,false,0,-6.363,-2.849,-2.099,,5
SOLUSDT,10,10,-1,108,XUOI,false,true,0,-3.303,-3.303,-3.303,-3.303,108
SOLUSDT,10,10,1,210,NGUOC,false,false,1,4.178,-1.745,-1.745,,4
SOLUSDT,10,10,-1,192,XUOI,false,true,1,7.067,7.067,7.067,7.067,192
SOLUSDT,10,10,1,78,NGUOC,false,false,0,-2.897,3.153,-1.542,,13
SOLUSDT,10,10,-1,298,XUOI,false,true,1,4.504,2.462,3.104,4.504,120
SOLUSDT,10,10,1,175,XUOI,false,true,1,2.018,4.866,4.866,2.018,91
SOLUSDT,10,10,-1,50,XUOI,false,true,0,-5.619,-4.688,-5.619,-5.619,48
SOLUSDT,10,10,1,105,XUOI,false,true,0,-3.506,-3.26,-5.004,-3.506,7
SOLUSDT,10,10,-1,175,XUOI,false,true,1,3.022,3.022,3.022,3.022,175
SOLUSDT,10,10,1,107,NGUOC,false,false,0,-1.869,-1.561,-1.869,,15
SOLUSDT,10,10,-1,135,XUOI,false,true,0,-3.394,-3.394,-3.394,-3.394,135
SOLUSDT,10,10,1,210,NGUOC,false,false,1,0.951,-1.22,-2.097,,5
SOLUSDT,10,10,-1,277,NGUOC,false,false,1,5.07,-0.545,5.07,,3
SOLUSDT,10,10,1,53,NGUOC,false,false,0,-2.396,-0.559,-1.437,,9
SOLUSDT,10,10,-1,201,XUOI,false,true,1,7.106,7.106,7.106,7.106,201
SOLUSDT,10,10,1,664,NGUOC,false,false,1,18.637,-1.037,2.834,,4
SOLUSDT,10,10,-1,193,NGUOC,false,false,1,0.737,-1.655,0.239,,19
SOLUSDT,10,10,1,149,XUOI,false,true,0,-0.963,-0.075,-0.075,-0.963,53
SOLUSDT,10,10,-1,189,XUOI,false,true,1,0.202,2.14,0.184,0.202,149
SOLUSDT,10,10,1,36,XUOI,false,true,0,-3.043,-3.321,-3.043,-3.043,35
SOLUSDT,10,10,-1,91,XUOI,false,true,0,-2.983,-1.334,-2.51,-2.983,6
SOLUSDT,10,10,1,506,XUOI,false,true,1,9.494,-2.156,-2.156,9.494,49
SOLUSDT,10,10,-1,50,NGUOC,false,false,0,-2.293,0.157,0.126,,16
SOLUSDT,10,10,1,94,XUOI,false,true,1,2.366,3.708,3.708,2.366,88
SOLUSDT,10,10,-1,71,XUOI,false,true,0,-4.161,-3.925,-3.925,-4.161,70
SOLUSDT,10,10,1,130,XUOI,false,true,0,-2.125,-1.655,-1.655,-2.125,123
SOLUSDT,10,10,-1,256,XUOI,false,true,1,2.462,2.462,2.462,2.462,256
SOLUSDT,10,10,1,165,NGUOC,false,false,0,-0.627,1.299,0.632,,2
SOLUSDT,10,10,-1,219,XUOI,false,true,1,3.126,3.126,3.126,3.126,219
SOLUSDT,10,10,1,57,NONE,false,false,0,-4.716,-1.004,-2.402,,8
SOLUSDT,10,10,-1,164,XUOI,false,true,0,-0.709,-0.914,-0.709,-0.709,25
SOLUSDT,10,10,1,171,XUOI,false,true,0,-2.054,-1.575,-1.575,-2.054,163
SOLUSDT,10,10,-1,19,XUOI,false,true,0,-4.408,-2.63,-2.63,-4.408,13
SOLUSDT,10,10,1,99,XUOI,false,true,1,0.253,0.253,0.253,0.253,99
SOLUSDT,10,10,-1,66,NGUOC,false,false,0,-4.123,-0.769,-2.292,,10
SOLUSDT,10,10,1,278,XUOI,false,true,1,14.675,-0.851,-0.851,14.675,32
SOLUSDT,10,10,-1,201,NGUOC,false,false,0,-3.652,-0.877,-2.723,,3
SOLUSDT,10,10,1,144,XUOI,false,true,0,-8.188,-4.821,-10.881,-8.188,34
SOLUSDT,10,10,-1,39,XUOI,false,true,0,-8.01,-6.14,-8.14,-8.01,34
SOLUSDT,10,10,1,412,XUOI,false,true,1,8.505,-3.197,-3.197,8.505,23
SOLUSDT,10,10,-1,73,NGUOC,false,false,0,-4.213,1.002,-1.094,,2
SOLUSDT,10,10,1,531,XUOI,false,true,1,22.262,12.943,12.943,22.262,309
SOLUSDT,10,10,-1,82,NGUOC,false,false,0,-9.192,-2.928,-9.192,,6
SOLUSDT,10,10,1,126,XUOI,false,true,0,-2.517,-2.517,-2.517,-2.517,126
SOLUSDT,10,10,-1,171,NGUOC,false,false,1,3.039,-0.513,8.603,,2
SOLUSDT,10,10,1,92,XUOI,false,true,0,-2.998,-2.998,-2.998,-2.998,92
SOLUSDT,10,10,-1,174,NGUOC,false,false,1,0.612,-1.893,1.553,,13
SOLUSDT,10,10,1,298,XUOI,false,true,1,5.33,5.33,5.33,5.33,298
SOLUSDT,10,10,-1,210,NGUOC,false,false,0,-1.107,-2.125,-1.901,,7
SOLUSDT,10,10,1,340,XUOI,false,true,1,3.586,-1.211,-1.898,3.586,33
SOLUSDT,10,10,-1,175,NONE,false,true,1,2.861,-0.845,2.861,2.725,10
SOLUSDT,10,10,1,86,XUOI,false,true,0,-5.345,-4.553,-5.345,-5.345,58
SOLUSDT,10,10,-1,42,XUOI,false,true,0,-4.181,-1.461,-4.134,-4.181,10
SOLUSDT,10,10,1,34,XUOI,false,true,0,-2.715,-3.056,-3.056,-2.715,25
SOLUSDT,10,10,-1,193,XUOI,false,true,1,1.987,-1.021,2.464,1.987,5
SOLUSDT,10,10,1,114,XUOI,false,true,0,-1.832,0.013,-0.296,-1.832,33
SOLUSDT,10,10,-1,22,XUOI,false,true,0,-3.862,-1.605,-1.605,-3.862,17
SOLUSDT,10,10,1,79,XUOI,false,true,0,-3.227,-3.389,-3.389,-3.227,75
SOLUSDT,10,10,-1,183,XUOI,false,true,1,2.993,2.993,2.993,2.993,183
SOLUSDT,10,10,1,139,NGUOC,false,false,0,-1.908,0.982,-1.106,,15
SOLUSDT,10,10,-1,231,XUOI,false,true,1,10.651,14.959,12.665,10.651,165
SOLUSDT,10,10,1,66,XUOI,false,true,0,-3.766,-3.766,-3.766,-3.766,66
SOLUSDT,10,10,-1,152,NONE,false,true,1,0.622,0.622,0.622,-2.105,152
SOLUSDT,10,10,1,31,NONE,false,false,0,-6.509,-1.949,-5.008,,13
SOLUSDT,10,10,-1,106,XUOI,false,true,0,-4.943,-4.943,-4.943,-4.943,106
SOLUSDT,10,10,1,42,NGUOC,false,false,0,-5.185,-1.594,0.182,,9
SOLUSDT,10,10,-1,24,XUOI,false,true,0,-12.169,-11.641,-12.72,-12.169,18
SOLUSDT,10,10,1,511,XUOI,false,true,1,4.693,4.693,4.693,4.693,511
SOLUSDT,10,10,-1,301,NGUOC,false,false,1,6.853,1.69,4.969,,35
SOLUSDT,10,10,1,111,NONE,false,false,0,-1.618,-1.166,-1.166,,110
SOLUSDT,10,10,-1,270,XUOI,false,true,1,6.259,6.259,6.259,6.259,270
SOLUSDT,10,10,1,582,NGUOC,false,false,1,14.004,0.996,3.635,,2
SOLUSDT,10,10,-1,185,NGUOC,false,false,1,2.918,1.907,2.588,,13
SOLUSDT,10,10,1,85,XUOI,false,true,1,0.487,0.487,0.487,0.487,85
SOLUSDT,10,10,-1,263,NGUOC,false,false,1,1.017,-0.754,0.561,,3
SOLUSDT,10,10,1,124,XUOI,false,true,0,-3.197,-1.187,-1.187,-3.197,85
SOLUSDT,10,10,-1,84,XUOI,false,true,0,-4.504,-4.401,-4.401,-4.504,83
SOLUSDT,10,10,1,384,XUOI,false,true,1,11.566,11.566,11.566,11.566,384
SOLUSDT,10,10,-1,63,NGUOC,false,false,0,-4.876,-1.332,-1.965,,16
SOLUSDT,10,10,1,138,XUOI,false,true,1,0.194,0.768,0.194,0.194,129
SOLUSDT,10,10,-1,551,XUOI,false,true,1,6.525,-0.443,-0.951,6.525,21
SOLUSDT,10,10,1,277,NGUOC,false,true,1,0.84,1.987,1.4,0.409,44
SOLUSDT,10,10,-1,45,XUOI,false,true,0,-3.099,-2.518,-3.099,-3.099,44
SOLUSDT,10,10,1,53,XUOI,false,true,0,-3.298,-1.058,-2.885,-3.298,7
SOLUSDT,10,10,-1,310,XUOI,false,true,1,0.306,-2.617,-2.617,0.306,23
SOLUSDT,10,10,1,313,NGUOC,false,false,1,3.041,0.329,-0.678,,2
SOLUSDT,10,10,-1,276,NGUOC,false,true,1,5.574,0.202,0.013,4.481,19
SOLUSDT,10,10,1,63,XUOI,false,true,0,-1.659,-1.537,-1.537,-1.659,61
SOLUSDT,10,10,-1,41,XUOI,false,true,0,-2.252,-0.937,-1.015,-2.252,5
SOLUSDT,10,10,1,36,XUOI,false,true,0,-4.014,-2.226,-2.439,-4.014,10
SOLUSDT,10,10,-1,135,XUOI,false,true,1,2.374,2.374,2.374,2.374,135
SOLUSDT,10,10,1,59,NGUOC,false,true,0,-5.027,-4.436,-5.027,-5.027,58
SOLUSDT,10,10,-1,335,XUOI,false,true,1,2.778,-0.471,1.092,2.778,41
SOLUSDT,10,10,1,75,XUOI,false,true,0,-1.207,0.951,0.951,-1.207,43
SOLUSDT,10,10,-1,179,XUOI,false,true,1,2.456,2.456,2.456,2.456,179
SOLUSDT,10,10,1,80,NGUOC,false,false,0,-4.653,-0.664,-2.425,,4
SOLUSDT,10,10,-1,38,XUOI,false,true,0,-3.916,-3.916,-3.916,-3.916,38
SOLUSDT,10,10,1,17,NGUOC,false,false,0,-4.931,-1.518,-2.718,,5
SOLUSDT,10,10,-1,149,XUOI,false,true,0,-2.713,-2.713,-2.713,-2.713,149
SOLUSDT,10,10,1,136,NGUOC,false,false,0,-2.578,0.516,-1.665,,4
SOLUSDT,10,10,-1,129,XUOI,false,true,0,-0.064,4.417,4.417,-0.064,74
SOLUSDT,10,10,1,322,XUOI,false,true,1,9.881,9.881,9.881,9.881,322
SOLUSDT,10,10,-1,196,NGUOC,false,false,1,2.709,-0.412,-1.013,,7
SOLUSDT,10,10,1,270,NGUOC,false,false,1,4.565,-0.87,4.565,,6
SOLUSDT,10,10,-1,238,NGUOC,false,false,1,8.93,1.552,9.817,,14
SOLUSDT,10,10,1,183,XUOI,false,true,1,0.795,0.943,0.943,0.795,182
SOLUSDT,10,10,-1,77,XUOI,false,true,0,-2.854,-0.705,-0.705,-2.854,74
SOLUSDT,10,10,1,272,XUOI,false,true,0,-0.162,-2.85,-2.85,-0.162,66
SOLUSDT,10,10,-1,171,XUOI,false,true,1,0.725,-1.214,-2.685,0.725,9
