symbol,S,pnl,win,exitType,hold,fastCycleLen,slowAge,confLag,pullLag,pullDepth,entryVsZone,volConfirm,volEntry,atrPct,zoneWidth,zoneAge,zoneMerged,slowStrength,moveFromFlip,emaSlope,hour,rangePct
XRPUSDT,-1,-2.1,0,SL,21,1,1,0,0,-3.71,10.3,1.92,1.92,0.78,0.47,161,0,2.11,0,-1,16,1.01
XRPUSDT,-1,1.9,1,TP,10,1,363,0,0,-2.06,2.49,1.35,1.35,1.15,0.55,170,1,1.59,0,-1,16,1.32
XRPUSDT,1,-2.1,0,SL,18,4,450,0,3,-0.69,5.72,0.82,1.25,0.39,0.27,129,0,1.16,-0.24,1,21,0.43
XRPUSDT,1,-2.1,0,SL,121,3,628,0,2,0.27,2.5,0.56,1.6,0.42,0.17,43,0,1.03,-0.41,1,17,0.55
XRPUSDT,-1,-2.1,0,SL,9,3,263,0,2,-0.29,0.57,3.48,2.48,0.56,0.26,97,0,1.07,-0.96,-1,15,1.6
XRPUSDT,-1,1.9,1,TP,18,1,744,0,0,-2.14,5.04,0.95,0.95,0.95,0.51,121,0,1.1,0,-1,20,1
XRPUSDT,1,-2.1,0,SL,28,4,213,0,3,-0.45,0.6,2.58,0.73,0.33,0.4,50,1,0.94,-0.14,1,13,0.24
XRPUSDT,-1,-0.588,0,TIMEOUT,77,1,156,0,0,-3.19,2.25,3.97,3.97,0.31,0.13,130,0,0.52,0,-1,16,0.95
XRPUSDT,-1,1.9,1,TP,79,3,216,0,2,0.2,3.01,3.41,0.49,0.24,0.24,37,0,0.7,-0.38,-1,3,0.22
XRPUSDT,-1,1.9,1,TP,57,1,881,0,0,-2.33,5.65,1.29,1.29,0.17,0.26,203,0,0.46,0,-1,1,0.13
XRPUSDT,-1,-2.1,0,SL,25,3,1122,0,2,0.38,-0.91,1.05,1.5,0.29,0.44,102,1,0.23,-0.41,-1,14,0.68
XRPUSDT,-1,1.9,1,TP,19,1,189,0,0,-2.17,1.24,1.32,1.32,0.62,0.34,112,0,1.41,0,-1,18,0.97
XRPUSDT,1,1.9,1,TP,49,1,246,0,0,-3.63,3.75,4.75,4.75,0.5,0.15,94,0,0.8,0,1,0,1.28
XRPUSDT,1,1.9,1,TP,87,1,437,0,0,-2.55,6.93,1.61,1.61,0.22,0.15,285,0,0.54,0,1,0,0.38
XRPUSDT,-1,1.9,1,TP,81,3,263,0,2,-0.22,0.71,0.73,0.39,0.25,0.16,49,0,0.77,-0.02,-1,2,0.1
XRPUSDT,1,1.9,1,TP,48,1,157,0,0,-3.37,3.74,2.56,2.56,0.35,0.12,137,0,0.85,0,1,15,0.52
XRPUSDT,-1,1.9,1,TP,34,1,382,0,0,-2.15,2.48,0.54,0.54,0.34,0.08,156,0,0.21,0,-1,6,0.24
XRPUSDT,1,-1.53,0,TIMEOUT,74,4,258,0,3,0.14,9.47,1.01,1.11,0.53,0.2,685,0,1.38,-0.67,1,17,0.61
XRPUSDT,1,-1.395,0,TIMEOUT,42,3,133,1,1,-0.6,4.11,0.6,1.47,0.21,0.21,165,0,0.65,0.15,1,14,0.29
XRPUSDT,1,-1.582,0,TIMEOUT,21,2,226,0,1,0.06,0.58,0.66,1.06,0.26,0.21,258,0,0.23,-0.31,1,13,0.32
XRPUSDT,1,1.9,1,TP,16,1,241,0,0,-4.59,5.11,2.8,2.8,0.47,0.22,2,0,0.52,0,1,21,0.72
XRPUSDT,-1,1.9,1,TP,67,1,1236,0,0,-1.08,1.59,0.85,0.85,0.24,0.15,18,0,0.81,0,-1,8,0.13
XRPUSDT,1,-2.1,0,SL,77,4,187,0,3,0.15,0.79,1.88,0.85,0.4,0.23,45,0,0.95,-0.85,1,17,0.6
BNBUSDT,1,1.9,1,TP,20,1,159,0,0,-2.58,3.88,0.67,0.67,0.5,0.18,21,0,1.15,0,1,15,0.33
BNBUSDT,1,1.9,1,TP,37,1,349,0,0,-3.1,6.77,1.35,1.35,0.6,0.17,211,0,0.64,0,1,14,1.06
BNBUSDT,1,1.9,1,TP,44,4,1050,0,3,-0.05,9.66,1.21,2.28,0.86,0.43,606,0,2.19,-1.26,1,0,1.71
BNBUSDT,1,-2.1,0,SL,4,1,353,0,0,-4.47,6.49,1.72,1.72,1.03,0.53,6,0,2.74,0,1,16,0.89
BNBUSDT,1,-2.1,0,SL,37,1,60,0,0,-4.12,3.59,2.44,2.44,0.56,0.37,368,0,1.37,0,1,0,1.24
BNBUSDT,1,1.9,1,TP,50,1,110,0,0,-3.69,11.63,2.36,2.36,0.49,0.36,894,0,1.36,0,1,12,1.48
BNBUSDT,1,1.9,1,TP,14,1,276,0,0,-2.92,14.71,1.43,1.43,0.51,0.35,1060,0,1.57,0,1,5,0.69
BNBUSDT,1,-2.1,0,SL,5,3,1556,0,2,-0.09,34.45,0.81,2.27,1.34,0.28,748,0,3.45,-2.38,1,13,2.56
BNBUSDT,1,1.9,1,TP,2,1,1831,0,0,-2.27,1.18,1.12,1.12,0.89,2.1,224,0,1.95,0,1,10,0.89
BNBUSDT,-1,1.9,1,TP,6,3,143,0,2,-0.36,2.34,2.18,2.03,0.92,0.3,33,0,1.46,-1.73,-1,20,1.76
BNBUSDT,-1,1.9,1,TP,8,1,185,0,0,-1.99,3.63,1.18,1.18,1.11,0.53,178,0,2.91,0,-1,1,1.25
BNBUSDT,1,1.9,1,TP,4,2,297,0,1,-1.56,21.95,0.42,1.84,0.95,1.64,1045,0,2.67,0.86,1,9,1.86
BNBUSDT,1,1.9,1,TP,10,3,882,0,2,0.04,4.21,1,0.94,0.9,0.69,317,1,1.35,-1.57,1,11,1.15
BNBUSDT,1,-2.1,0,SL,41,2,252,1,0,-1.74,0.85,0.81,0.81,0.69,0.46,16,0,1.13,0.73,1,0,0.88
BNBUSDT,-1,1.9,1,TP,23,4,235,0,3,-0.21,1.66,1.25,0.62,1.08,2,166,0,3.13,-1.5,-1,11,0.65
BNBUSDT,-1,1.9,1,TP,9,1,353,0,0,-2.48,4.73,1.63,1.63,0.95,2.05,287,0,1.93,0,-1,16,0.87
BNBUSDT,-1,1.9,1,TP,1,1,826,0,0,-2.53,6.79,3.25,3.25,3.29,2.7,206,0,6.21,0,-1,14,5.23
BNBUSDT,1,1.9,1,TP,3,1,133,0,0,-1.37,20.49,0.73,0.73,1.62,1.3,235,0,5.02,0,1,2,1.35
BNBUSDT,1,1.9,1,TP,4,1,254,0,0,-3.35,3.48,3.87,3.87,0.69,0.31,1,0,0.72,0,1,4,1.43
BNBUSDT,1,1.9,1,TP,19,1,236,0,0,-3.01,0.49,1.46,1.46,0.67,0.49,87,0,1.25,0,1,23,0.65
BNBUSDT,1,1.9,1,TP,2,1,433,0,0,-3.52,4.34,2.76,2.76,0.51,0.44,178,0,1.5,0,1,0,0.81
BNBUSDT,1,1.9,1,TP,9,1,1068,0,0,-1.82,7.93,1.02,1.02,0.44,0.27,200,0,1.41,0,1,22,0.31
BNBUSDT,1,1.9,1,TP,4,1,317,0,0,-2.7,11.77,1.56,1.56,0.52,0.65,304,0,1.47,0,1,3,0.39
BNBUSDT,1,1.9,1,TP,38,1,557,0,0,-2.45,13.29,1.36,1.36,1.08,0.59,544,0,0.62,0,1,15,0.85
BNBUSDT,1,-2.1,0,SL,118,3,777,0,2,-0.03,23.19,1.07,1.05,0.53,0.61,762,0,1.15,-0.88,1,22,0.73
BNBUSDT,-1,1.9,1,TP,18,1,546,0,0,-2.29,19.28,1.31,1.31,0.84,1.09,530,0,0.7,0,-1,2,1.01
BNBUSDT,-1,1.9,1,TP,7,1,210,0,0,-1.89,8.62,0.82,0.82,0.66,0.39,374,0,1.24,0,-1,0,0.6
BNBUSDT,1,-2.1,0,SL,2,4,337,0,3,-0.1,11.38,0.75,1.55,0.45,0.45,249,0,1.4,-0.65,1,2,0.49
BNBUSDT,1,1.9,1,TP,3,1,725,0,0,-3.38,3.83,1.64,1.64,0.42,0.14,88,0,1.28,0,1,3,0.44
BNBUSDT,1,1.9,1,TP,84,1,131,0,0,-4.6,3.67,3.56,3.56,0.39,0.22,655,0,1.05,0,1,17,0.83
BNBUSDT,1,1.9,1,TP,78,4,429,0,3,-0.46,1.63,0.59,0.64,0.26,0.37,179,0,0.77,-0.11,1,20,0.36
BNBUSDT,1,1.9,1,TP,44,1,236,0,0,-3,10.28,1.33,1.33,0.59,0.5,191,0,1.23,0,1,3,0.81
BNBUSDT,-1,-1.766,0,TIMEOUT,15,3,140,0,2,0.45,3.49,0.65,0.93,0.36,0.39,32,0,1.07,-0.28,-1,6,0.53
BNBUSDT,-1,1.9,1,TP,72,4,214,0,3,-0.49,2.91,2.66,1.89,0.82,0.71,45,1,0.89,-1.38,-1,1,1.37
BNBUSDT,1,1.9,1,TP,26,1,291,0,0,-3.35,4.89,1.52,1.52,0.76,0.57,267,0,0.4,0,1,15,0.64
BNBUSDT,1,1.9,1,TP,14,1,314,0,0,-1.55,1.98,0.93,0.93,0.38,0.28,222,0,1.01,0,1,1,0.45
BNBUSDT,-1,1.9,1,TP,40,1,425,0,0,-2.91,2.8,2.17,2.17,0.43,0.24,97,0,0.85,0,-1,23,0.9
BNBUSDT,-1,-1.03,0,TIMEOUT,147,2,195,0,1,0.01,1.3,0.71,0.91,0.53,0.19,179,0,1.02,-0.41,-1,19,0.64
BNBUSDT,1,-2.1,0,SL,44,2,394,0,1,0,1.06,0.98,1.36,0.58,0.64,100,0,1.83,-0.34,1,7,0.62
BNBUSDT,1,1.9,1,TP,6,4,612,0,3,-0.56,2.55,1.48,2.13,0.79,0.44,66,0,0.32,-0.74,1,13,1.22
BNBUSDT,-1,-2.1,0,SL,38,1,260,0,0,-2.16,6.97,0.91,0.91,0.51,0.5,258,0,1.51,0,-1,3,0.29
BNBUSDT,-1,1.9,1,TP,18,1,161,0,0,-2.21,3.27,2.15,2.15,0.44,0.34,49,0,1.27,0,-1,10,0.54
BNBUSDT,-1,-1.653,0,TIMEOUT,35,4,358,0,3,-0.13,9.87,0.72,1.06,0.29,0.35,243,0,0.89,-0.24,-1,11,0.21
BNBUSDT,1,1.9,1,TP,22,3,607,0,2,-0.43,11.77,0.76,1.16,0.43,0.29,223,0,1.36,-0.03,1,6,0.47
BNBUSDT,1,-2.1,0,SL,20,2,818,0,1,-0.94,3.74,0.55,1.36,0.53,0.37,67,0,0.65,0.33,1,11,0.75
BNBUSDT,-1,1.9,1,TP,68,1,132,0,0,-2.32,7.06,0.92,0.92,0.56,0.7,218,1,0.65,0,-1,2,0.42
BNBUSDT,1,1.9,1,TP,7,1,378,0,0,-3.04,2.34,1.93,1.93,0.36,0.35,95,0,0.89,0,1,12,0.53
BNBUSDT,1,-2.1,0,SL,25,1,669,0,0,-3.49,0.97,1.84,1.84,0.86,0.21,198,0,0.46,0,1,13,0.95
BNBUSDT,-1,1.9,1,TP,36,1,266,0,0,-2.99,3.89,3.2,3.2,0.52,0.17,9,0,1.12,0,-1,12,1.15
BNBUSDT,-1,1.9,1,TP,17,1,484,0,0,-0.89,2.06,0.75,0.75,0.5,0.35,364,0,0.44,0,-1,16,0.56
BNBUSDT,1,1.9,1,TP,16,1,100,0,0,-1.54,5.28,0.61,0.61,0.39,0.37,28,0,1.26,0,1,1,0.3
BNBUSDT,1,1.9,1,TP,19,1,390,0,0,-3.74,8.74,4.84,4.84,0.39,0.36,318,0,0.19,0,1,1,0.84
BNBUSDT,1,1.9,1,TP,9,1,174,0,0,-5.08,5.61,5.29,5.29,0.24,0.14,162,0,0.53,0,1,14,0.49
BNBUSDT,1,1.9,1,TP,15,1,459,0,0,-4.66,3.26,4.59,4.59,0.4,0.14,166,0,0.96,0,1,13,0.86
BNBUSDT,-1,1.9,1,TP,15,3,201,0,2,-0.99,1.27,0.45,0.93,1.92,1.32,48,0,2.3,1.71,-1,4,2.37
BNBUSDT,-1,-1.097,0,TIMEOUT,71,2,1198,0,1,-0.31,10.65,0.65,0.76,0.24,0.51,310,0,0.75,0.06,-1,13,0.19
BNBUSDT,-1,1.9,1,TP,49,1,333,0,0,-1.28,0.78,2.05,2.05,0.56,0.18,81,0,1.21,0,-1,13,1.02
BNBUSDT,1,1.9,1,TP,29,2,190,0,1,0.37,3.91,0.77,1,0.5,0.51,38,0,1.14,-0.28,1,8,0.44
BNBUSDT,1,1.9,1,TP,2,1,0,0,0,-5.21,4.64,13.78,13.78,0.32,0.18,0,0,0.82,0,1,2,2.05
BNBUSDT,1,1.9,1,TP,99,2,656,0,1,0.43,19.74,0.46,0.55,0.3,0.21,374,0,0.93,-0.26,1,22,0.29
BNBUSDT,-1,-1.919,0,TIMEOUT,49,1,136,0,0,-3.13,0.85,0.99,0.99,0.44,0.28,125,0,1.15,0,-1,6,0.35
BNBUSDT,-1,-1.958,0,TIMEOUT,59,2,200,0,1,0.15,2.04,0.55,1.24,0.41,0.28,55,0,1.07,-0.09,-1,3,0.4
BNBUSDT,1,-2.1,0,SL,115,2,523,0,1,-0.57,3.32,0.55,0.8,0.29,0.22,49,0,0.37,-0.16,1,11,0.33
BNBUSDT,1,-1.518,0,TIMEOUT,93,2,470,0,1,0.12,0.42,0.59,0.67,0.38,0.22,30,0,0.95,-0.22,1,12,0.34
BNBUSDT,-1,-1.138,0,TIMEOUT,44,2,692,0,1,-0.11,5.64,1.86,1.54,0.23,0.14,322,0,0.65,-0.23,-1,14,0.37
BNBUSDT,-1,-2.1,0,SL,28,4,766,0,3,-0.4,-0.58,0.94,0.56,0.28,0.22,68,0,0.56,-0.32,-1,8,0.14
BNBUSDT,-1,1.9,1,TP,5,1,902,0,0,-3.7,2.14,2.35,2.35,0.36,0.22,207,0,0.2,0,-1,18,0.52
BNBUSDT,-1,-2.1,0,SL,31,4,1088,0,3,-0.25,11.7,1.3,1.25,0.43,0.23,390,0,1.33,-0.63,-1,17,0.41
BNBUSDT,-1,1.9,1,TP,7,2,67,0,1,-0.06,2.55,1.23,1.43,0.31,0.33,66,1,0.79,-0.28,-1,18,0.51
BNBUSDT,-1,1.9,1,TP,32,1,99,0,0,-3.93,2.43,2.63,2.63,0.35,0.21,48,0,0.82,0,-1,0,0.44
BNBUSDT,-1,-1.105,0,TIMEOUT,63,4,277,0,3,-0.64,0.63,0.61,0.59,0.14,0.1,233,0,0.45,-0.09,-1,23,0.09
BNBUSDT,-1,1.9,1,TP,66,1,573,0,0,-4.43,4.79,4.35,4.35,0.3,0.3,7,0,0.58,0,-1,1,1.19
BNBUSDT,-1,1.9,1,TP,4,1,154,0,0,-1.72,3.56,1.16,1.16,0.41,0.26,76,0,1.03,0,-1,14,0.29
BNBUSDT,1,1.9,1,TP,26,3,257,0,2,-1.09,3.1,0.74,1.11,0.33,0.27,54,0,1.01,0.06,1,3,0.43
BNBUSDT,-1,1.9,1,TP,47,3,134,1,1,-0.43,2.74,0.79,1.04,0.25,0.21,21,0,0.78,0.15,-1,7,0.16
BNBUSDT,1,-0.528,0,TIMEOUT,122,1,475,0,0,-2.76,3.09,1.35,1.35,0.49,0.32,3,1,0.12,0,1,7,0.53
BNBUSDT,-1,1.9,1,TP,169,2,343,0,1,-0.31,1,0.86,1.15,0.16,0.03,148,0,0.18,-0.17,-1,0,0.3
BNBUSDT,-1,-1.327,0,TIMEOUT,34,3,656,0,2,-0.43,1.41,0.72,1.57,0.2,0.14,7,0,0.34,-0.19,-1,13,0.42
BNBUSDT,1,-0.264,0,TIMEOUT,305,2,213,0,1,-1.26,1.81,1.23,0.92,0.2,0.14,12,0,0.57,0.21,1,13,0.27
BNBUSDT,1,-1.191,0,TIMEOUT,78,1,536,0,0,-5.11,3.24,2.75,2.75,0.35,0.16,252,0,0.31,0,1,22,0.53
BNBUSDT,-1,-0.039,0,TIMEOUT,141,1,403,0,0,-1.95,4.36,1.71,1.71,0.11,0.17,78,0,0.12,0,-1,17,0.12
BNBUSDT,-1,1.9,1,TP,27,1,566,0,0,-4.28,4.06,18,18,0.26,0.16,80,1,0.49,0,-1,9,1.48
BNBUSDT,1,1.9,1,TP,18,1,1429,0,0,-1.11,5.39,1.06,1.06,0.23,0.27,435,0,0.68,0,1,5,0.28
BNBUSDT,1,1.9,1,TP,55,4,264,0,3,-0.09,2.83,0.82,2.74,0.19,0.06,152,0,0.49,-0.22,1,10,0.45
BNBUSDT,1,-0.84,0,TIMEOUT,40,3,625,0,2,0.14,6.93,1.76,1.14,0.19,0.48,239,0,0.53,-0.35,1,5,0.2
BNBUSDT,1,1.9,1,TP,22,1,142,0,0,-3.59,3.35,2.64,2.64,0.16,0.25,70,0,0.47,0,1,7,0.25
BNBUSDT,1,1.9,1,TP,89,2,1128,0,1,0.38,4.04,0.76,0.61,0.28,0.37,71,0,0.86,-0.23,1,13,0.37
BNBUSDT,1,-2.1,0,SL,9,4,579,0,3,-0.09,2.22,1.25,1.73,0.45,0.23,219,0,0.15,-0.44,1,10,0.56
BNBUSDT,1,1.9,1,TP,14,1,739,0,0,-2.94,15.57,3.85,3.85,0.36,0.21,382,0,1.08,0,1,2,0.79
BNBUSDT,-1,1.9,1,TP,4,1,322,0,0,-2.79,6.27,0.81,0.81,0.53,0.24,175,0,0.85,0,-1,10,0.44
BNBUSDT,1,-2.1,0,SL,144,1,523,0,0,-2.84,4.32,1.51,1.51,0.47,0.16,31,0,0.38,0,1,2,0.41
BNBUSDT,1,-1.384,0,TIMEOUT,69,3,936,0,2,-0.72,3.89,0.48,2.18,0.35,0.21,222,0,0.48,0,1,10,0.51
BNBUSDT,1,1.9,1,TP,17,3,109,0,2,0.03,1.25,1.87,1.55,0.18,0.14,502,0,0.55,-0.23,1,0,0.22
BNBUSDT,-1,-1.975,0,TIMEOUT,80,4,521,0,3,-0.7,3.11,0.91,0.41,0.37,0.42,36,0,0.72,-0.02,-1,18,0.3
BNBUSDT,1,1.9,1,TP,80,1,380,0,0,-1.51,11.18,0.65,0.65,0.33,0.26,386,0,0.7,0,1,4,0.32
BNBUSDT,-1,1.9,1,TP,26,1,204,0,0,-1.74,2.82,0.49,0.49,0.44,0.09,281,0,0.23,0,-1,22,0.53
BNBUSDT,-1,1.9,1,TP,24,1,369,0,0,-1.92,6.13,2.03,2.03,0.75,0.09,446,0,1.28,0,-1,15,1.49
BNBUSDT,1,1.9,1,TP,21,1,275,0,0,-3.07,6.78,2.43,2.43,0.26,0.63,126,0,0.7,0,1,10,0.46
BNBUSDT,1,1.9,1,TP,6,1,491,0,0,-1.86,3.79,0.93,0.93,0.41,0.12,44,0,0.78,0,1,16,0.22
BNBUSDT,1,-2.1,0,SL,28,2,991,0,1,-0.16,-0.75,0.8,1.77,0.37,0.29,94,0,1.02,-0.4,1,21,0.8
BNBUSDT,-1,-1.525,0,TIMEOUT,40,1,369,0,0,-1.31,1.71,2.11,2.11,0.35,0.13,17,0,1.04,0,-1,2,0.5
BNBUSDT,-1,1.9,1,TP,4,1,147,0,0,-3.5,11.78,2.52,2.52,0.43,0.23,217,0,1,0,-1,14,0.83
BNBUSDT,1,-2.1,0,SL,78,3,998,0,2,-0.36,5.28,1.23,1.22,0.33,0.24,42,0,0.28,-0.29,1,6,0.5
BNBUSDT,1,-2.1,0,SL,9,3,317,0,2,0.1,2.51,2.16,0.57,0.56,0.91,88,0,1.68,-0.39,1,11,0.49
BNBUSDT,1,1.9,1,TP,11,1,436,0,0,-2.21,5.34,1.34,1.34,0.27,0.37,168,0,0.71,0,1,11,0.25
BNBUSDT,-1,1.9,1,TP,9,1,251,0,0,-4.07,7.78,2.31,2.31,0.82,1.14,124,0,1.83,0,-1,5,0.98
BNBUSDT,1,1.9,1,TP,5,1,396,0,0,-3.44,2.14,1.64,1.64,0.43,0.11,89,0,0.66,0,1,2,0.43
BNBUSDT,-1,1.9,1,TP,85,4,748,0,3,-0.49,7.98,0.83,0.71,0.2,0.52,235,1,0.57,-0.22,-1,16,0.15
BNBUSDT,1,-0.41,0,TIMEOUT,69,1,305,0,0,-4.25,4.88,3.17,3.17,0.2,0.1,235,0,0.37,0,1,0,0.34
BNBUSDT,1,1.9,1,TP,62,1,431,0,0,-2.76,9.1,1.41,1.41,0.26,0.09,361,0,0.52,0,1,8,0.19
BNBUSDT,-1,-0.925,0,TIMEOUT,72,1,195,0,0,-1.89,4.65,0.45,0.45,0.25,0.07,21,0,0.4,0,-1,3,0.2
BNBUSDT,-1,-0.336,0,TIMEOUT,176,4,430,0,3,-0.73,3.76,0.73,1.33,0.24,0.07,253,0,0.15,-0.02,-1,14,0.34
BNBUSDT,1,1.9,1,TP,47,1,224,0,0,-3.76,2.64,2.84,2.84,0.26,0.06,62,0,0.69,0,1,3,0.4
BNBUSDT,1,1.9,1,TP,10,1,628,0,0,-2.72,3,4.42,4.42,0.62,0.14,77,0,0.83,0,1,8,1.67
BNBUSDT,1,-1.206,0,TIMEOUT,85,1,761,0,0,-1.33,1.14,0.42,0.42,0.43,0.15,210,0,0.34,0,1,17,0.26
BNBUSDT,-1,-0.897,0,TIMEOUT,54,1,208,0,0,-1.68,3.48,2.1,2.1,0.21,0.07,52,0,0.62,0,-1,8,0.28
BNBUSDT,1,-1.017,0,TIMEOUT,76,1,110,0,0,-2.51,8.25,0.49,0.49,0.22,0.07,322,0,0.53,0,1,3,0.11
BNBUSDT,1,1.9,1,TP,194,3,468,0,2,-1.18,27.03,0.8,0.95,0.08,0.11,468,0,0.23,0.04,1,19,0.1
BNBUSDT,-1,-2.1,0,SL,30,4,1,0,3,-0.42,3.19,0.97,2.48,0.65,0.21,210,0,1.79,-0.6,-1,4,1.09
BNBUSDT,1,-2.1,0,SL,10,4,505,0,3,-1.25,12.52,0.72,0.8,0.35,0.22,228,0,0.97,-0.18,1,5,0.45
BNBUSDT,1,1.9,1,TP,18,1,739,0,0,-2.59,4.79,2.91,2.91,0.47,0.51,14,0,0.6,0,1,16,0.75
BNBUSDT,1,1.9,1,TP,22,3,383,0,2,-0.62,0.47,1.36,2.05,0.2,0.04,78,0,0.58,-0.13,1,7,0.38
BNBUSDT,-1,1.9,1,TP,34,1,243,0,0,-1.87,4.57,1.71,1.71,0.46,0.39,409,0,0.91,0,-1,3,0.53
BNBUSDT,-1,-2.1,0,SL,10,2,211,0,1,0.05,9.54,1.77,1.18,0.99,0.58,121,0,2.99,-0.46,-1,3,1.01
BNBUSDT,-1,1.9,1,TP,5,1,183,0,0,-3.06,6.56,1.89,1.89,0.61,0.4,192,0,1.21,0,-1,17,1.13
BNBUSDT,-1,1.9,1,TP,3,2,749,0,1,-0.3,2.82,2.06,4.02,0.48,0.27,284,0,0.95,-0.25,-1,15,0.9
BNBUSDT,1,1.9,1,TP,54,2,130,0,1,1.21,1.85,0.45,1.66,0.37,0.26,209,0,1.1,-0.67,-1,3,0.7
BNBUSDT,-1,-2.1,0,SL,9,4,182,0,3,-1.06,1.04,10.32,5.86,0.46,0.33,0,0,0.78,-0.69,-1,15,1.65
BNBUSDT,1,-2.1,0,SL,16,4,228,0,3,0.09,1.02,2.03,1.65,0.66,0.14,44,0,0.62,-1.49,1,20,1.22
BNBUSDT,1,-1.384,0,TIMEOUT,22,4,959,0,3,0.14,2.19,1.99,1.78,0.28,0.5,58,0,0.85,-0.38,1,9,0.37
BNBUSDT,1,1.9,1,TP,36,2,673,0,1,0.03,2.87,0.84,0.52,0.13,0.27,142,0,0.39,-0.07,1,6,0.07
BNBUSDT,-1,-2.1,0,SL,99,2,352,0,1,-0.41,2.07,0.66,0.74,0.38,0.2,12,0,0.73,-0.04,-1,16,0.38
BNBUSDT,1,-2.1,0,SL,18,4,161,0,3,0.1,-0.95,0.67,0.95,0.31,0.22,128,0,0.95,-0.58,1,6,0.26
BNBUSDT,-1,1.9,1,TP,87,3,252,0,2,-0.38,1.86,0.78,1.37,0.21,0.09,6,0,0.53,-0.33,-1,1,0.29
BNBUSDT,-1,1.9,1,TP,11,1,638,0,0,-3.27,4.29,2.54,2.54,0.39,0.41,14,1,0.5,0,-1,1,0.6
BNBUSDT,1,1.9,1,TP,13,1,291,0,0,-2.72,8.6,2.24,2.24,0.32,0.2,184,0,0.66,0,1,20,0.27
BNBUSDT,-1,0.146,1,TIMEOUT,190,1,156,0,0,-2.95,4.29,1.07,1.07,0.28,0.21,5,0,0.09,0,-1,6,0.27
BNBUSDT,-1,-0.468,0,TIMEOUT,69,2,615,0,1,-0.08,0.44,1.02,0.55,0.16,0.08,86,0,0.47,-0.09,-1,1,0.15
BNBUSDT,1,1.9,1,TP,29,1,619,0,0,-2.12,8.45,2.56,2.56,0.18,0.12,260,0,0.46,0,1,15,0.27
BNBUSDT,1,-0.701,0,TIMEOUT,93,1,281,0,0,-3.9,7.55,4.49,4.49,0.34,0.21,164,0,0.88,0,1,12,1.11
DOGEUSDT,-1,-2.1,0,SL,7,4,148,0,3,-0.34,26.96,1.39,0.43,1.04,0.92,232,0,3.32,-1.13,-1,18,0.45
DOGEUSDT,1,1.9,1,TP,1,2,1188,0,1,-1.24,25.57,1.03,1.43,2.04,0.12,469,0,5.24,1.79,1,4,2.94
DOGEUSDT,-1,1.9,1,TP,2,3,152,0,2,-0.26,11.34,0.88,0.66,1.75,2.97,374,0,5.49,-1.65,-1,21,1.33
DOGEUSDT,-1,1.9,1,TP,14,1,421,0,0,-1.28,2.19,1.09,1.09,0.76,0.47,10,0,0.76,0,-1,18,0.88
DOGEUSDT,1,1.9,1,TP,86,3,1651,0,2,-0.46,-1.36,2.92,3.01,0.86,1.05,518,0,0.73,-1.35,1,9,1.91
DOGEUSDT,-1,1.9,1,TP,10,1,198,0,0,-2.72,4.12,0.84,0.84,0.72,0.87,154,0,1.36,0,-1,19,0.66
DOGEUSDT,1,1.9,1,TP,25,3,239,0,2,-0.11,0.54,0.81,0.72,0.64,0.42,10,0,1.65,-0.68,1,1,0.87
DOGEUSDT,-1,1.9,1,TP,1,1,384,0,0,-2,4.05,1.37,1.37,2.86,1.29,46,0,5.5,0,-1,15,3.95
DOGEUSDT,-1,1.9,1,TP,22,3,475,0,2,-0.32,8.72,0.6,0.76,0.98,0.71,281,0,2.16,-0.16,-1,19,1.09
DOGEUSDT,1,-2.1,0,SL,8,4,305,0,3,0.01,19.4,0.78,1,1.18,1.64,399,0,2.26,-1.48,1,4,1.21
DOGEUSDT,-1,1.9,1,TP,40,1,420,0,0,-2.1,1.23,1.81,1.81,0.6,0.36,79,0,0.23,0,-1,1,1.15
DOGEUSDT,-1,1.9,1,TP,17,1,1133,0,0,-1.86,2.05,0.88,0.88,0.51,0.4,78,0,1.07,0,-1,11,0.54
DOGEUSDT,-1,-2.1,0,SL,5,1,289,0,0,-4.66,5.44,2.95,2.95,0.85,0.37,3,0,1.27,0,-1,9,1.94
DOGEUSDT,1,1.9,1,TP,4,2,633,0,1,-0.19,1.59,0.91,0.71,1.05,1.08,27,0,3.26,-0.11,1,9,0.85
DOGEUSDT,-1,1.9,1,TP,11,1,556,0,0,-1.15,1.77,0.79,0.79,0.97,0.84,250,0,1.28,0,-1,4,0.75
DOGEUSDT,1,-2.1,0,SL,1,4,304,0,3,-0.44,1.15,2.34,2.09,1.54,0.75,49,0,2.06,-3.21,1,14,3.26
DOGEUSDT,1,-2.1,0,SL,6,3,676,0,2,0.08,0.67,0.79,0.83,0.94,1.45,93,1,2.13,-1.32,1,11,0.98
DOGEUSDT,1,1.9,1,TP,2,3,390,0,2,-1.3,1.61,6.33,2.23,0.76,0.53,23,0,1.48,-0.59,1,8,1.17
DOGEUSDT,-1,1.9,1,TP,27,4,463,0,3,-0.32,0.47,0.96,0.76,0.53,0.41,128,0,0.38,-0.35,-1,17,0.61
DOGEUSDT,-1,1.9,1,TP,6,1,1295,0,0,-0.19,3.28,0.64,0.64,0.6,0.41,33,0,1.13,0,-1,9,0.3
DOGEUSDT,-1,1.9,1,TP,3,1,1480,0,0,-3.34,2.79,6.99,6.99,0.68,0.46,0,0,1.59,0,-1,7,2.03
