symbol,S,tEntry,tExit,entry,exitPx,exitType,hold,pnlPct,pnlR,mfeR,maeR,mfeMaxPct,maeMaxPct,cycleAge,slowAge,slowLeft,cfLag,pullLag,entryVsZone,pullDepth,volConfirm,volEntry,atrPct,zoneAge,emaSlope,hour
LINKUSDT,-1,2022-01-20 21:45,2022-01-20 22:00,20.856,21.27312,SL,2,-2.14,-1.07,0.85,1.03,1.71,2.05,1,317,545,0,0,5.05,-5.22,4.73,4.73,1.09,125,-1,21
LINKUSDT,1,2022-01-27 16:00,2022-01-27 17:45,15.357,15.04986,SL,8,-2.14,-1.07,0.83,1.04,1.67,2.08,2,102,19,0,1,3.17,-0.18,1.44,0.97,1.08,34,1,16
ADAUSDT,1,2022-01-29 09:00,2022-01-29 16:15,1.0619,1.040662,SL,30,-2.14,-1.07,0.98,1.02,1.97,2.03,4,253,146,0,3,1.97,-0.34,1.49,2.01,0.59,302,1,9
DOTUSDT,1,2022-02-07 03:30,2022-02-07 13:45,22.159,21.71582,SL,42,-2.14,-1.07,0.81,1.23,1.62,2.45,1,234,329,0,0,5,-2.4,1.54,1.54,0.84,18,1,3
LINKUSDT,1,2022-02-09 15:15,2022-02-10 02:45,18.498,18.12804,SL,47,-2.14,-1.07,0.65,1.18,1.3,2.36,4,462,82,0,3,0.89,-0.7,1.07,1.38,0.66,50,1,15
DOGEUSDT,1,2022-02-09 20:00,2022-02-10 03:00,0.15959,0.156398,SL,29,-2.14,-1.07,0.37,1.06,0.75,2.12,3,478,86,0,2,1.98,-0.27,1.02,0.65,0.63,114,1,20
BNBUSDT,-1,2022-02-10 06:30,2022-02-10 10:15,418.89,425.87,TIMEOUT,16,-1.806,-0.903,0.09,0.91,0.18,1.82,3,140,453,0,2,3.49,0.45,0.65,0.93,0.36,32,-1,6
SOLUSDT,-1,2022-03-14 19:45,2022-03-15 00:00,79.91,81.5082,SL,18,-2.14,-1.07,0.49,1.03,0.98,2.05,2,428,76,0,1,1.1,0.33,0.79,1.35,0.65,10,-1,19
LINKUSDT,1,2022-03-21 08:15,2022-03-21 17:45,15.009,14.70882,SL,39,-2.14,-1.07,0.88,1,1.76,2.01,1,530,1002,0,0,4.18,-3.59,1.36,1.36,0.5,401,1,8
XRPUSDT,1,2022-03-24 09:30,2022-03-25 16:30,0.8362,0.8292,TIMEOUT,125,-0.977,-0.489,0.84,0.51,1.67,1.02,3,706,569,0,2,6.2,0.09,1.38,3.28,0.4,253,1,9
DOTUSDT,1,2022-03-31 02:30,2022-03-31 14:00,22.664,22.21072,SL,47,-2.14,-1.07,0.87,2.57,1.74,5.14,4,852,16,0,3,14.33,-0.25,1.37,1.06,0.72,743,1,2
ADAUSDT,-1,2022-04-03 02:30,2022-04-03 12:15,1.155,1.1781,SL,40,-2.14,-1.07,0.26,1.08,0.52,2.16,3,221,78,0,2,1.37,-0.47,0.43,0.83,0.65,32,-1,2
IMXUSDT,1,2022-04-05 03:30,2022-04-05 06:45,2.5188,2.468424,SL,14,-2.14,-1.07,0.65,1.39,1.3,2.77,4,270,39,0,3,7.99,-0.3,0.74,0.83,0.91,343,1,3
ETHUSDT,1,2022-04-05 04:15,2022-04-05 14:00,3518.14,3447.7772,SL,40,-2.14,-1.07,0.52,1.14,1.05,2.28,3,332,42,0,2,1.96,-0.23,0.29,0.51,0.33,72,1,4
ADAUSDT,-1,2022-04-10 13:15,2022-04-10 17:15,1.0314,1.052028,SL,17,-2.14,-1.07,0.13,1.07,0.26,2.13,3,424,799,0,2,0.39,-0.52,1.08,0.98,0.42,53,-1,13
DOGEUSDT,-1,2022-04-12 21:30,2022-04-13 01:30,0.13683,0.139567,SL,17,-2.14,-1.07,0.49,2.41,0.97,4.82,4,128,204,0,3,1.73,0.06,0.46,0.95,0.86,38,-1,21
FILUSDT,-1,2022-04-14 15:45,2022-04-15 03:00,18.7,19.074,SL,46,-2.14,-1.07,0.7,1.14,1.41,2.29,1,769,155,0,0,17.93,-2.83,2.01,2.01,0.85,551,-1,15
DOTUSDT,-1,2022-04-14 16:00,2022-04-15 00:15,17.708,18.06216,SL,34,-2.14,-1.07,0.73,1.06,1.46,2.12,1,833,97,0,0,0.88,-1.92,0.86,0.86,0.73,128,-1,16
LINKUSDT,1,2022-04-21 14:00,2022-04-21 18:00,14.23,13.9454,SL,17,-2.14,-1.07,0.13,1.09,0.27,2.19,3,243,18,0,2,5.27,-0.27,1.17,0.98,0.53,326,1,14
FILUSDT,-1,2022-04-30 23:00,2022-04-30 23:15,13.27,13.5354,SL,2,-2.14,-1.07,0.04,3.5,0.08,7,1,869,381,0,0,6.98,-7.01,77.08,77.08,3.94,0,-1,23
ETHUSDT,-1,2022-05-02 13:00,2022-05-02 22:00,2815.63,2871.9426,SL,37,-2.14,-1.07,0.72,1.12,1.44,2.25,2,561,7,0,1,1.41,0.18,0.75,1.66,0.46,12,-1,13
LTCUSDT,-1,2022-05-02 13:00,2022-05-02 22:00,99.5,101.49,SL,37,-2.14,-1.07,0.6,1.12,1.21,2.23,2,162,-10,0,1,0.53,0.44,0.7,1.21,0.45,32,-1,13
ADAUSDT,-1,2022-05-02 18:45,2022-05-02 22:00,0.7703,0.785706,SL,14,-2.14,-1.07,0.1,1.31,0.19,2.62,4,587,149,0,3,2.95,-0.45,1.13,0.8,0.83,65,-1,18
BNBUSDT,-1,2022-05-02 19:00,2022-05-04 07:45,385.86,389.45,TIMEOUT,148,-1.07,-0.535,0.82,0.82,1.65,1.64,2,195,45,0,1,1.3,0.01,0.71,0.91,0.53,179,-1,19
XRPUSDT,1,2022-05-03 04:45,2022-05-03 18:00,0.6201,0.607698,SL,54,-2.14,-1.07,0.1,1.27,0.21,2.55,4,78,184,0,3,1.91,0.01,0.63,1,0.55,25,1,4
DOTUSDT,-1,2022-05-10 23:00,2022-05-11 00:15,11.355,11.5821,SL,6,-2.14,-1.07,0.95,1.25,1.89,2.5,3,509,232,0,2,1.51,0.26,1.87,1.86,2.15,132,-1,23
LTCUSDT,-1,2022-05-14 11:00,2022-05-14 16:30,65.01,66.3102,SL,23,-2.14,-1.07,0.7,1.25,1.4,2.51,1,844,273,0,0,19.74,-3.4,2.96,2.96,1.06,282,-1,11
FILUSDT,-1,2022-05-14 11:15,2022-05-14 12:15,8.208,8.37216,SL,5,-2.14,-1.07,0.15,1.37,0.29,2.74,1,845,762,0,0,16.81,-3.09,2.66,2.66,1.52,283,-1,11
SOLUSDT,-1,2022-05-14 12:00,2022-05-14 12:30,47.9,48.858,SL,3,-2.14,-1.07,0.1,1.33,0.21,2.65,1,848,126,0,0,16.21,-1.77,0.76,0.76,1.73,286,-1,12
BNBUSDT,1,2022-05-17 07:15,2022-05-17 18:15,304.48,298.3904,SL,45,-2.14,-1.07,0.99,1.39,1.99,2.79,2,394,832,0,1,1.06,0,0.98,1.36,0.58,100,1,7
BNBUSDT,-1,2022-05-29 03:30,2022-05-29 13:00,300.33,306.3366,SL,39,-2.14,-1.07,0.36,1.12,0.72,2.25,1,260,58,0,0,6.97,-2.16,0.91,0.91,0.51,258,-1,3
TRXUSDT,1,2022-05-30 02:45,2022-05-30 12:30,0.08323,0.081565,SL,40,-2.14,-1.07,0.68,1.2,1.36,2.39,1,1137,384,0,0,5.82,-3,0.98,0.98,0.69,162,1,2
DOGEUSDT,1,2022-06-01 11:30,2022-06-01 14:30,0.08664,0.084907,SL,13,-2.14,-1.07,0.66,1.3,1.33,2.6,2,288,22,0,1,0.5,0.11,1.83,1.18,0.79,70,1,11
LTCUSDT,-1,2022-06-03 10:45,2022-06-04 16:45,62.2,63.02,TIMEOUT,121,-1.458,-0.729,0.82,0.9,1.64,1.8,1,159,135,0,0,4.53,-2.88,2.35,2.35,0.62,51,-1,10
BTCUSDT,-1,2022-06-03 11:15,2022-06-05 15:45,29750,29958.3,TIMEOUT,211,-0.84,-0.42,0.89,0.4,1.78,0.8,1,166,40,0,0,5.34,-3.02,0.91,0.91,0.44,39,-1,11
BNBUSDT,-1,2022-06-05 11:30,2022-06-05 20:15,296.88,301.49,TIMEOUT,36,-1.693,-0.846,0.41,0.94,0.81,1.89,4,358,34,0,3,9.87,-0.13,0.72,1.06,0.29,243,-1,11
OPUSDT,-1,2022-06-07 02:15,2022-06-07 02:45,1.185,1.2087,SL,3,-2.14,-1.07,0.34,1.08,0.68,2.17,1,139,1227,0,0,4.25,-2.63,1,1,2.29,147,-1,2
AVAXUSDT,-1,2022-06-09 03:30,2022-06-09 07:45,24.06,24.5412,SL,18,-2.14,-1.07,0.23,1.23,0.46,2.45,2,188,644,0,1,0.46,-0.06,0.56,0.54,0.81,133,-1,3
IMXUSDT,-1,2022-06-10 13:45,2022-06-10 14:15,0.9058,0.923916,SL,3,-2.14,-1.07,0.54,1.03,1.07,2.05,1,203,699,0,0,4.19,-2.43,2.2,2.2,1.87,105,-1,13
IMXUSDT,1,2022-06-23 12:30,2022-06-23 13:45,0.8187,0.802326,SL,6,-2.14,-1.07,0.18,1.1,0.35,2.2,3,338,442,0,2,1.44,-0.01,1.07,1.02,1.22,231,1,12
LINKUSDT,1,2022-06-23 12:45,2022-06-23 14:15,6.937,6.79826,SL,7,-2.14,-1.07,0.35,1.24,0.69,2.48,3,336,385,0,2,13.06,0.43,1.4,1.2,1.09,433,1,12
DOTUSDT,1,2022-06-27 11:15,2022-06-27 13:30,8.112,7.94976,SL,10,-2.14,-1.07,0.3,1.12,0.59,2.23,2,680,50,0,1,2.73,0.03,1.36,1.15,0.61,173,1,11
BNBUSDT,1,2022-06-28 11:00,2022-06-28 16:00,238.77,233.9946,SL,21,-2.14,-1.07,0.8,1.09,1.6,2.18,2,818,29,0,1,3.74,-0.94,0.55,1.36,0.53,67,1,11
LINKUSDT,-1,2022-07-01 13:15,2022-07-01 20:00,6.038,6.15876,SL,28,-2.14,-1.07,0.64,1.18,1.28,2.35,3,378,301,0,2,0.51,0.03,0.65,1.06,0.92,9,-1,13
DOGEUSDT,-1,2022-07-03 10:15,2022-07-03 19:45,0.06571,0.067024,SL,39,-2.14,-1.07,0.74,1.03,1.48,2.07,2,444,72,0,1,1.64,-0.1,0.39,0.54,0.53,21,-1,10
ADAUSDT,-1,2022-07-03 14:15,2022-07-03 19:45,0.4465,0.45543,SL,23,-2.14,-1.07,0.07,1.35,0.13,2.71,3,529,108,0,2,2.96,-0.49,0.86,1.05,0.45,36,-1,14
NEARUSDT,1,2022-07-05 22:15,2022-07-06 00:15,3.421,3.35258,SL,9,-2.14,-1.07,0.58,1.29,1.17,2.57,4,121,457,0,3,-0.56,0.17,0.45,0.64,0.94,96,1,22
XRPUSDT,-1,2022-07-13 14:30,2022-07-13 18:30,0.3116,0.317832,SL,17,-2.14,-1.07,0.29,1.01,0.58,2.02,2,285,103,0,1,3.28,0.18,0.37,1.31,1.02,163,-1,14
FILUSDT,-1,2022-07-13 14:30,2022-07-13 23:15,5.167,5.27034,SL,36,-2.14,-1.07,0.55,1.25,1.1,2.5,2,288,125,0,1,-0.75,0.25,0.51,1.27,1.08,39,-1,14
LTCUSDT,-1,2022-07-13 14:30,2022-07-13 17:00,47.87,48.8274,SL,11,-2.14,-1.07,0.54,1.01,1.09,2.03,3,264,103,0,2,0.65,0.13,0.78,1.16,1.08,114,-1,14
BTCUSDT,-1,2022-07-13 16:30,2022-07-13 17:00,19463.1,19852.362,SL,3,-2.14,-1.07,0.11,1.65,0.22,3.31,3,290,97,0,2,0.12,0.03,0.44,0.42,0.92,34,-1,16
LTCUSDT,-1,2022-07-14 13:30,2022-07-14 15:00,48.14,49.1028,SL,7,-2.14,-1.07,0.08,1.04,0.17,2.08,2,356,15,0,1,0.24,-0.79,0.49,1.56,0.6,207,-1,13
AVAXUSDT,1,2022-07-21 16:45,2022-07-21 17:30,25.42,24.9116,SL,4,-2.14,-1.07,0.06,1.04,0.12,2.08,1,735,194,0,0,3.03,-3.51,0.99,0.99,1.23,83,1,16
LINKUSDT,-1,2022-07-22 19:30,2022-07-23 04:30,6.822,6.95844,SL,37,-2.14,-1.07,0.89,1.08,1.77,2.17,1,131,446,0,0,3.16,-3.2,3.67,3.67,0.82,86,-1,19
SOLUSDT,1,2022-07-30 13:45,2022-07-30 14:45,44.79,43.8942,SL,5,-2.14,-1.07,0.15,1.08,0.29,2.17,1,261,212,0,0,11.15,-3.84,2.94,2.94,1,220,1,13
TRXUSDT,1,2022-07-30 14:30,2022-07-30 23:15,0.07041,0.069002,SL,36,-2.14,-1.07,0.65,1.06,1.29,2.12,3,331,245,0,2,2.05,-0.12,2.42,1.63,0.46,32,1,14
SOLUSDT,-1,2022-08-03 00:30,2022-08-03 01:15,37.76,38.5152,SL,4,-2.14,-1.07,0.08,1.99,0.16,3.97,1,114,368,0,0,5.79,-4.94,6.35,6.35,1.44,3,-1,0
LTCUSDT,-1,2022-08-03 03:30,2022-08-03 06:30,57.42,58.5684,SL,13,-2.14,-1.07,0.02,1,0.03,2,4,138,177,0,3,3.11,-0.38,0.65,0.58,0.6,97,-1,3
AVAXUSDT,-1,2022-08-04 00:30,2022-08-04 01:00,23.4,23.868,SL,3,-2.14,-1.07,0.15,1.03,0.3,2.05,4,207,138,0,3,6.83,-0.37,1.65,1.65,0.79,311,-1,0
XRPUSDT,-1,2022-08-04 11:45,2022-08-05 03:45,0.3691,0.3755,TIMEOUT,65,-1.874,-0.937,0.73,0.91,1.46,1.82,4,213,308,0,3,3.41,-0.28,0.39,0.99,0.37,19,-1,11
DOTUSDT,1,2022-08-07 16:45,2022-08-07 23:00,8.758,8.58284,SL,26,-2.14,-1.07,0.42,1.01,0.84,2.02,1,241,189,0,0,8.71,-2.26,3.42,3.42,0.78,555,1,16
TRXUSDT,1,2022-08-08 06:45,2022-08-09 10:15,0.07022,0.06929,TIMEOUT,111,-1.464,-0.732,0.61,0.71,1.22,1.42,1,267,18,0,0,2.08,-1.6,1.33,1.33,0.24,60,1,6
BNBUSDT,1,2022-08-10 13:30,2022-08-10 19:45,333.29,326.6242,SL,26,-2.14,-1.07,0.54,1.09,1.08,2.18,1,669,375,0,0,0.97,-3.49,1.84,1.84,0.86,198,1,13
FILUSDT,1,2022-08-12 20:15,2022-08-13 08:15,8.722,8.54756,SL,49,-2.14,-1.07,0.92,1.22,1.85,2.44,4,157,138,0,3,3,-0.73,2.62,0.71,0.77,54,1,20
TRXUSDT,1,2022-08-13 01:15,2022-08-13 08:30,0.07081,0.06961,TIMEOUT,30,-1.835,-0.917,0.29,0.86,0.58,1.72,1,220,202,0,0,5.42,-3.02,3.18,3.18,0.25,27,1,1
BTCUSDT,-1,2022-08-22 09:00,2022-08-23 14:00,21202,21626.04,SL,117,-2.14,-1.07,0.77,1.1,1.54,2.19,3,600,169,0,2,2.23,-0.27,2.69,1.87,0.54,47,-1,9
TRXUSDT,-1,2022-08-22 12:30,2022-08-23 00:15,0.06504,0.066341,SL,48,-2.14,-1.07,0.45,1.25,0.89,2.49,4,677,643,0,3,3.03,-0.59,0.55,0.61,0.37,60,-1,12
SOLUSDT,-1,2022-08-24 04:45,2022-08-24 13:00,34.8,35.496,SL,34,-2.14,-1.07,0.27,1.09,0.55,2.18,4,893,538,0,3,5.78,-0.05,0.51,0.85,0.62,221,-1,4
ADAUSDT,1,2022-08-31 01:45,2022-08-31 15:00,0.4594,0.450212,SL,54,-2.14,-1.07,0.41,1.24,0.83,2.48,1,82,595,0,0,5.26,-1.78,0.75,0.75,0.6,27,1,1
IMXUSDT,-1,2022-09-05 12:15,2022-09-05 22:45,0.8245,0.84099,SL,43,-2.14,-1.07,0.12,2.15,0.24,4.31,4,174,8,0,3,0.34,-0.23,0.51,1.02,0.57,6,-1,12
TRXUSDT,-1,2022-09-05 12:15,2022-09-06 01:00,0.06281,0.06351,TIMEOUT,52,-1.254,-0.627,0.34,0.58,0.68,1.16,4,375,45,0,3,2.01,0.38,0.94,0.75,0.25,30,-1,12
NEARUSDT,1,2022-09-12 09:15,2022-09-12 14:30,5.182,5.07836,SL,22,-2.14,-1.07,0.96,1.05,1.93,2.1,1,430,102,0,0,5.44,-4.2,3.64,3.64,1.26,4,1,9
FILUSDT,1,2022-09-12 23:30,2022-09-13 00:15,6.567,6.43566,SL,4,-2.14,-1.07,0.05,1.41,0.09,2.82,2,366,64,0,1,4,-0.16,0.65,1,1,198,1,23
AVAXUSDT,-1,2022-09-20 18:45,2022-09-21 17:30,16.76,17.0952,SL,92,-2.14,-1.07,0.98,1.37,1.97,2.74,3,681,116,0,2,0.17,-0.23,0.66,0.66,0.71,20,-1,18
ADAUSDT,-1,2022-09-20 22:45,2022-09-21 00:30,0.4416,0.450432,SL,8,-2.14,-1.07,0.52,1.02,1.04,2.04,4,201,212,0,3,3.8,-0.07,1.09,0.64,0.49,75,-1,22
ETHUSDT,-1,2022-09-21 00:45,2022-09-21 17:30,1333.65,1360.323,SL,68,-2.14,-1.07,0.7,1.74,1.4,3.48,4,719,515,0,3,1.26,0.21,1.22,0.96,0.75,43,-1,0
AVAXUSDT,1,2022-09-24 03:30,2022-09-25 13:00,17.87,17.67,TIMEOUT,135,-1.259,-0.63,0.9,0.95,1.79,1.9,3,115,99,1,1,1.43,0.18,0.34,0.75,0.67,97,-1,3
XRPUSDT,1,2022-09-24 06:45,2022-09-24 07:00,0.5029,0.492842,SL,2,-2.14,-1.07,0.06,1.28,0.12,2.57,3,420,327,0,2,16.11,0.26,2.95,1.48,1.48,361,1,6
BTCUSDT,-1,2022-09-25 15:15,2022-09-26 10:00,18993.1,19065.5,TIMEOUT,76,-0.521,-0.261,0.98,0.84,1.96,1.68,2,329,63,0,1,1.14,0.16,0.5,1.37,0.31,71,-1,15
LTCUSDT,1,2022-09-27 01:30,2022-09-27 16:00,54.99,53.8902,SL,59,-2.14,-1.07,0.56,1.36,1.13,2.73,1,298,16,0,0,3.84,-4.37,6.11,6.11,0.56,186,1,1
TRXUSDT,-1,2022-09-27 17:30,2022-09-28 20:30,0.05908,0.05975,TIMEOUT,109,-1.274,-0.637,0.67,0.63,1.34,1.25,1,147,98,0,0,1.55,-4.15,1.29,1.29,0.38,79,-1,17
OPUSDT,-1,2022-10-05 10:00,2022-10-06 00:45,0.8518,0.868836,SL,60,-2.14,-1.07,0.97,1,1.94,2.01,1,704,1117,0,0,0.38,-2.12,1.91,1.91,0.46,236,-1,10
FILUSDT,-1,2022-10-05 11:00,2022-10-06 00:15,5.521,5.593,TIMEOUT,54,-1.444,-0.722,0.83,0.86,1.67,1.72,1,725,13,0,0,1.78,-0.71,0.56,0.56,0.35,90,-1,11
AVAXUSDT,1,2022-10-06 00:45,2022-10-06 18:30,17.48,17.1304,SL,72,-2.14,-1.07,0.54,1,1.09,2,1,149,87,0,0,3.29,-2.26,4.99,4.99,0.4,11,1,0
DOTUSDT,-1,2022-10-14 17:15,2022-10-16 04:45,6.08,6.132,TIMEOUT,143,-0.995,-0.498,0.58,0.54,1.17,1.09,1,356,81,0,0,2.48,-1.46,0.39,0.39,0.5,159,-1,17
LINKUSDT,-1,2022-10-14 18:45,2022-10-16 01:30,6.876,7.01352,SL,124,-2.14,-1.07,0.63,1.24,1.25,2.49,1,598,77,0,0,4.98,-2.45,0.76,0.76,0.72,165,-1,18
FILUSDT,1,2022-10-15 12:15,2022-10-16 18:30,5.212,5.10776,SL,122,-2.14,-1.07,0.69,1.07,1.38,2.15,1,119,271,0,0,4.15,-3.35,2.03,2.03,0.72,3,1,12
FILUSDT,1,2022-10-17 14:15,2022-10-18 14:30,5.209,5.10482,SL,98,-2.14,-1.07,0.65,1.06,1.31,2.11,3,319,95,0,2,1.85,-0.5,1.99,1.3,0.44,97,1,14
DOGEUSDT,1,2022-10-20 17:30,2022-10-21 00:15,0.05992,0.058722,SL,28,-2.14,-1.07,0.29,1.05,0.58,2.1,2,146,1343,0,1,3.65,-0.32,3.15,1.66,0.41,111,1,17
APTUSDT,1,2022-10-21 05:00,2022-10-21 08:00,7.535,7.3843,SL,13,-2.14,-1.07,0.54,1.03,1.09,2.06,2,204,441,0,1,0.68,-0.42,0.81,0.73,1.17,65,1,5
APTUSDT,1,2022-10-22 01:15,2022-10-22 02:45,7.545,7.3941,SL,7,-2.14,-1.07,0.2,1.13,0.4,2.25,2,285,366,0,1,0.98,-0.62,1.63,1.23,0.94,146,1,1
DOGEUSDT,1,2022-10-22 01:45,2022-10-23 12:45,0.0594,0.05911,TIMEOUT,141,-0.628,-0.314,0.39,0.7,0.77,1.4,2,275,1101,0,1,2.06,-0.13,0.99,0.67,0.31,240,1,1
TRXUSDT,-1,2022-10-23 12:15,2022-10-25 15:00,0.06134,0.06185,TIMEOUT,204,-0.971,-0.486,0.2,0.54,0.41,1.08,4,200,12,0,3,3.63,0.32,0.63,2.82,0.21,698,-1,12
LINKUSDT,1,2022-10-23 19:45,2022-10-24 14:15,6.989,6.84922,SL,75,-2.14,-1.07,0.69,1.47,1.39,2.93,1,53,1287,0,0,3.55,-2.24,0.48,0.48,0.48,8,1,19
IMXUSDT,1,2022-10-28 16:00,2022-10-28 16:15,0.6435,0.63063,SL,2,-2.14,-1.07,0.46,1.18,0.92,2.36,1,273,256,0,0,5.36,-5.35,7.97,7.97,1.4,2,1,16
BTCUSDT,1,2022-10-31 13:00,2022-10-31 13:45,20740.9,20326.082,SL,4,-2.14,-1.07,0.01,1.18,0.03,2.36,3,748,36,0,2,9.03,-1.15,0.69,0.74,0.3,288,1,13
AVAXUSDT,-1,2022-11-11 14:15,2022-11-11 14:45,13.819,14.09538,SL,3,-2.14,-1.07,0.23,2.64,0.46,5.29,1,442,395,0,0,20.73,-4.93,6.2,6.2,1.4,334,-1,14
DOTUSDT,-1,2022-11-14 01:30,2022-11-14 06:30,5.517,5.62734,SL,21,-2.14,-1.07,0.74,1.48,1.49,2.95,1,559,132,0,0,2.93,-2.26,1.55,1.55,1.28,336,-1,1
BNBUSDT,-1,2022-11-19 13:45,2022-11-20 07:30,270.71,273.41,TIMEOUT,72,-1.137,-0.569,0.15,0.59,0.31,1.17,2,1198,255,0,1,10.65,-0.31,0.65,0.76,0.24,310,-1,13
BTCUSDT,1,2022-11-19 23:30,2022-11-20 11:45,16700.5,16517.5,TIMEOUT,50,-1.236,-0.618,0.13,0.73,0.26,1.45,4,368,39,0,3,1.64,-0.59,2.03,1.26,0.19,93,1,23
XRPUSDT,1,2022-11-27 14:45,2022-11-27 23:15,0.4034,0.395332,SL,35,-2.14,-1.07,0.36,1.21,0.72,2.43,3,449,10,0,2,1.7,0.26,1.14,1.3,0.57,15,1,14
SOLUSDT,-1,2022-11-30 18:30,2022-11-30 19:00,13.487,13.75674,SL,3,-2.14,-1.07,0.2,1.07,0.41,2.14,2,258,47,0,1,-1.67,0.32,0.72,5.1,0.8,169,-1,18
DOGEUSDT,1,2022-12-01 00:30,2022-12-01 05:30,0.10545,0.103341,SL,21,-2.14,-1.07,0.19,1.39,0.38,2.79,3,755,124,0,2,1.03,0.39,1.38,1.35,1.22,27,1,0
LTCUSDT,1,2022-12-03 00:30,2022-12-03 18:00,77.3,76.3,TIMEOUT,71,-1.434,-0.717,0.12,0.98,0.23,1.95,3,342,301,0,2,0.42,0.06,3.89,1.39,0.37,170,1,0
XRPUSDT,-1,2022-12-04 00:15,2022-12-05 13:15,0.3892,0.3925,TIMEOUT,149,-0.988,-0.494,0.46,0.77,0.92,1.54,2,173,320,0,1,0.7,-0.46,1.97,1.32,0.41,6,-1,0
FILUSDT,1,2022-12-04 17:30,2022-12-05 19:30,4.542,4.48,TIMEOUT,105,-1.505,-0.753,0.86,0.9,1.72,1.81,1,486,148,0,0,1.74,-2.35,0.82,0.82,0.34,88,1,17
DOTUSDT,1,2022-12-05 00:15,2022-12-05 14:00,5.622,5.617,TIMEOUT,56,-0.229,-0.114,0.92,0.17,1.85,0.34,1,480,20,0,0,2.79,-2.64,2.34,2.34,0.33,66,1,0
XRPUSDT,-1,2022-12-05 21:15,2022-12-06 21:30,0.3877,0.3894,TIMEOUT,98,-0.578,-0.289,0.93,0.37,1.86,0.75,4,353,191,0,3,1.45,-0.13,0.42,0.64,0.48,5,-1,21
FILUSDT,1,2022-12-06 09:15,2022-12-07 06:45,4.558,4.46684,SL,87,-2.14,-1.07,0.67,1.01,1.34,2.02,3,645,7,0,2,0.75,-0.15,1.94,6.24,0.5,54,1,9
ETHUSDT,-1,2022-12-07 07:15,2022-12-08 15:15,1230.78,1248.62,TIMEOUT,129,-1.589,-0.795,0.56,0.94,1.12,1.89,1,137,16,0,0,5.56,-3.98,3.86,3.86,0.47,16,-1,7
APTUSDT,-1,2022-12-09 16:00,2022-12-11 07:45,4.8032,4.899264,SL,160,-2.14,-1.07,0.56,1.01,1.12,2.02,1,274,269,0,0,0.09,-1.21,0.68,0.68,0.61,160,-1,16
IMXUSDT,-1,2022-12-09 18:00,2022-12-11 18:30,0.4378,0.442,TIMEOUT,195,-1.099,-0.55,0.41,0.9,0.82,1.8,2,289,196,0,1,1.81,-1.31,0.24,1.25,0.4,183,-1,18
OPUSDT,-1,2022-12-19 06:45,2022-12-19 10:15,0.9255,0.94401,SL,15,-2.14,-1.07,0.4,1.04,0.8,2.09,2,333,151,0,1,0.62,0.12,0.63,0.77,0.81,50,-1,6
ETHUSDT,-1,2022-12-19 19:45,2022-12-20 02:30,1170.26,1193.6652,SL,28,-2.14,-1.07,0.95,1.21,1.9,2.41,4,427,29,0,3,1.18,-0.77,0.76,0.7,0.41,100,-1,19
AVAXUSDT,-1,2023-01-01 02:30,2023-01-01 18:45,10.847,10.851,TIMEOUT,66,-0.177,-0.088,0.95,0.1,1.91,0.2,4,1556,54,0,3,4.4,-0.84,0.58,0.69,0.28,21,-1,2
ETHUSDT,-1,2023-01-01 05:15,2023-01-01 18:45,1194.47,1200.71,TIMEOUT,55,-0.662,-0.331,0.06,0.39,0.12,0.78,4,609,54,0,3,0.46,-0.01,0.56,0.57,0.15,126,-1,5
LINKUSDT,1,2023-01-04 03:00,2023-01-05 13:15,5.775,5.691,TIMEOUT,138,-1.595,-0.797,0.74,0.82,1.49,1.65,1,219,83,0,0,5.01,-3.66,6.27,6.27,0.5,204,1,3
BTCUSDT,1,2023-01-04 03:15,2023-01-06 09:00,16795.3,16780.6,TIMEOUT,216,-0.228,-0.114,0.56,0.16,1.13,0.33,1,174,1251,0,0,5.19,-2.73,2.22,2.22,0.19,177,1,3
XRPUSDT,1,2023-01-04 06:00,2023-01-05 08:45,0.3473,0.344,TIMEOUT,108,-1.09,-0.545,0.63,0.91,1.27,1.81,3,148,73,0,2,0.37,0.24,0.41,0.88,0.46,152,1,6
SOLUSDT,1,2023-01-05 22:15,2023-01-06 02:15,13.433,13.16434,SL,17,-2.14,-1.07,0.47,1.02,0.94,2.04,2,505,1229,0,1,19.97,-0.31,0.4,0.35,0.85,297,1,22
DOGEUSDT,-1,2023-01-08 14:00,2023-01-08 21:15,0.07171,0.07248,TIMEOUT,30,-1.214,-0.607,0.08,1,0.15,1.99,3,195,15,0,2,1.87,0.13,0.65,0.78,0.22,52,-1,14
NEARUSDT,1,2023-01-11 19:30,2023-01-11 19:45,1.73,1.6954,SL,2,-2.14,-1.07,0.52,1.88,1.04,3.76,1,912,673,0,0,5.94,-6.12,6.64,6.64,1.23,33,1,19
LINKUSDT,1,2023-01-11 23:45,2023-01-12 13:30,6.281,6.15538,SL,56,-2.14,-1.07,0.92,2.24,1.83,4.47,1,414,611,0,0,1.98,-2.86,2.61,2.61,0.59,115,1,23
IMXUSDT,1,2023-01-12 00:45,2023-01-12 08:30,0.5053,0.495194,SL,32,-2.14,-1.07,0.95,1.09,1.9,2.18,1,930,680,0,0,19.82,-4.22,2.56,2.56,0.82,439,1,0
