symbol,S,time,pnl,exitType,fastCycleLen,entryVsZone,pullDepth
IMXUSDT,1,1708421400,1.9,TP,2,0.37,-0.09
IMXUSDT,-1,1708839900,-2.1,SL,2,23.26,-0.05
IMXUSDT,-1,1712544300,-2.1,SL,1,0.91,-2.25
IMXUSDT,-1,1714471200,1.9,TP,1,5.75,-2.05
IMXUSDT,-1,1714559400,-2.1,SL,2,0.43,-0.05
IMXUSDT,1,1714932900,1.9,TP,4,1.16,-0.07
IMXUSDT,-1,1715667300,-2.1,SL,1,7.22,-3.76
IMXUSDT,-1,1716855300,1.9,TP,1,5.46,-2.94
IMXUSDT,-1,1720339200,1.9,TP,4,22.58,0.08
IMXUSDT,-1,1721854800,1.9,TP,1,10.25,-2.18
IMXUSDT,-1,1722618000,1.9,TP,1,1.75,-0.31
IMXUSDT,-1,1724027400,1.9,TP,1,1.46,-3.33
IMXUSDT,1,1724601600,1.9,TP,4,3.65,-0.74
IMXUSDT,1,1724740200,-2.1,SL,4,3.2,0.17
IMXUSDT,-1,1725113700,1.9,TP,1,4.58,-2.95
IMXUSDT,1,1726243200,1.9,TP,1,4.01,-4.13
IMXUSDT,1,1726352100,1.9,TP,3,9.83,-0.17
IMXUSDT,1,1726925400,1.9,TP,1,6.33,-3.38
IMXUSDT,1,1727335800,1.9,TP,1,19.55,-2.03
IMXUSDT,-1,1728147600,1.9,TP,1,3.88,-1.51
IMXUSDT,-1,1728255600,-2.1,SL,2,5.22,-0.8
IMXUSDT,1,1729404900,1.9,TP,1,7.44,-3.92
IMXUSDT,1,1731130200,1.9,TP,1,13.26,-1.89
IMXUSDT,1,1732725000,1.9,TP,1,0.19,-1.45
IMXUSDT,-1,1734337800,1.9,TP,1,11.07,-1.83
IMXUSDT,-1,1734786900,-2.1,SL,1,10.78,-3.94
IMXUSDT,1,1735904700,1.9,TP,1,1.64,-3.31
IMXUSDT,-1,1737325800,1.9,TP,1,9.55,-3.09
IMXUSDT,-1,1739623500,1.9,TP,1,0.55,-1.46
IMXUSDT,1,1740933000,-2.1,SL,1,5.18,-4.43
IMXUSDT,-1,1741633200,1.9,TP,1,2.97,-1.94
IMXUSDT,1,1741956300,1.9,TP,2,2.95,-0.71
IMXUSDT,1,1742373000,1.9,TP,1,1.8,-1.16
IMXUSDT,1,1742781600,1.9,TP,1,6.4,-2.97
IMXUSDT,-1,1743552900,1.9,TP,1,24.33,-2.45
IMXUSDT,-1,1744141500,1.9,TP,1,1.25,-1.81
IMXUSDT,1,1745324100,1.9,TP,1,3.03,-3.16
IMXUSDT,1,1747035900,-2.1,SL,3,14.03,-0.85
IMXUSDT,-1,1747748700,-2.1,SL,3,4.12,-0.63
IMXUSDT,1,1749474900,1.9,TP,4,-1.35,0.18
IMXUSDT,1,1751229900,1.9,TP,1,7.2,-2.79
IMXUSDT,-1,1751909400,1.9,TP,4,3.85,-0.29
IMXUSDT,1,1752614100,1.9,TP,1,3.73,-0.49
IMXUSDT,-1,1753809300,1.9,TP,2,0.84,-0.24
IMXUSDT,-1,1756102500,1.9,TP,1,8.49,-2.19
IMXUSDT,-1,1759419900,-2.1,SL,4,9.62,0.17
IMXUSDT,-1,1759975200,1.9,TP,1,9.8,-2.1
IMXUSDT,-1,1760112000,1.9,TP,1,11.2,-3.53
IMXUSDT,-1,1761807600,1.9,TP,2,1.52,0.22
IMXUSDT,1,1762708500,1.9,TP,3,5.18,-0.07
IMXUSDT,-1,1763946000,-2.1,SL,2,2.04,-0.07
IMXUSDT,-1,1764431100,1.9,TP,2,0.89,-0.01
IMXUSDT,-1,1765417500,1.9,TP,1,3.61,-3.01
IMXUSDT,1,1766741400,-2.1,SL,1,7.04,-0.59
IMXUSDT,1,1766877300,1.9,TP,1,3.59,-2.82
IMXUSDT,-1,1768173300,-2.1,SL,4,-1.08,-1.03
IMXUSDT,-1,1769498100,1.9,TP,1,2.71,-1.87
IMXUSDT,-1,1769652000,1.9,TP,1,3.66,-1.11
IMXUSDT,1,1772169300,1.9,TP,1,3.87,-2.1
IMXUSDT,-1,1774203300,1.9,TP,1,5.98,-0.56
IMXUSDT,-1,1774761300,1.9,TP,1,0.38,-1.6
IMXUSDT,-1,1775093400,-2.1,SL,1,8.21,-4.01
IMXUSDT,-1,1775354400,1.9,TP,1,6.2,-2.1
IMXUSDT,1,1775589300,1.9,TP,1,6.46,-2.88
IMXUSDT,1,1776224700,1.9,TP,1,4.01,-1.67
IMXUSDT,1,1777100400,1.9,TP,1,2.04,-2.14
IMXUSDT,1,1778426100,1.9,TP,1,2.21,-1.11
IMXUSDT,1,1778741100,1.9,TP,1,2.52,-3.44
IMXUSDT,-1,1779192000,1.9,TP,4,-2.13,0.33
IMXUSDT,1,1779915600,-2.1,SL,3,3.1,0.22
IMXUSDT,1,1781475300,1.9,TP,1,1.19,-2.48
IMXUSDT,-1,1782161100,1.9,TP,1,2.05,-1.58
IMXUSDT,-1,1782308700,1.9,TP,1,5.36,-2.65
IMXUSDT,-1,1784146500,1.9,TP,3,5.01,-0.56
BTCUSDT,1,1609288200,1.9,TP,1,3.87,-2.66
BTCUSDT,-1,1611504900,1.9,TP,1,16.63,-2.34
BTCUSDT,1,1612787400,1.9,TP,1,8.53,-3.91
BTCUSDT,1,1613046600,1.9,TP,1,4.46,-1.98
BTCUSDT,-1,1614288600,1.9,TP,1,1.72,-1.48
BTCUSDT,1,1614759300,1.9,TP,1,9.04,-3.77
BTCUSDT,-1,1615984200,-2.1,SL,4,4.96,-0.04
BTCUSDT,-1,1616442300,1.9,TP,1,4.27,-2.68
BTCUSDT,-1,1616616900,1.9,TP,1,6.36,-4.17
BTCUSDT,1,1617008400,1.9,TP,1,11.56,-3.55
BTCUSDT,-1,1619007300,1.9,TP,4,-1.65,0.3
BTCUSDT,-1,1620835200,1.9,TP,1,1.53,-2.21
BTCUSDT,-1,1621611000,1.9,TP,1,2.99,-2.25
BTCUSDT,-1,1625590800,-2.1,SL,4,0.95,-1.71
BTCUSDT,-1,1625702400,1.9,TP,4,0.65,-2.82
BTCUSDT,1,1626030900,1.9,TP,4,0.25,-0.04
BTCUSDT,-1,1626347700,1.9,TP,1,4.01,-2.79
BTCUSDT,1,1627676100,1.9,TP,1,5.61,-4.7
BTCUSDT,1,1629682200,-1.334,TIMEOUT,1,3.89,-2.94
BTCUSDT,-1,1629954000,1.9,TP,1,3.67,-2.03
BTCUSDT,1,1631940300,-0.828,TIMEOUT,1,4.23,-3.16
BTCUSDT,1,1634518800,-2.1,SL,1,2.51,-2.77
BTCUSDT,1,1635846300,-2.1,SL,1,7.56,-4.46
BTCUSDT,-1,1638780300,1.9,TP,3,2.64,-0.68
BTCUSDT,1,1638992700,-2.1,SL,4,3.66,-0.15
BTCUSDT,1,1640281500,1.9,TP,1,4.82,-4.47
BTCUSDT,-1,1643018400,1.9,TP,1,4.5,-3.19
BTCUSDT,1,1643644800,1.9,TP,1,0.16,-2.35
BTCUSDT,-1,1647176400,1.9,TP,3,1.64,-1.01
BTCUSDT,1,1647622800,1.9,TP,1,3.56,-2.42
BTCUSDT,-1,1649632500,1.9,TP,1,0.92,-1.94
BTCUSDT,-1,1652490900,1.9,TP,4,2.71,-0.2
BTCUSDT,-1,1653552900,1.9,TP,1,3.21,-3.5
BTCUSDT,-1,1654254900,-0.8,TIMEOUT,1,5.34,-3.02
BTCUSDT,-1,1655073000,1.9,TP,1,1.56,-2.35
BTCUSDT,-1,1657729800,-2.1,SL,3,0.12,0.03
BTCUSDT,1,1658122200,1.9,TP,1,2.79,-3.97
BTCUSDT,-1,1658715300,1.9,TP,1,5.84,-2.86
BTCUSDT,1,1660346100,1.9,TP,1,3.97,-2.56
BTCUSDT,-1,1660732200,1.9,TP,1,3.59,-1.36
BTCUSDT,-1,1661158800,-2.1,SL,3,2.23,-0.27
BTCUSDT,-1,1662484500,1.9,TP,1,5.05,-4.78
BTCUSDT,-1,1664118900,-0.481,TIMEOUT,2,1.14,0.16
BTCUSDT,1,1666707300,1.9,TP,1,3.38,-3.2
BTCUSDT,1,1667221200,-2.1,SL,3,9.03,-1.15
BTCUSDT,1,1668900600,-1.196,TIMEOUT,4,1.64,-0.59
BTCUSDT,1,1670179500,1.9,TP,3,1.26,-0.6
BTCUSDT,1,1672802100,-0.188,TIMEOUT,1,5.19,-2.73
BTCUSDT,1,1673034300,1.9,TP,1,3.85,-3.23
BTCUSDT,1,1674499500,-1.21,TIMEOUT,3,0.22,-0.02
BTCUSDT,1,1676892600,-2.1,SL,3,2.69,-1.5
BTCUSDT,1,1677646800,-1.604,TIMEOUT,1,2.6,-3.32
BTCUSDT,-1,1678202100,1.9,TP,2,0.94,-1.19
BTCUSDT,-1,1679928300,-2.1,SL,1,5.32,-4.54
BTCUSDT,-1,1685934000,1.9,TP,1,3.25,-2.7
BTCUSDT,1,1686309300,-1.006,TIMEOUT,2,17.43,-0.15
BTCUSDT,-1,1686370500,1.9,TP,3,4.45,-4.83
BTCUSDT,-1,1689866100,-0.395,TIMEOUT,1,1.11,-2.47
BTCUSDT,-1,1691426700,-1.214,TIMEOUT,4,1.68,-0.45
BTCUSDT,-1,1693311300,-0.875,TIMEOUT,3,3.76,-0.06
BTCUSDT,1,1694820600,1.9,TP,1,2.01,-1.59
BTCUSDT,1,1695911400,1.9,TP,1,4.31,-3.18
BTCUSDT,1,1701403200,1.9,TP,1,3.1,-2.57
BTCUSDT,-1,1702404900,1.9,TP,3,1.4,0.4
BTCUSDT,-1,1702788300,1.9,TP,2,8.27,-0.62
BTCUSDT,1,1703065500,1.9,TP,3,2.81,-0.03
BTCUSDT,-1,1703570400,1.9,TP,1,5.01,-3.7
BTCUSDT,-1,1705501800,1.9,TP,2,0.36,0.32
BTCUSDT,1,1706546700,-1.05,TIMEOUT,1,5.15,-3.69
BTCUSDT,-1,1707159600,-1.058,TIMEOUT,4,2.34,-0.19
BTCUSDT,1,1707900300,1.9,TP,1,4.32,-5.16
BTCUSDT,1,1708437600,-2.1,SL,3,1.16,0.06
BTCUSDT,1,1708961400,1.9,TP,1,4.69,-5.12
BTCUSDT,1,1710142200,1.9,TP,1,8.09,-3.81
BTCUSDT,1,1710311400,-1.285,TIMEOUT,1,1.25,-2.08
BTCUSDT,-1,1710810900,1.9,TP,1,0.02,-2.41
BTCUSDT,-1,1712932200,1.9,TP,1,3.06,-2.34
BTCUSDT,-1,1713197700,1.9,TP,1,4.45,-2.26
BTCUSDT,-1,1713360600,1.9,TP,4,1.04,-0.2
BTCUSDT,-1,1714466700,1.9,TP,1,1.41,-4.69
BTCUSDT,-1,1715353200,-1.114,TIMEOUT,1,5.65,-4.64
BTCUSDT,-1,1718071200,1.9,TP,1,4.05,-3.93
BTCUSDT,-1,1719432000,-2.1,SL,2,1.06,-1.13
BTCUSDT,-1,1719592200,-0.579,TIMEOUT,1,2.75,-1.32
BTCUSDT,1,1721398500,1.9,TP,1,2.82,-3.46
BTCUSDT,-1,1725814800,-2.1,SL,4,10.06,0.08
BTCUSDT,1,1726703100,1.9,TP,1,2.06,-3.28
BTCUSDT,1,1728877500,1.9,TP,1,5.75,-5.07
BTCUSDT,1,1729237500,1.9,TP,3,4.29,-0.27
BTCUSDT,1,1730034900,1.9,TP,1,4.68,-3.73
BTCUSDT,-1,1730498400,1.9,TP,3,6.98,0.05
BTCUSDT,1,1732023000,1.9,TP,4,-0.8,1.31
BTCUSDT,1,1732502700,-2.1,SL,2,16.27,0.15
BTCUSDT,-1,1734837300,1.9,TP,2,24.1,0.27
BTCUSDT,-1,1735489800,1.9,TP,1,44.6,-3.1
BTCUSDT,1,1736120700,1.9,TP,4,1.11,-0.09
BTCUSDT,-1,1736754300,1.9,TP,1,1.46,-1.45
BTCUSDT,1,1737356400,-2.1,SL,1,4.13,-4.83
BTCUSDT,-1,1739113200,-1.604,TIMEOUT,2,2.72,-0.3
BTCUSDT,1,1742726700,1.9,TP,1,4.29,-2.51
BTCUSDT,1,1742920200,-1.466,TIMEOUT,3,1.05,-0.32
BTCUSDT,-1,1743769800,-2.1,SL,3,3.55,-0.37
BTCUSDT,1,1744694100,-1.788,TIMEOUT,1,4.03,-1.43
BTCUSDT,1,1745540100,1.9,TP,4,0.38,-0.44
BTCUSDT,-1,1748531700,1.9,TP,1,2.53,-1.1
BTCUSDT,1,1751184000,0.065,TIMEOUT,1,24.88,-2.21
BTCUSDT,-1,1753991100,1.9,TP,1,2.54,-2.77
BTCUSDT,1,1754493300,1.9,TP,1,0.1,-1.69
BTCUSDT,-1,1755476100,1.9,TP,1,3.24,-2.57
BTCUSDT,1,1758042900,-0.596,TIMEOUT,1,4.43,-3.68
BTCUSDT,1,1759748400,1.9,TP,3,1.93,0.44
BTCUSDT,1,1761661800,-2.1,SL,2,2.25,0.19
BTCUSDT,-1,1762622100,-1.32,TIMEOUT,2,2.38,-0.2
BTCUSDT,-1,1762963200,-2.1,SL,1,3.53,-4.54
BTCUSDT,-1,1763053200,1.9,TP,1,5.36,-2.29
BTCUSDT,-1,1763654400,1.9,TP,1,8.94,-3.71
BTCUSDT,1,1764179100,1.9,TP,1,4.06,-4.4
BTCUSDT,1,1765296000,-2.1,SL,1,6.03,-4.91
BTCUSDT,-1,1765555200,1.9,TP,1,0.87,-4.09
BTCUSDT,-1,1765811700,1.9,TP,1,8.41,-5.21
BTCUSDT,-1,1766009700,-2.1,SL,4,0.22,0.15
BTCUSDT,1,1768239000,1.9,TP,3,-0.74,0.23
BTCUSDT,-1,1769854500,1.9,TP,1,3.61,-1.29
BTCUSDT,1,1772607600,1.9,TP,1,8.29,-0.73
BTCUSDT,1,1773262800,-1.457,TIMEOUT,2,3.52,-0.03
BTCUSDT,1,1773360000,1.9,TP,4,2.18,-2.68
BTCUSDT,1,1774404900,1.9,TP,3,4.75,-0.26
BTCUSDT,1,1775599200,1.9,TP,1,2.79,-2.98
BTCUSDT,1,1776294000,1.9,TP,4,5.26,-0.12
BTCUSDT,1,1778666400,-1.259,TIMEOUT,4,6.03,0.06
BTCUSDT,1,1781473500,1.9,TP,1,5.15,-4.54
BTCUSDT,-1,1782800100,1.9,TP,2,0.6,-0.06
BTCUSDT,1,1783357200,-1.725,TIMEOUT,1,2.48,-2.7
ETHUSDT,1,1609593300,1.9,TP,1,5.22,-3.79
ETHUSDT,1,1610110800,1.9,TP,2,2.1,0.06
ETHUSDT,1,1611015300,1.9,TP,1,3.32,-1.5
ETHUSDT,-1,1614283200,1.9,TP,1,1.21,-2.01
ETHUSDT,1,1614753900,1.9,TP,1,8.57,-2.38
ETHUSDT,1,1615630500,1.9,TP,1,5.29,-4.34
ETHUSDT,-1,1616613300,1.9,TP,1,5.25,-3.68
ETHUSDT,1,1617008400,1.9,TP,1,4.74,-4.66
ETHUSDT,1,1617214500,1.9,TP,1,1.85,-2.48
ETHUSDT,1,1618302600,1.9,TP,1,2.22,-3.08
ETHUSDT,1,1620765900,1.9,TP,1,19.69,-2.12
ETHUSDT,-1,1621387800,1.9,TP,1,3.14,-2.74
ETHUSDT,-1,1621608300,-2.1,SL,1,12.33,-1.91
ETHUSDT,1,1621988100,1.9,TP,4,16.63,-0.2
ETHUSDT,-1,1623343500,1.9,TP,1,10.03,-1.64
ETHUSDT,-1,1624505400,-2.1,SL,3,14.84,-1.08
ETHUSDT,-1,1624608000,1.9,TP,1,2.39,-2.43
ETHUSDT,1,1625082300,1.9,TP,1,6.45,-3.41
ETHUSDT,-1,1625927400,-2.1,SL,4,1.62,-0.2
ETHUSDT,-1,1626089400,1.9,TP,1,1.89,-1.96
ETHUSDT,-1,1626350400,-2.1,SL,3,4.65,-2.26
ETHUSDT,1,1627080300,1.9,TP,1,8.27,-3.2
ETHUSDT,1,1627258500,1.9,TP,1,7,-3.34
ETHUSDT,1,1627678800,1.9,TP,1,5.13,-3.67
ETHUSDT,1,1627923600,-2.1,SL,4,12.95,-0.1
ETHUSDT,1,1628178300,1.9,TP,1,1.56,-0.99
ETHUSDT,1,1629063900,1.9,TP,1,4.57,-1.99
ETHUSDT,-1,1629230400,1.9,TP,1,4.41,-2.72
ETHUSDT,-1,1629955800,1.9,TP,1,4.41,-2.65
ETHUSDT,1,1630341900,1.9,TP,1,5.34,-3.9
ETHUSDT,1,1630853100,-1.814,TIMEOUT,3,5.36,0.21
ETHUSDT,1,1633527000,-2.1,SL,1,1.58,-3.47
ETHUSDT,1,1635767100,1.9,TP,3,-0.66,-0.11
ETHUSDT,1,1637836200,1.9,TP,1,0.76,-2.85
ETHUSDT,1,1638539100,-2.1,SL,3,-0.84,-0.19
ETHUSDT,1,1638984600,1.9,TP,4,1.34,-0.31
ETHUSDT,-1,1639944000,1.9,TP,4,0.68,0.06
ETHUSDT,1,1640283300,-2.1,SL,1,4.15,-5.02
ETHUSDT,1,1641295800,-2.1,SL,1,5.11,-3.05
ETHUSDT,-1,1641816000,1.9,TP,1,3.95,-2.84
ETHUSDT,1,1643643000,1.9,TP,1,8.76,-2.88
ETHUSDT,1,1649132100,-2.1,SL,3,1.96,-0.23
ETHUSDT,-1,1649631600,1.9,TP,1,0.29,-2.87
ETHUSDT,-1,1650240000,1.9,TP,1,2.13,-2.48
ETHUSDT,-1,1651496400,-2.1,SL,2,1.41,0.18
ETHUSDT,-1,1652276700,1.9,TP,3,0.67,0.07
ETHUSDT,-1,1654823700,1.9,TP,3,0.64,-0.36
ETHUSDT,-1,1656436500,1.9,TP,1,1.78,-1.99
ETHUSDT,1,1657815300,1.9,TP,1,5.83,-2.51
ETHUSDT,1,1657981800,1.9,TP,1,1.2,-1.99
ETHUSDT,-1,1660739400,1.9,TP,3,9.76,-0.35
ETHUSDT,1,1662095700,1.9,TP,4,0.94,0.08
ETHUSDT,-1,1663721100,-2.1,SL,4,1.26,0.21
ETHUSDT,-1,1665639000,1.9,TP,3,2.15,0.22
ETHUSDT,-1,1668590100,1.9,TP,1,5.57,-2.4
ETHUSDT,-1,1668940200,1.9,TP,1,6.13,-4.4
ETHUSDT,-1,1670397300,-1.549,TIMEOUT,1,5.56,-3.98
ETHUSDT,-1,1671479100,-2.1,SL,4,1.18,-0.77
ETHUSDT,-1,1672154100,1.9,TP,2,0.49,-0.34
ETHUSDT,-1,1672550100,-0.622,TIMEOUT,4,0.46,-0.01
ETHUSDT,1,1672796700,1.9,TP,1,7.19,-2.48
ETHUSDT,1,1674960300,1.9,TP,4,0.79,-0.56
ETHUSDT,-1,1677195000,1.9,TP,3,2.71,-0.13
ETHUSDT,1,1677645900,-2.1,SL,1,8.03,-4.25
ETHUSDT,-1,1678202100,1.9,TP,2,0.48,-0.56
ETHUSDT,1,1679402700,-2.1,SL,1,2.53,-4.5
ETHUSDT,-1,1679927400,1.9,TP,1,1.87,-1.98
ETHUSDT,-1,1683745200,1.9,TP,3,1.98,-0.07
ETHUSDT,-1,1686289500,1.9,TP,4,0.44,0.03
ETHUSDT,-1,1686544200,1.9,TP,3,0.67,-0.23
ETHUSDT,1,1688148900,-2.1,SL,1,1.22,-1.87
ETHUSDT,1,1688339700,1.9,TP,1,1.74,-0.99
ETHUSDT,-1,1688649300,1.9,TP,1,4.01,-1.96
ETHUSDT,-1,1688972400,-1.649,TIMEOUT,4,2.51,0.04
ETHUSDT,1,1689251400,1.9,TP,4,2.9,-0.98
ETHUSDT,-1,1689867900,1.9,TP,1,0.47,-2.64
ETHUSDT,-1,1693206000,-0.751,TIMEOUT,1,2.03,-1.59
ETHUSDT,-1,1693312200,-0.608,TIMEOUT,3,1.88,0.12
ETHUSDT,1,1694817900,-1.632,TIMEOUT,1,5.37,-3.95
ETHUSDT,1,1695886200,1.9,TP,1,7.48,-2.27
ETHUSDT,-1,1696714200,1.9,TP,4,2.95,-0.08
ETHUSDT,1,1698299100,1.9,TP,2,25.27,0.4
ETHUSDT,1,1699493400,1.9,TP,1,9.89,-1.13
ETHUSDT,1,1700646300,1.9,TP,1,0.3,-1.98
ETHUSDT,1,1701393300,1.9,TP,1,10.43,-3.98
ETHUSDT,1,1701963000,1.9,TP,1,5.12,-4.88
ETHUSDT,-1,1703124000,-2.1,SL,2,2.67,-0.36
ETHUSDT,-1,1704475800,-2.1,SL,4,1.85,-0.09
ETHUSDT,1,1706548500,1.9,TP,1,4.08,-2.83
ETHUSDT,1,1707751800,1.9,TP,1,5.27,-4.59
ETHUSDT,1,1707900300,1.9,TP,1,2.83,-5.22
ETHUSDT,1,1708236900,1.9,TP,2,14.15,0
ETHUSDT,1,1709704800,1.9,TP,1,7.51,-3.72
ETHUSDT,1,1710144000,1.9,TP,1,2.63,-3.28
ETHUSDT,-1,1711258200,-2.1,SL,4,15.97,-0.27
ETHUSDT,-1,1712854800,1.9,TP,4,-0.9,-0.06
ETHUSDT,-1,1715352300,-0.055,TIMEOUT,1,3.3,-5.14
ETHUSDT,1,1715931000,1.9,TP,1,1.55,-5.11
ETHUSDT,1,1716186600,1.9,TP,4,0.73,0.11
ETHUSDT,1,1716458400,1.9,TP,4,3.25,-1.19
ETHUSDT,1,1721610900,-2.1,SL,4,1.65,-0.56
ETHUSDT,-1,1722609900,1.9,TP,1,4.26,-3.99
ETHUSDT,-1,1723041000,1.9,TP,1,17.16,-3.26
ETHUSDT,1,1723350600,1.9,TP,1,1.47,-0.98
ETHUSDT,-1,1724992200,1.9,TP,3,0.72,0.09
ETHUSDT,1,1726119000,1.9,TP,2,3.15,0.43
ETHUSDT,-1,1727790300,1.9,TP,1,4.71,-3.97
ETHUSDT,1,1728878400,1.9,TP,1,6.12,-4.53
ETHUSDT,1,1733499000,-1.719,TIMEOUT,1,5.3,-3.22
ETHUSDT,-1,1738953000,1.9,TP,1,1.07,-1.07
ETHUSDT,-1,1739140200,1.9,TP,4,2.61,1.13
ETHUSDT,-1,1739293200,1.9,TP,1,1.21,-1.6
ETHUSDT,1,1739787300,1.9,TP,1,5.85,-3.15
ETHUSDT,-1,1741625100,1.9,TP,1,2.4,-1.72
ETHUSDT,-1,1743769800,-2.1,SL,2,2.08,-0.9
ETHUSDT,-1,1743944400,1.9,TP,1,1.3,-1.85
ETHUSDT,-1,1744129800,1.9,TP,1,2.8,-3.09
ETHUSDT,1,1746675000,1.9,TP,1,6.95,-4.41
ETHUSDT,1,1747141200,1.9,TP,1,0.19,-1.78
ETHUSDT,-1,1750434300,1.9,TP,1,12.24,-2.35
ETHUSDT,1,1751135400,1.9,TP,3,1.32,-0.14
ETHUSDT,1,1752589800,1.9,TP,2,2.11,-0.37
ETHUSDT,-1,1753418700,-2.1,SL,3,1.72,0.23
ETHUSDT,1,1753784100,-2.1,SL,4,7.23,-0.25
ETHUSDT,1,1753928100,-1.352,TIMEOUT,1,6.68,-1.62
ETHUSDT,-1,1756347300,-2.1,SL,2,2.64,-0.01
ETHUSDT,-1,1756834200,-2.1,SL,2,1.35,-0.46
ETHUSDT,1,1759308300,1.9,TP,1,5.47,-5.34
ETHUSDT,-1,1762106400,1.9,TP,3,3.02,-0.39
ETHUSDT,1,1762695900,1.9,TP,1,2.7,-1.88
ETHUSDT,-1,1763047800,1.9,TP,1,5.11,-2.13
ETHUSDT,-1,1763303400,1.9,TP,3,2.1,-0.26
ETHUSDT,-1,1763400600,1.9,TP,1,0.55,-1.69
ETHUSDT,-1,1763657100,1.9,TP,1,7.42,-3.16
ETHUSDT,-1,1765811700,1.9,TP,1,5,-4.76
ETHUSDT,1,1768316400,1.9,TP,3,0.35,-0.45
ETHUSDT,-1,1769096700,-2.1,SL,3,1,-1.28
ETHUSDT,-1,1770131700,1.9,TP,2,0.77,0.1
ETHUSDT,-1,1774746000,1.9,TP,3,-0.54,-0.14
ETHUSDT,1,1775599200,1.9,TP,1,5.6,-3.19
ETHUSDT,1,1775773800,1.9,TP,2,-0.6,0.07
ETHUSDT,1,1776284100,-2.1,SL,2,2.78,-0.54
ETHUSDT,1,1776430800,1.9,TP,1,3.23,-3.79
ETHUSDT,-1,1780238700,1.9,TP,1,3.74,-2.33
ETHUSDT,1,1781614800,-2.1,SL,2,-1.02,-0.37
ETHUSDT,1,1782116100,-1.649,TIMEOUT,1,1.86,-0.94
ETHUSDT,-1,1782394200,1.9,TP,1,2.46,-4.16
ETHUSDT,1,1782885600,1.9,TP,3,0.16,0.15
ETHUSDT,1,1783362600,1.9,TP,1,0.87,-1.23
ETHUSDT,-1,1785483000,1.9,TP,1,6.27,-2.43
SOLUSDT,1,1606921200,1.9,TP,3,7.47,-1.62
SOLUSDT,-1,1607238900,1.9,TP,3,17.63,0.33
SOLUSDT,1,1609464600,1.9,TP,1,4.98,-3.4
SOLUSDT,1,1612186200,1.9,TP,4,12.66,0.43
SOLUSDT,1,1613718900,1.9,TP,1,5.86,-3.8
SOLUSDT,1,1614015900,-2.1,SL,1,9.09,-2.94
SOLUSDT,1,1615230000,-2.1,SL,4,12.34,-0.8
SOLUSDT,1,1616220900,1.9,TP,1,14.32,-2.18
SOLUSDT,-1,1616624100,1.9,TP,2,0.36,-3.99
SOLUSDT,1,1617225300,1.9,TP,2,29.43,0.09
SOLUSDT,1,1618155000,1.9,TP,1,9.16,-3.65
SOLUSDT,1,1618277400,-2.1,SL,3,13.34,-0.18
SOLUSDT,-1,1618703100,1.9,TP,1,3.32,-2.46
SOLUSDT,1,1618978500,-2.1,SL,4,10.45,-0.73
SOLUSDT,1,1619284500,-2.1,SL,1,14.24,-2.16
SOLUSDT,1,1619869500,1.9,TP,1,4.8,-2.44
SOLUSDT,-1,1620295200,-2.1,SL,4,2.71,0
SOLUSDT,-1,1622433600,-2.1,SL,3,1.71,-0.84
SOLUSDT,1,1622631600,1.9,TP,3,2.6,-0.07
SOLUSDT,1,1622860200,1.9,TP,1,1.99,-2.31
SOLUSDT,-1,1626651000,1.9,TP,3,0.02,0.13
SOLUSDT,1,1627083000,1.9,TP,1,9.05,-3.84
SOLUSDT,1,1627260300,1.9,TP,1,12.57,-4.89
SOLUSDT,1,1628254800,1.9,TP,1,1.18,-1.41
SOLUSDT,1,1628821800,1.9,TP,1,9.89,-2.49
SOLUSDT,1,1629286200,1.9,TP,1,4.76,-2.01
SOLUSDT,1,1629478800,1.9,TP,1,2.95,-3.16
SOLUSDT,1,1630597500,1.9,TP,1,2.23,-3.06
SOLUSDT,1,1630889100,1.9,TP,4,8.95,0.26
SOLUSDT,1,1632966300,-2.1,SL,1,1.67,-2.04
SOLUSDT,-1,1636676100,1.9,TP,2,5.05,0.03
SOLUSDT,-1,1637902800,1.9,TP,1,6.68,-1.79
SOLUSDT,-1,1639361700,1.9,TP,1,2.22,-2.27
SOLUSDT,1,1640283300,-2.1,SL,1,7.27,-5
SOLUSDT,-1,1641403800,1.9,TP,1,11.15,-1.94
SOLUSDT,1,1642269600,1.9,TP,2,8.05,-0.11
SOLUSDT,1,1645968600,1.9,TP,3,4.73,1.38
SOLUSDT,-1,1647287100,-2.1,SL,2,1.1,0.33
SOLUSDT,1,1647621000,1.9,TP,1,7.75,-3.98
SOLUSDT,1,1648412100,1.9,TP,3,2.02,-0.22
SOLUSDT,1,1648823400,1.9,TP,1,4.69,-2.37
SOLUSDT,-1,1649636100,1.9,TP,1,23.44,-1.53
SOLUSDT,-1,1649952000,1.9,TP,1,1.36,-1.78
SOLUSDT,-1,1650984300,1.9,TP,1,2.21,-3.05
SOLUSDT,-1,1652529600,-2.1,SL,1,16.21,-1.77
SOLUSDT,-1,1656659700,1.9,TP,3,12.86,-0.18
SOLUSDT,1,1657985400,1.9,TP,1,4.54,-2.65
SOLUSDT,-1,1658506500,1.9,TP,1,3.68,-2.45
SOLUSDT,-1,1658714400,1.9,TP,1,5.77,-2.74
SOLUSDT,1,1659188700,-2.1,SL,1,11.15,-3.84
SOLUSDT,-1,1659486600,-2.1,SL,1,5.79,-4.94
SOLUSDT,1,1660334400,1.9,TP,1,5.32,-3.7
