symbol,S,tEntry,tExit,entry,exitPx,exitType,hold,pnlPct,pnlR,mfeR,maeR,mfeMaxPct,maeMaxPct,cycleAge,slowAge,slowLeft,cfLag,pullLag,entryVsZone,pullDepth,volConfirm,volEntry,atrPct,zoneAge,emaSlope,hour
1000PEPEUSDT,1,2023-09-24 19:00,2023-09-24 23:30,0.0006828,0.000669,SL,19,-2.14,-1.07,0.7,1.23,1.41,2.46,3,210,753,0,2,0.82,-0.03,0.93,0.76,0.8,82,1,19
LTCUSDT,-1,2023-09-24 19:15,2023-09-25 00:15,64.15,62.867,TP,21,1.86,0.93,1.29,0.17,2.57,0.34,1,407,373,0,0,0.32,-2.41,4.42,4.42,0.3,173,-1,19
LINKUSDT,1,2023-09-25 03:30,2023-09-25 14:45,7.177,7.32054,TP,46,1.86,0.93,1.29,0.19,2.58,0.38,1,670,675,0,0,4.83,-0.91,0.33,0.33,0.64,206,1,3
FILUSDT,-1,2023-09-25 04:00,2023-09-26 21:15,3.213,3.14874,TP,166,1.86,0.93,1.76,0.5,3.52,1,2,347,150,0,1,0.81,-0.54,0.24,0.68,0.42,18,-1,4
IMXUSDT,-1,2023-09-26 08:30,2023-09-26 13:00,0.5914,0.579572,TP,19,1.86,0.93,1.11,0.11,2.22,0.22,1,300,404,0,0,4.9,-2.64,1.46,1.46,0.42,86,-1,8
OPUSDT,1,2023-09-28 07:15,2023-09-28 15:45,1.2989,1.324878,TP,35,1.86,0.93,1.12,0.39,2.24,0.78,1,77,474,0,0,5.48,-2.62,0.95,0.95,0.36,155,1,7
ETHUSDT,1,2023-09-28 07:30,2023-09-28 15:45,1619.54,1651.9308,TP,34,1.86,0.93,1.08,0.18,2.16,0.37,1,81,400,0,0,7.48,-2.27,1.89,1.89,0.22,111,1,7
AVAXUSDT,1,2023-09-28 07:30,2023-09-28 15:45,9.088,9.26976,TP,34,1.86,0.93,1.06,0.23,2.11,0.45,1,125,411,0,0,0.42,-2.9,1.19,1.19,0.26,69,1,7
TRXUSDT,1,2023-09-28 13:00,2023-09-29 00:30,0.08538,0.087088,TP,47,1.86,0.93,1.26,0,2.53,0,1,376,361,0,0,1.16,-2.05,0.79,0.79,0.16,76,1,13
BNBUSDT,1,2023-09-28 13:45,2023-10-01 18:00,214.06,213.71,TIMEOUT,306,-0.304,-0.152,0.83,0.22,1.66,0.43,2,213,168,0,1,1.81,-1.26,1.23,0.92,0.2,12,1,13
BTCUSDT,1,2023-09-28 14:30,2023-10-01 22:15,26779.7,27315.294,TP,320,1.86,0.93,2.96,0.29,5.92,0.58,1,106,178,0,0,4.31,-3.18,6.36,6.36,0.3,16,1,14
1000PEPEUSDT,1,2023-09-29 03:45,2023-09-29 04:45,0.000746,0.000761,TP,5,1.86,0.93,2.12,0.23,4.25,0.47,1,629,348,0,0,1.08,-1.26,0.68,0.68,0.77,79,1,3
APTUSDT,-1,2023-09-30 04:45,2023-09-30 08:30,5.345,5.4519,SL,16,-2.14,-1.07,0.01,1.01,0.02,2.02,3,281,33,1,1,3.09,-0.42,0.52,0.42,0.34,68,-1,4
SUIUSDT,1,2023-10-01 07:30,2023-10-01 10:00,0.4744,0.483888,TP,11,1.86,0.93,1.08,0.42,2.15,0.84,4,213,143,0,3,-0.62,-0.19,1.78,0.8,0.48,37,1,7
XRPUSDT,1,2023-10-01 12:00,2023-10-02 18:30,0.5194,0.509012,SL,123,-2.14,-1.07,0.69,2.3,1.39,4.6,4,232,56,0,3,6.22,-0.03,0.58,1.49,0.23,189,1,12
BNBUSDT,1,2023-10-01 22:30,2023-10-02 18:00,219.1,216.71,TIMEOUT,79,-1.231,-0.615,0.6,0.8,1.2,1.6,1,536,72,0,0,3.24,-5.11,2.75,2.75,0.35,252,1,22
DOGEUSDT,1,2023-10-01 22:45,2023-10-02 17:00,0.06349,0.0625,TIMEOUT,74,-1.699,-0.85,0.54,0.92,1.09,1.84,1,263,63,0,0,5.35,-4.56,1.28,1.28,0.37,2,1,22
NEARUSDT,-1,2023-10-05 17:00,2023-10-06 16:00,1.079,1.093,TIMEOUT,93,-1.437,-0.719,0.46,0.83,0.93,1.67,1,269,889,0,0,3.4,-1.72,0.4,0.4,0.49,164,-1,17
XRPUSDT,1,2023-10-06 23:00,2023-10-07 19:45,0.5257,0.5205,TIMEOUT,84,-1.129,-0.565,0.03,0.61,0.06,1.22,3,277,96,0,2,0.79,0.14,0.74,0.98,0.26,70,1,23
BNBUSDT,-1,2023-10-07 17:00,2023-10-09 04:15,212.2,212.07,TIMEOUT,142,-0.079,-0.039,0.82,0.19,1.64,0.38,1,403,614,0,0,4.36,-1.95,1.71,1.71,0.11,78,-1,17
ETHUSDT,-1,2023-10-07 21:30,2023-10-09 09:45,1633.46,1600.7908,TP,146,1.86,0.93,1.63,0.23,3.27,0.46,4,486,653,0,3,2.95,-0.08,0.68,0.59,0.13,21,-1,21
IMXUSDT,-1,2023-10-08 06:30,2023-10-09 09:45,0.5527,0.541646,TP,110,1.86,0.93,3.37,0.71,6.75,1.43,4,517,562,0,3,1.96,-1.21,0.53,0.72,0.33,165,-1,6
OPUSDT,-1,2023-10-08 08:45,2023-10-09 09:30,1.276,1.25048,TP,100,1.86,0.93,1.02,0.46,2.04,0.92,1,457,666,0,0,3.33,-0.99,0.8,0.8,0.37,69,-1,8
1000PEPEUSDT,-1,2023-10-09 08:00,2023-10-09 09:30,0.000696,0.000682,TP,7,1.86,0.93,1.11,0.01,2.21,0.01,1,624,433,0,0,4.97,-1.73,1.28,1.28,0.49,162,-1,8
NEARUSDT,-1,2023-10-09 08:15,2023-10-09 09:45,1.076,1.05448,TP,7,1.86,0.93,3.49,0.05,6.97,0.09,1,618,626,0,0,2.91,-2.54,1.26,1.26,0.32,5,-1,8
BNBUSDT,-1,2023-10-09 09:45,2023-10-09 16:30,208.59,204.4182,TP,28,1.86,0.93,1.72,0.14,3.43,0.27,1,566,565,0,0,4.06,-4.28,18,18,0.26,80,-1,9
DOGEUSDT,-1,2023-10-11 14:45,2023-10-12 09:45,0.05852,0.05735,TP,77,1.86,0.93,1.49,0.03,2.97,0.07,1,791,195,0,0,4.53,-1.62,0.66,0.66,0.21,49,-1,14
OPUSDT,-1,2023-10-12 07:30,2023-10-12 09:45,1.228,1.20344,TP,10,1.86,0.93,1.63,0.02,3.26,0.04,4,836,377,0,3,1.92,0.13,0.76,0.75,0.35,113,-1,7
LINKUSDT,-1,2023-10-12 11:45,2023-10-12 16:15,7.258,7.11284,TP,19,1.86,0.93,1.03,0.12,2.07,0.23,3,281,290,0,2,10.26,-0.2,0.91,1.05,0.48,386,-1,11
ARBUSDT,-1,2023-10-15 16:30,2023-10-16 02:15,0.8012,0.8133,TIMEOUT,40,-1.65,-0.825,0.09,0.84,0.17,1.67,3,1152,21,0,2,1.04,0.11,0.94,1.48,0.28,224,-1,16
SUIUSDT,-1,2023-10-19 08:45,2023-10-20 00:15,0.3686,0.375972,SL,63,-2.14,-1.07,0.96,1.02,1.93,2.03,1,197,113,0,0,4.87,-2.68,1.26,1.26,0.61,29,-1,8
SOLUSDT,1,2023-10-19 11:45,2023-10-19 15:00,24.259,24.74418,TP,14,1.86,0.93,1.01,0.43,2.02,0.85,1,492,2455,0,0,5.85,-2.62,2.32,2.32,0.54,41,1,11
APTUSDT,1,2023-10-19 13:30,2023-10-19 22:45,4.984,4.88432,SL,38,-2.14,-1.07,0.65,1.04,1.3,2.09,3,494,5,0,2,3.57,-0.2,0.58,0.96,0.44,46,1,13
SOLUSDT,1,2023-10-23 02:45,2023-10-23 03:30,29.932,30.53064,TP,4,1.86,0.93,1.1,0.47,2.2,0.94,1,840,2117,0,0,10.22,-1.84,1.7,1.7,0.98,178,1,2
SOLUSDT,1,2023-10-23 22:45,2023-10-23 23:00,32.442,31.79316,SL,2,-2.14,-1.07,0.75,1.92,1.5,3.85,1,920,2039,0,0,5.43,-4.27,6.71,6.71,1.59,38,1,22
OPUSDT,1,2023-10-23 22:45,2023-10-24 00:30,1.366,1.39332,TP,8,1.86,0.93,1.2,0.98,2.39,1.95,1,345,806,0,0,6.12,-3.6,5.76,5.76,0.96,97,1,22
LINKUSDT,1,2023-10-25 00:45,2023-10-25 01:00,10.976,11.19552,TP,2,1.86,0.93,1.7,0.06,3.41,0.12,1,446,1914,0,0,4.43,-4.31,3.06,3.06,1.36,38,1,0
DOGEUSDT,1,2023-10-25 16:30,2023-10-25 18:00,0.06683,0.068167,TP,7,1.86,0.93,1.24,0.57,2.48,1.14,4,511,209,0,3,9.39,0.05,0.92,1.41,0.95,261,1,16
ADAUSDT,1,2023-10-25 16:30,2023-10-26 03:15,0.2834,0.289068,TP,44,1.86,0.93,1.01,0.99,2.01,1.98,2,513,587,0,1,11.26,0.39,2.64,2.67,0.75,379,1,16
DOTUSDT,1,2023-10-25 16:30,2023-10-26 03:45,4.276,4.36152,TP,46,1.86,0.93,1.04,0.48,2.08,0.96,3,516,259,0,2,6.86,-0.07,1.75,2.05,0.76,193,1,16
ARBUSDT,1,2023-10-26 00:15,2023-10-26 03:15,0.9296,0.948192,TP,13,1.86,0.93,1.1,0.67,2.21,1.34,1,540,782,0,0,5.87,-2.33,1.56,1.56,0.79,106,1,0
AVAXUSDT,1,2023-10-26 02:30,2023-10-26 04:30,10.777,10.99254,TP,9,1.86,0.93,1.02,0.4,2.04,0.8,1,562,1810,0,0,2.11,-2.61,2.08,2.08,0.75,179,1,2
ETHUSDT,1,2023-10-26 05:45,2023-10-26 07:15,1798.71,1834.6842,TP,7,1.86,0.93,1.39,0.24,2.78,0.47,2,565,783,0,1,25.27,0.4,0.63,1.02,0.35,316,1,5
APTUSDT,1,2023-10-27 22:30,2023-10-28 01:00,6.53,6.6606,TP,11,1.86,0.93,1.95,0.02,3.91,0.05,4,725,565,0,3,-1.05,0.08,0.34,0.46,0.77,125,1,22
SUIUSDT,1,2023-10-28 04:00,2023-10-28 06:30,0.4459,0.454818,TP,11,1.86,0.93,1.23,0.02,2.47,0.04,1,669,337,0,0,1.55,-1.42,0.6,0.6,0.69,112,1,4
DOTUSDT,1,2023-10-28 10:15,2023-10-29 15:00,4.188,4.27176,TP,116,1.86,0.93,1.15,0.79,2.29,1.58,2,779,-74,0,1,1.88,-0.34,0.76,0.49,0.25,29,1,10
SOLUSDT,1,2023-10-29 14:15,2023-10-29 17:30,32.42,33.0684,TP,14,1.86,0.93,1.2,0.1,2.41,0.2,2,1462,1485,0,1,1.49,-0.73,0.86,1.1,0.52,286,1,14
LINKUSDT,1,2023-10-30 04:15,2023-10-30 06:00,11.149,10.92602,SL,8,-2.14,-1.07,0.01,1.17,0.03,2.35,2,940,1414,0,1,2.51,0.24,0.97,0.68,0.82,312,1,4
TRXUSDT,1,2023-10-30 13:00,2023-10-31 12:00,0.09505,0.096951,TP,93,1.86,0.93,1.03,0.35,2.05,0.7,4,624,329,0,3,2.5,-0.74,1.42,1.49,0.22,152,1,13
AVAXUSDT,1,2023-11-01 18:45,2023-11-01 19:00,11.796,12.03192,TP,2,1.86,0.93,1.53,0,3.06,0.01,1,1203,1176,0,0,0.86,-3.44,2.49,2.49,1.25,124,1,18
DOTUSDT,1,2023-11-01 18:45,2023-11-01 19:00,4.579,4.67058,TP,2,1.86,0.93,2,0,4,0,1,285,1213,0,0,3.02,-3.71,4.54,4.54,0.91,95,1,18
ARBUSDT,1,2023-11-01 19:15,2023-11-01 20:00,0.9872,1.006944,TP,4,1.86,0.93,2.17,0.71,4.34,1.43,1,1192,139,0,0,4.36,-3.84,2.47,2.47,0.98,18,1,19
LTCUSDT,1,2023-11-01 21:00,2023-11-02 15:15,69.94,68.5412,SL,74,-2.14,-1.07,0.66,1.02,1.33,2.04,1,271,1090,0,0,3.89,-2.82,1.92,1.92,0.72,25,1,21
1000PEPEUSDT,-1,2023-11-02 15:15,2023-11-02 16:15,0.0011077,0.001086,TP,5,1.86,0.93,1.57,0.5,3.14,1,1,356,264,0,0,4.32,-1.72,1.99,1.99,1.35,253,-1,15
NEARUSDT,1,2023-11-03 09:30,2023-11-03 09:45,1.522,1.49156,SL,2,-2.14,-1.07,0.03,1.12,0.07,2.23,3,1245,396,0,2,10.88,-0.01,1.99,0.53,1.29,335,1,9
IMXUSDT,1,2023-11-03 16:45,2023-11-04 01:00,0.6935,0.70737,TP,34,1.86,0.93,6.02,0.7,12.04,1.4,2,165,304,0,1,2.29,-0.78,1.03,1.35,0.81,426,1,16
XRPUSDT,1,2023-11-03 19:15,2023-11-05 00:30,0.6105,0.62271,TP,118,1.86,0.93,1.02,0.17,2.05,0.34,2,1431,465,0,1,0.6,-0.56,0.59,0.41,0.47,132,1,19
BNBUSDT,1,2023-11-04 05:45,2023-11-04 10:15,231.22,235.8444,TP,19,1.86,0.93,1.11,0.01,2.21,0.02,1,1429,848,0,0,5.39,-1.11,1.06,1.06,0.23,435,1,5
LTCUSDT,1,2023-11-04 09:45,2023-11-05 03:30,69.67,71.0634,TP,72,1.86,0.93,1.26,0.65,2.53,1.29,3,514,849,0,2,8.36,-0.15,1.8,1.2,0.29,266,1,9
ADAUSDT,1,2023-11-08 03:30,2023-11-09 00:30,0.3544,0.361488,TP,85,1.86,0.93,1.2,0.48,2.4,0.96,4,599,467,0,3,4.87,-0.74,0.19,0.55,0.64,182,1,3
FILUSDT,1,2023-11-08 17:45,2023-11-08 21:00,4.359,4.44618,TP,14,1.86,0.93,1.01,0.14,2.02,0.28,1,985,578,0,0,3.87,-1.46,0.53,0.53,0.62,215,1,17
XRPUSDT,1,2023-11-08 20:15,2023-11-09 06:30,0.6907,0.704514,TP,42,1.86,0.93,1.24,0.69,2.48,1.39,2,1915,57,0,1,0.82,-0.42,0.49,0.79,0.53,38,1,20
LTCUSDT,1,2023-11-08 20:15,2023-11-09 09:45,73.69,75.1638,TP,55,1.86,0.93,1.04,0.53,2.08,1.06,4,940,440,0,3,3.49,-0.03,0.63,0.55,0.36,48,1,20
ETHUSDT,1,2023-11-09 01:30,2023-11-09 14:15,1902.99,1941.0498,TP,52,1.86,0.93,1.14,0.13,2.29,0.25,1,395,503,0,0,9.89,-1.13,0.65,0.65,0.38,462,1,1
DOTUSDT,1,2023-11-10 03:45,2023-11-10 08:15,5.111,5.00878,SL,19,-2.14,-1.07,0.45,1.09,0.9,2.17,4,1089,392,0,3,3.58,-0.04,0.81,0.55,0.83,154,1,3
ARBUSDT,1,2023-11-11 20:00,2023-11-11 21:30,1.1683,1.144934,SL,7,-2.14,-1.07,0.11,1.21,0.21,2.42,4,768,217,0,3,11.33,0.06,1.15,0.68,0.7,341,1,20
XRPUSDT,-1,2023-11-12 04:45,2023-11-13 11:45,0.6597,0.646506,TP,125,1.86,0.93,1.04,0.91,2.08,1.82,2,223,607,0,1,11.07,-0.06,0.79,0.58,0.49,256,-1,4
ARBUSDT,1,2023-11-12 10:00,2023-11-12 13:00,1.1406,1.117788,SL,13,-2.14,-1.07,0.29,1.07,0.58,2.14,2,824,155,0,1,8.42,-0.16,1.04,0.99,0.68,399,1,10
XRPUSDT,-1,2023-11-14 18:00,2023-11-14 18:30,0.6391,0.626318,TP,3,1.86,0.93,1.28,0.45,2.57,0.91,1,468,484,0,0,2.11,-2.71,4.26,4.26,0.82,85,-1,18
OPUSDT,1,2023-11-15 03:45,2023-11-15 04:15,1.7978,1.833756,TP,3,1.86,0.93,1.08,0.03,2.17,0.07,2,1056,224,0,1,1.64,0.02,0.84,0.75,0.83,56,1,3
XRPUSDT,-1,2023-11-16 14:15,2023-11-16 15:45,0.6277,0.615146,TP,7,1.86,0.93,1.01,0.44,2.02,0.88,1,645,303,0,0,1.57,-1.95,1.11,1.11,0.81,4,-1,14
LINKUSDT,-1,2023-11-16 15:30,2023-11-16 19:00,14.177,13.89346,TP,15,1.86,0.93,1.62,0.26,3.24,0.52,4,255,259,3,0,0.35,-1.58,1.52,1.52,1.23,200,-1,15
NEARUSDT,1,2023-11-19 05:45,2023-11-19 06:15,1.815,1.8513,TP,3,1.86,0.93,1.05,0.08,2.09,0.17,1,350,241,0,0,1.89,-2.39,1.06,1.06,0.96,31,1,5
LTCUSDT,-1,2023-11-20 22:30,2023-11-21 12:45,69.35,70.737,SL,58,-2.14,-1.07,0.25,1.39,0.49,2.78,3,384,267,0,2,1.45,-1.22,0.53,0.49,0.53,4,-1,22
ETHUSDT,1,2023-11-22 09:45,2023-11-22 16:00,2010.22,2050.4244,TP,26,1.86,0.93,1.08,0.17,2.15,0.34,1,230,429,0,0,0.3,-1.98,0.73,0.73,0.33,79,1,9
1000PEPEUSDT,-1,2023-11-23 14:45,2023-11-23 15:15,0.001093,0.001071,TP,3,1.86,0.93,1.15,0.16,2.31,0.33,1,214,157,0,0,10.79,-1.69,1.18,1.18,0.59,278,-1,14
AVAXUSDT,-1,2023-11-25 14:30,2023-11-25 21:45,20.891,21.30882,SL,30,-2.14,-1.07,0.19,1.02,0.38,2.04,4,430,332,0,3,1.29,0.15,0.68,0.79,0.45,63,-1,14
DOGEUSDT,1,2023-11-28 14:45,2023-11-29 11:45,0.07978,0.081376,TP,85,1.86,0.93,1.03,0.38,2.07,0.75,1,402,1174,0,0,3.05,-2.98,3.88,3.88,0.61,3,1,14
ETHUSDT,1,2023-12-01 01:15,2023-12-02 18:00,2073.35,2114.817,TP,164,1.86,0.93,1.31,0.07,2.61,0.15,1,159,803,0,0,10.43,-3.98,10.17,10.17,0.29,311,1,1
BTCUSDT,1,2023-12-01 04:00,2023-12-01 16:30,38106.9,38869.038,TP,51,1.86,0.93,1.16,0.06,2.31,0.12,1,233,902,0,0,3.1,-2.57,1.72,1.72,0.22,126,1,4
OPUSDT,-1,2023-12-01 17:00,2023-12-01 17:45,1.6634,1.630132,TP,4,1.86,0.93,1.06,0.08,2.11,0.16,1,423,97,0,0,6.69,-1.8,1.49,1.49,0.56,265,-1,17
TRXUSDT,1,2023-12-03 03:00,2023-12-04 09:15,0.10331,0.105376,TP,122,1.86,0.93,1.36,0.38,2.71,0.76,4,163,648,0,3,0.39,0.24,1.8,1.47,0.17,95,1,3
ADAUSDT,1,2023-12-04 00:15,2023-12-04 01:45,0.3968,0.404736,TP,7,1.86,0.93,1.11,0.03,2.22,0.05,1,162,724,0,0,3.82,-1.63,1.02,1.02,0.45,134,1,0
DOTUSDT,1,2023-12-04 01:00,2023-12-04 04:45,5.551,5.66202,TP,16,1.86,0.93,1.2,0,2.4,0,1,323,684,0,0,2.58,-0.69,0.43,0.43,0.46,14,1,1
LTCUSDT,1,2023-12-04 01:00,2023-12-04 01:30,72.73,74.1846,TP,3,1.86,0.93,1.03,0.02,2.06,0.04,1,270,682,0,0,1.12,-1.81,1.68,1.68,0.36,49,1,1
DOGEUSDT,1,2023-12-04 01:30,2023-12-04 04:45,0.08673,0.088465,TP,14,1.86,0.93,1.02,0.36,2.04,0.73,1,925,722,0,0,6.02,-2.16,1.82,1.82,0.57,202,1,1
NEARUSDT,1,2023-12-04 02:15,2023-12-04 03:00,2.046,2.08692,TP,4,1.86,0.93,1.08,0.2,2.15,0.39,1,457,728,0,0,3.61,-2.48,1.16,1.16,0.81,69,1,2
FILUSDT,1,2023-12-04 02:45,2023-12-04 05:45,4.686,4.77972,TP,13,1.86,0.93,1.25,0.29,2.5,0.58,1,181,656,0,0,3.63,-2.1,0.79,0.79,0.61,32,1,2
DOTUSDT,1,2023-12-05 17:45,2023-12-05 23:00,5.736,5.85072,TP,22,1.86,0.93,1.15,0.22,2.3,0.44,1,486,515,0,0,0.29,-2.45,1.86,1.86,0.73,123,1,17
LTCUSDT,1,2023-12-05 22:30,2023-12-06 00:00,73.04,74.5008,TP,7,1.86,0.93,1.1,0,2.19,0,4,452,496,0,3,0.54,0,0.66,0.64,0.43,106,1,22
TRXUSDT,1,2023-12-06 01:30,2023-12-06 11:15,0.1037,0.105774,TP,40,1.86,0.93,1.08,0.76,2.15,1.52,3,445,448,0,2,-1.53,0.08,1.33,1.02,0.19,92,1,1
OPUSDT,1,2023-12-07 15:15,2023-12-07 15:30,1.836,1.87272,TP,2,1.86,0.93,1.75,0.02,3.51,0.04,1,468,743,0,0,1.37,-4.53,7.1,7.1,0.89,143,1,15
ETHUSDT,1,2023-12-07 15:30,2023-12-07 21:15,2323.44,2369.9088,TP,24,1.86,0.93,1.13,0.2,2.26,0.39,1,792,310,0,0,5.12,-4.88,4.47,4.47,0.51,30,1,15
TRXUSDT,1,2023-12-08 01:45,2023-12-08 16:15,0.10471,0.106804,TP,59,1.86,0.93,1.07,0.08,2.15,0.15,1,638,236,0,0,4.83,-1.53,0.73,0.73,0.21,158,1,1
DOGEUSDT,1,2023-12-08 10:15,2023-12-08 19:30,0.09752,0.09947,TP,38,1.86,0.93,1.6,0.27,3.2,0.53,2,1344,279,0,1,1.4,-0.66,0.63,1.04,0.68,26,1,10
SOLUSDT,1,2023-12-10 23:15,2023-12-11 01:00,74.083,72.60134,SL,8,-2.14,-1.07,0.64,1.13,1.27,2.25,4,440,32,0,3,17.4,-0.33,0.57,2.13,0.76,627,1,23
DOTUSDT,1,2023-12-10 23:15,2023-12-11 01:00,7.291,7.14518,SL,8,-2.14,-1.07,0.52,1.42,1.04,2.84,2,988,27,0,1,1.48,-0.96,0.72,1.4,0.68,11,1,23
BTCUSDT,-1,2023-12-12 18:15,2023-12-13 02:15,41425.6,40597.088,TP,33,1.86,0.93,1.05,0.18,2.1,0.37,3,160,72,0,2,1.4,0.4,1.51,1.5,0.57,25,-1,18
NEARUSDT,-1,2023-12-13 02:15,2023-12-13 06:45,2.178,2.13444,TP,19,1.86,0.93,1.58,0.3,3.17,0.6,1,132,326,0,0,11.19,-2.35,4.26,4.26,1.27,193,-1,2
DOTUSDT,-1,2023-12-13 07:30,2023-12-13 13:30,6.803,6.93906,SL,25,-2.14,-1.07,0.47,1.42,0.94,2.84,4,190,28,0,3,5.12,-0.06,2.46,0.69,1.09,211,-1,7
IMXUSDT,1,2023-12-15 17:00,2023-12-15 18:00,2.2054,2.249508,TP,5,1.86,0.93,1.25,0.29,2.5,0.59,1,1386,145,0,0,7.51,-1.34,0.75,0.75,1.27,260,1,17
APTUSDT,1,2023-12-16 06:30,2023-12-16 21:45,8.392,8.22416,SL,62,-2.14,-1.07,0.97,1.04,1.93,2.09,3,350,109,0,2,0.98,-0.16,2.34,1.24,0.72,9,1,6
BTCUSDT,-1,2023-12-17 04:45,2023-12-18 01:30,42020,41179.6,TP,84,1.86,0.93,1.33,0.54,2.66,1.09,2,7,93,0,1,8.27,-0.62,0.58,0.75,0.22,281,-1,4
DOTUSDT,-1,2023-12-17 11:15,2023-12-17 14:30,7.008,6.86784,TP,14,1.86,0.93,1.01,0.2,2.01,0.4,2,101,336,0,1,3.2,-0.52,0.61,0.68,0.65,90,-1,11
LTCUSDT,-1,2023-12-17 23:15,2023-12-18 09:15,71.11,69.6878,TP,41,1.86,0.93,1.65,0.35,3.3,0.7,1,652,416,0,0,3.96,-4.33,3.74,3.74,0.38,87,-1,23
DOGEUSDT,-1,2023-12-17 23:30,2023-12-18 02:45,0.09296,0.091101,TP,14,1.86,0.93,1.09,0.47,2.17,0.95,1,162,365,0,0,0.22,-2.43,3.01,3.01,0.54,402,-1,23
TRXUSDT,-1,2023-12-17 23:45,2023-12-18 02:45,0.10193,0.099891,TP,13,1.86,0.93,1.07,0.02,2.14,0.05,1,224,207,0,0,1.52,-3.17,0.99,0.99,0.17,56,-1,23
IMXUSDT,1,2023-12-20 08:45,2023-12-20 09:30,2.1882,2.231964,TP,4,1.86,0.93,1.1,0.27,2.21,0.55,1,131,609,0,0,0.75,-1.45,0.53,0.53,1.02,117,1,8
BTCUSDT,1,2023-12-20 09:45,2023-12-20 13:45,42815.7,43672.014,TP,17,1.86,0.93,1.2,0.14,2.39,0.29,3,131,426,0,2,2.81,-0.03,0.6,1.33,0.3,20,1,9
LTCUSDT,-1,2023-12-20 22:15,2023-12-21 20:45,70.1,70.88,TIMEOUT,91,-1.253,-0.626,0.78,0.56,1.57,1.11,1,936,82,0,0,0.05,-1.16,0.37,0.37,0.53,244,-1,22
ETHUSDT,-1,2023-12-21 02:00,2023-12-21 10:45,2192.98,2236.8396,SL,36,-2.14,-1.07,0.1,1.28,0.19,2.55,2,124,5,0,1,2.67,-0.36,0.87,0.66,0.42,25,-1,2
1000PEPEUSDT,-1,2023-12-21 19:15,2023-12-21 20:00,0.001248,0.001273,SL,4,-2.14,-1.07,0,1.47,0.01,2.93,2,357,55,0,1,5.67,-0.81,0.66,0.79,0.85,341,-1,19
TRXUSDT,1,2023-12-23 09:45,2023-12-24 16:45,0.10536,0.107467,TP,125,1.86,0.93,1.02,0.13,2.03,0.26,1,300,151,0,0,4.66,-2.87,0.99,0.99,0.15,12,1,9
LINKUSDT,1,2023-12-23 13:00,2023-12-24 05:30,15.66,15.3468,SL,67,-2.14,-1.07,0.91,1.12,1.81,2.23,1,420,272,0,0,5.91,-4.13,5.82,5.82,0.56,11,1,13
FILUSDT,1,2023-12-23 21:30,2023-12-23 23:45,5.536,5.64672,TP,10,1.86,0.93,1.06,0.24,2.11,0.49,1,223,1019,0,0,1.98,-1.94,0.76,0.76,0.6,11,1,21
DOGEUSDT,1,2023-12-24 12:15,2023-12-24 22:00,0.09398,0.0921,SL,40,-2.14,-1.07,0.5,1.09,1,2.18,3,248,182,0,2,0.76,-0.01,2.33,0.71,0.61,10,1,12
XRPUSDT,1,2023-12-24 16:00,2023-12-24 22:15,0.6215,0.60907,SL,26,-2.14,-1.07,0.71,1.73,1.42,3.46,2,374,208,0,1,0.48,-0.23,0.95,1.14,0.3,221,1,16
AVAXUSDT,1,2023-12-25 17:45,2023-12-25 20:30,48.01,47.0498,SL,12,-2.14,-1.07,0.72,1.12,1.43,2.25,4,498,87,0,3,4.77,-0.16,0.59,0.61,1,171,1,17
BTCUSDT,-1,2023-12-26 06:00,2023-12-26 17:30,42711.9,41857.662,TP,47,1.86,0.93,1.31,0.19,2.61,0.37,1,118,125,0,0,5.01,-3.7,3.35,3.35,0.35,4,-1,6
DOTUSDT,1,2023-12-27 11:45,2023-12-27 14:15,8.845,8.6681,SL,11,-2.14,-1.07,0.06,1,0.12,2,4,612,97,0,3,9.7,-0.21,0.56,0.97,0.89,446,1,11
FILUSDT,1,2023-12-27 16:00,2023-12-27 17:15,5.85,5.967,TP,6,1.86,0.93,1.03,0.3,2.07,0.6,1,585,661,0,0,1.85,-1.46,1.28,1.28,0.92,176,1,16
FILUSDT,1,2023-12-31 00:00,2023-12-31 02:00,5.989,6.10878,TP,9,1.86,0.93,1.04,0.05,2.09,0.1,2,905,338,0,1,4.57,-0.71,1.35,3.06,0.87,495,1,0
LINKUSDT,-1,2024-01-01 00:15,2024-01-01 13:15,15.057,15.289,TIMEOUT,53,-1.681,-0.84,0.81,1,1.63,1.99,3,215,60,0,2,0.12,-0.5,0.67,0.81,0.65,4,-1,0
ARBUSDT,1,2024-01-01 17:45,2024-01-01 18:00,1.6145,1.64679,TP,2,1.86,0.93,1.2,0.14,2.4,0.28,1,124,438,0,0,2.98,-2.01,0.95,0.95,0.83,76,1,17
TRXUSDT,-1,2024-01-05 02:00,2024-01-05 14:45,0.10574,0.103625,TP,52,1.86,0.93,1.18,0.29,2.35,0.59,1,149,463,0,0,4.83,-2.36,2.61,2.61,0.39,298,-1,2
NEARUSDT,-1,2024-01-05 09:00,2024-01-05 10:30,3.732,3.65736,TP,7,1.86,0.93,1.23,0.12,2.47,0.24,2,170,537,0,1,2.97,-0.19,0.65,2.09,1.03,28,-1,9
DOTUSDT,-1,2024-01-05 10:45,2024-01-05 14:15,7.508,7.35784,TP,15,1.86,0.93,1.14,0.28,2.28,0.56,1,186,311,0,0,3.74,-1.81,3.59,3.59,0.88,36,-1,10
